Force;Acc4;
0.164672;-0.356983;
0.166801;-0.370509;
0.168797;-0.383862;
0.170656;-0.397025;
0.172375;-0.409981;
0.173950;-0.422715;
0.175380;-0.435210;
0.176661;-0.447451;
0.177790;-0.459422;
0.178765;-0.471106;
0.179583;-0.482487;
0.180242;-0.493551;
0.180739;-0.504281;
0.181073;-0.514662;
0.181241;-0.524680;
0.181243;-0.534317;
0.181075;-0.543561;
0.180736;-0.552396;
0.180226;-0.560808;
0.179543;-0.568783;
0.178686;-0.576307;
0.177654;-0.583366;
0.176446;-0.589948;
0.175062;-0.596040;
0.173502;-0.601628;
0.171764;-0.606702;
0.169851;-0.611249;
0.167760;-0.615258;
0.165493;-0.618719;
0.163051;-0.621621;
0.160433;-0.623954;
0.157641;-0.625709;
0.154676;-0.626878;
0.151539;-0.627451;
0.148231;-0.627423;
0.144753;-0.626784;
0.141109;-0.625529;
0.137299;-0.623653;
0.133326;-0.621149;
0.129191;-0.618013;
0.124898;-0.614242;
0.120449;-0.609832;
0.115847;-0.604780;
0.111094;-0.599086;
0.106195;-0.592746;
0.101152;-0.585762;
0.095968;-0.578134;
0.090648;-0.569862;
0.085196;-0.560949;
0.079614;-0.551396;
0.073908;-0.541209;
0.068081;-0.530390;
0.062138;-0.518944;
0.056084;-0.506878;
0.049923;-0.494197;
0.043660;-0.480909;
0.037300;-0.467023;
0.030848;-0.452545;
0.024309;-0.437488;
0.017689;-0.421859;
0.010992;-0.405672;
0.004226;-0.388936;
-0.002606;-0.371666;
-0.009497;-0.353874;
-0.016441;-0.335574;
-0.023432;-0.316781;
-0.030465;-0.297509;
-0.037532;-0.277776;
-0.044628;-0.257598;
-0.051747;-0.236992;
-0.058881;-0.215976;
-0.066025;-0.194568;
-0.073172;-0.172787;
-0.080315;-0.150654;
-0.087449;-0.128188;
-0.094565;-0.105409;
-0.101657;-0.082339;
-0.108719;-0.059000;
-0.115744;-0.035413;
-0.122724;-0.011600;
-0.129654;0.012416;
-0.136526;0.036611;
-0.143334;0.060962;
-0.150071;0.085447;
-0.156729;0.110040;
-0.163303;0.134719;
-0.169786;0.159458;
-0.176170;0.184233;
-0.182451;0.209021;
-0.188620;0.233795;
-0.194672;0.258532;
-0.200601;0.283206;
-0.206399;0.307794;
-0.212061;0.332270;
-0.217582;0.356610;
-0.222954;0.380789;
-0.228172;0.404782;
-0.233231;0.428567;
-0.238124;0.452117;
-0.242847;0.475411;
-0.247394;0.498423;
-0.251759;0.521130;
-0.255937;0.543510;
-0.259924;0.565540;
-0.263714;0.587196;
-0.267303;0.608457;
-0.270687;0.629301;
-0.273860;0.649707;
-0.276819;0.669653;
-0.279559;0.689120;
-0.282077;0.708086;
-0.284368;0.726534;
-0.286429;0.744442;
-0.288257;0.761794;
-0.289849;0.778570;
-0.291201;0.794753;
-0.292310;0.810327;
-0.293175;0.825274;
-0.293792;0.839580;
-0.294160;0.853228;
-0.294276;0.866205;
-0.294140;0.878496;
-0.293749;0.890088;
-0.293103;0.900968;
-0.292201;0.911125;
-0.291041;0.920546;
-0.289624;0.929221;
-0.287950;0.937140;
-0.286019;0.944293;
-0.283831;0.950672;
-0.281387;0.956269;
-0.278689;0.961076;
-0.275736;0.965087;
-0.272532;0.968296;
-0.269077;0.970697;
-0.265373;0.972285;
-0.261424;0.973058;
-0.257231;0.973012;
-0.252797;0.972144;
-0.248125;0.970452;
-0.243219;0.967936;
-0.238081;0.964595;
-0.232715;0.960430;
-0.227126;0.955441;
-0.221317;0.949631;
-0.215293;0.943001;
-0.209057;0.935556;
-0.202615;0.927298;
-0.195971;0.918232;
-0.189131;0.908363;
-0.182099;0.897698;
-0.174881;0.886243;
-0.167483;0.874005;
-0.159910;0.860992;
-0.152168;0.847212;
-0.144263;0.832675;
-0.136202;0.817390;
-0.127991;0.801368;
-0.119636;0.784621;
-0.111145;0.767159;
-0.102523;0.748996;
-0.093778;0.730144;
-0.084918;0.710616;
-0.075949;0.690427;
-0.066878;0.669592;
-0.057714;0.648125;
-0.048464;0.626043;
-0.039135;0.603362;
-0.029736;0.580099;
-0.020274;0.556271;
-0.010758;0.531896;
-0.001194;0.506993;
0.008407;0.481580;
0.018039;0.455677;
0.027693;0.429304;
0.037361;0.402481;
0.047034;0.375228;
0.056704;0.347566;
0.066363;0.319518;
0.076002;0.291104;
0.085612;0.262347;
0.095187;0.233270;
0.104716;0.203895;
0.114192;0.174245;
0.123607;0.144343;
0.132952;0.114214;
0.142219;0.083881;
0.151400;0.053368;
0.160487;0.022700;
0.169471;-0.008100;
0.178346;-0.039005;
0.187103;-0.069993;
0.195734;-0.101037;
0.204232;-0.132113;
0.212589;-0.163196;
0.220798;-0.194260;
0.228852;-0.225281;
0.236743;-0.256232;
0.244465;-0.287090;
0.252011;-0.317829;
0.259375;-0.348423;
0.266548;-0.378847;
0.273526;-0.409077;
0.280303;-0.439088;
0.286871;-0.468854;
0.293226;-0.498351;
0.299361;-0.527555;
0.305272;-0.556441;
0.310953;-0.584985;
0.316398;-0.613163;
0.321603;-0.640951;
0.326563;-0.668326;
0.331274;-0.695264;
0.335731;-0.721744;
0.339931;-0.747741;
0.343868;-0.773233;
0.347540;-0.798199;
0.350943;-0.822617;
0.354074;-0.846465;
0.356929;-0.869723;
0.359506;-0.892369;
0.361801;-0.914384;
0.363814;-0.935748;
0.365540;-0.956441;
0.366979;-0.976445;
0.368129;-0.995741;
0.368987;-1.014312;
0.369553;-1.032139;
0.369826;-1.049206;
0.369804;-1.065496;
0.369487;-1.080994;
0.368875;-1.095684;
0.367968;-1.109551;
0.366765;-1.122581;
0.365266;-1.134761;
0.363474;-1.146077;
0.361387;-1.156517;
0.359007;-1.166069;
0.356336;-1.174721;
0.353375;-1.182465;
0.350125;-1.189288;
0.346589;-1.195183;
0.342769;-1.200141;
0.338667;-1.204154;
0.334286;-1.207215;
0.329629;-1.209317;
0.324698;-1.210456;
0.319497;-1.210625;
0.314031;-1.209822;
0.308302;-1.208042;
0.302314;-1.205283;
0.296072;-1.201543;
0.289580;-1.196822;
0.282843;-1.191119;
0.275866;-1.184435;
0.268653;-1.176771;
0.261210;-1.168129;
0.253542;-1.158513;
0.245656;-1.147927;
0.237556;-1.136375;
0.229249;-1.123863;
0.220741;-1.110398;
0.212039;-1.095986;
0.203148;-1.080637;
0.194076;-1.064359;
0.184830;-1.047162;
0.175416;-1.029057;
0.165842;-1.010056;
0.156115;-0.990171;
0.146243;-0.969415;
0.136233;-0.947804;
0.126093;-0.925351;
0.115830;-0.902073;
0.105454;-0.877987;
0.094971;-0.853110;
0.084390;-0.827460;
0.073719;-0.801057;
0.062967;-0.773920;
0.052141;-0.746071;
0.041251;-0.717531;
0.030305;-0.688322;
0.019312;-0.658466;
0.008280;-0.627988;
-0.002782;-0.596912;
-0.013865;-0.565263;
-0.024960;-0.533067;
-0.036059;-0.500349;
-0.047152;-0.467136;
-0.058230;-0.433457;
-0.069286;-0.399338;
-0.080309;-0.364809;
-0.091290;-0.329898;
-0.102221;-0.294634;
-0.113093;-0.259048;
-0.123896;-0.223169;
-0.134623;-0.187029;
-0.145263;-0.150658;
-0.155808;-0.114087;
-0.166250;-0.077348;
-0.176579;-0.040472;
-0.186787;-0.003491;
-0.196865;0.033562;
-0.206805;0.070656;
-0.216598;0.107758;
-0.226236;0.144836;
-0.235711;0.181858;
-0.245015;0.218791;
-0.254140;0.255602;
-0.263078;0.292261;
-0.271821;0.328734;
-0.280363;0.364990;
-0.288694;0.400997;
-0.296810;0.436723;
-0.304701;0.472137;
-0.312362;0.507209;
-0.319786;0.541907;
-0.326966;0.576201;
-0.333897;0.610061;
-0.340571;0.643458;
-0.346984;0.676363;
-0.353129;0.708746;
-0.359001;0.740580;
-0.364594;0.771838;
-0.369904;0.802491;
-0.374926;0.832514;
-0.379655;0.861881;
-0.384086;0.890566;
-0.388216;0.918545;
-0.392041;0.945794;
-0.395555;0.972289;
-0.398757;0.998008;
-0.401643;1.022930;
-0.404210;1.047032;
-0.406454;1.070296;
-0.408374;1.092700;
-0.409967;1.114227;
-0.411231;1.134858;
-0.412165;1.154576;
-0.412766;1.173366;
-0.413034;1.191210;
-0.412968;1.208095;
-0.412567;1.224007;
-0.411831;1.238933;
-0.410760;1.252861;
-0.409354;1.265779;
-0.407614;1.277678;
-0.405541;1.288547;
-0.403136;1.298378;
-0.400401;1.307164;
-0.397337;1.314897;
-0.393947;1.321571;
-0.390233;1.327182;
-0.386198;1.331726;
-0.381845;1.335198;
-0.377177;1.337598;
-0.372198;1.338922;
-0.366912;1.339170;
-0.361324;1.338344;
-0.355436;1.336442;
-0.349255;1.333469;
-0.342785;1.329426;
-0.336031;1.324316;
-0.328999;1.318146;
-0.321694;1.310919;
-0.314122;1.302641;
-0.306290;1.293321;
-0.298203;1.282966;
-0.289868;1.271583;
-0.281291;1.259183;
-0.272481;1.245776;
-0.263443;1.231373;
-0.254184;1.215985;
-0.244713;1.199625;
-0.235037;1.182305;
-0.225164;1.164041;
-0.215101;1.144846;
-0.204857;1.124737;
-0.194440;1.103728;
-0.183859;1.081837;
-0.173121;1.059081;
-0.162236;1.035479;
-0.151213;1.011048;
-0.140059;0.985809;
-0.128786;0.959781;
-0.117400;0.932984;
-0.105913;0.905441;
-0.094332;0.877172;
-0.082669;0.848201;
-0.070931;0.818549;
-0.059129;0.788239;
-0.047273;0.757297;
-0.035372;0.725746;
-0.023435;0.693611;
-0.011474;0.660916;
0.000503;0.627688;
0.012486;0.593953;
0.024464;0.559737;
0.036429;0.525066;
0.048369;0.489969;
0.060275;0.454471;
0.072138;0.418602;
0.083948;0.382388;
0.095694;0.345859;
0.107367;0.309042;
0.118958;0.271967;
0.130457;0.234663;
0.141855;0.197157;
0.153141;0.159481;
0.164308;0.121662;
0.175346;0.083731;
0.186245;0.045716;
0.196997;0.007649;
0.207594;-0.030443;
0.218025;-0.068529;
0.228284;-0.106579;
0.238362;-0.144565;
0.248251;-0.182456;
0.257942;-0.220223;
0.267427;-0.257836;
0.276700;-0.295267;
0.285753;-0.332486;
0.294579;-0.369465;
0.303169;-0.406174;
0.311519;-0.442586;
0.319621;-0.478671;
0.327468;-0.514402;
0.335055;-0.549750;
0.342375;-0.584689;
0.349423;-0.619191;
0.356193;-0.653230;
0.362680;-0.686777;
0.368879;-0.719809;
0.374784;-0.752297;
0.380392;-0.784218;
0.385698;-0.815546;
0.390697;-0.846257;
0.395387;-0.876326;
0.399762;-0.905729;
0.403820;-0.934444;
0.407558;-0.962447;
0.410972;-0.989716;
0.414060;-1.016230;
0.416820;-1.041968;
0.419249;-1.066908;
0.421346;-1.091030;
0.423108;-1.114316;
0.424535;-1.136745;
0.425625;-1.158300;
0.426377;-1.178964;
0.426790;-1.198718;
0.426865;-1.217546;
0.426601;-1.235433;
0.425999;-1.252364;
0.425058;-1.268323;
0.423779;-1.283298;
0.422164;-1.297274;
0.420213;-1.310240;
0.417928;-1.322184;
0.415311;-1.333095;
0.412363;-1.342963;
0.409088;-1.351778;
0.405486;-1.359531;
0.401562;-1.366215;
0.397317;-1.371823;
0.392756;-1.376347;
0.387882;-1.379784;
0.382698;-1.382127;
0.377209;-1.383373;
0.371418;-1.383518;
0.365330;-1.382562;
0.358951;-1.380501;
0.352283;-1.377337;
0.345334;-1.373068;
0.338108;-1.367696;
0.330611;-1.361223;
0.322849;-1.353653;
0.314827;-1.344988;
0.306552;-1.335234;
0.298030;-1.324396;
0.289268;-1.312481;
0.280272;-1.299495;
0.271051;-1.285448;
0.261610;-1.270349;
0.251957;-1.254207;
0.242100;-1.237033;
0.232047;-1.218840;
0.221805;-1.199640;
0.211383;-1.179447;
0.200787;-1.158275;
0.190028;-1.136140;
0.179113;-1.113058;
0.168052;-1.089047;
0.156851;-1.064123;
0.145521;-1.038307;
0.134070;-1.011618;
0.122508;-0.984077;
0.110843;-0.955704;
0.099084;-0.926522;
0.087241;-0.896554;
0.075323;-0.865824;
0.063340;-0.834357;
0.051300;-0.802176;
0.039214;-0.769309;
0.027091;-0.735781;
0.014941;-0.701621;
0.002772;-0.666856;
-0.009404;-0.631514;
-0.021579;-0.595625;
-0.033743;-0.559219;
-0.045886;-0.522325;
-0.057998;-0.484974;
-0.070071;-0.447198;
-0.082093;-0.409028;
-0.094055;-0.370497;
-0.105949;-0.331636;
-0.117763;-0.292480;
-0.129489;-0.253060;
-0.141118;-0.213411;
-0.152639;-0.173565;
-0.164043;-0.133558;
-0.175321;-0.093423;
-0.186465;-0.053195;
-0.197464;-0.012907;
-0.208309;0.027405;
-0.218993;0.067707;
-0.229506;0.107965;
-0.239840;0.148144;
-0.249985;0.188210;
-0.259934;0.228128;
-0.269679;0.267864;
-0.279212;0.307384;
-0.288524;0.346655;
-0.297608;0.385642;
-0.306457;0.424312;
-0.315063;0.462633;
-0.323420;0.500572;
-0.331519;0.538096;
-0.339356;0.575174;
-0.346922;0.611774;
-0.354213;0.647865;
-0.361221;0.683417;
-0.367942;0.718400;
-0.374368;0.752784;
-0.380496;0.786541;
-0.386320;0.819642;
-0.391834;0.852061;
-0.397034;0.883770;
-0.401917;0.914742;
-0.406476;0.944953;
-0.410709;0.974378;
-0.414612;1.002992;
-0.418181;1.030773;
-0.421413;1.057697;
-0.424305;1.083744;
-0.426853;1.108892;
-0.429057;1.133121;
-0.430913;1.156412;
-0.432420;1.178747;
-0.433576;1.200108;
-0.434380;1.220479;
-0.434831;1.239844;
-0.434927;1.258188;
-0.434669;1.275497;
-0.434057;1.291758;
-0.433090;1.306959;
-0.431770;1.321088;
-0.430097;1.334137;
-0.428072;1.346094;
-0.425697;1.356952;
-0.422973;1.366704;
-0.419904;1.375342;
-0.416491;1.382860;
-0.412737;1.389256;
-0.408645;1.394523;
-0.404218;1.398660;
-0.399461;1.401665;
-0.394377;1.403536;
-0.388971;1.404274;
-0.383246;1.403879;
-0.377208;1.402353;
-0.370862;1.399698;
-0.364213;1.395918;
-0.357267;1.391017;
-0.350029;1.385000;
-0.342505;1.377874;
-0.334702;1.369646;
-0.326627;1.360322;
-0.318285;1.349912;
-0.309684;1.338426;
-0.300831;1.325873;
-0.291733;1.312265;
-0.282397;1.297612;
-0.272832;1.281930;
-0.263045;1.265229;
-0.253044;1.247525;
-0.242837;1.228833;
-0.232433;1.209169;
-0.221841;1.188548;
-0.211068;1.166988;
-0.200124;1.144507;
-0.189018;1.121123;
-0.177759;1.096855;
-0.166356;1.071724;
-0.154818;1.045750;
-0.143155;1.018953;
-0.131377;0.991356;
-0.119493;0.962981;
-0.107513;0.933850;
-0.095447;0.903988;
-0.083305;0.873418;
-0.071097;0.842164;
-0.058832;0.810252;
-0.046522;0.777708;
-0.034176;0.744556;
-0.021804;0.710823;
-0.009416;0.676536;
0.002977;0.641723;
0.015364;0.606411;
0.027737;0.570627;
0.040084;0.534401;
0.052395;0.497760;
0.064661;0.460734;
0.076871;0.423352;
0.089015;0.385642;
0.101083;0.347635;
0.113065;0.309361;
0.124952;0.270850;
0.136733;0.232131;
0.148400;0.193235;
0.159942;0.154192;
0.171350;0.115034;
0.182615;0.075790;
0.193728;0.036491;
0.204680;-0.002832;
0.215461;-0.042149;
0.226064;-0.081429;
0.236480;-0.120642;
0.246700;-0.159756;
0.256717;-0.198743;
0.266522;-0.237570;
0.276107;-0.276209;
0.285466;-0.314629;
0.294590;-0.352801;
0.303473;-0.390694;
0.312108;-0.428280;
0.320487;-0.465530;
0.328605;-0.502414;
0.336454;-0.538904;
0.344030;-0.574972;
0.351326;-0.610590;
0.358337;-0.645731;
0.365057;-0.680366;
0.371481;-0.714470;
0.377604;-0.748015;
0.383422;-0.780976;
0.388930;-0.813328;
0.394124;-0.845044;
0.399000;-0.876101;
0.403555;-0.906473;
0.407785;-0.936139;
0.411687;-0.965073;
0.415258;-0.993254;
0.418496;-1.020659;
0.421397;-1.047267;
0.423961;-1.073057;
0.426185;-1.098008;
0.428067;-1.122101;
0.429607;-1.145316;
0.430802;-1.167635;
0.431653;-1.189040;
0.432159;-1.209513;
0.432320;-1.229037;
0.432135;-1.247598;
0.431604;-1.265179;
0.430729;-1.281766;
0.429510;-1.297345;
0.427949;-1.311903;
0.426046;-1.325427;
0.423803;-1.337905;
0.421222;-1.349328;
0.418305;-1.359684;
0.415054;-1.368963;
0.411473;-1.377159;
0.407564;-1.384261;
0.403329;-1.390264;
0.398774;-1.395162;
0.393900;-1.398948;
0.388713;-1.401618;
0.383215;-1.403169;
0.377412;-1.403597;
0.371309;-1.402900;
0.364909;-1.401078;
0.358219;-1.398130;
0.351242;-1.394056;
0.343986;-1.388858;
0.336455;-1.382538;
0.328656;-1.375100;
0.320594;-1.366547;
0.312276;-1.356884;
0.303709;-1.346118;
0.294899;-1.334255;
0.285854;-1.321303;
0.276580;-1.307270;
0.267084;-1.292167;
0.257375;-1.276003;
0.247460;-1.258789;
0.237347;-1.240539;
0.227043;-1.221266;
0.216557;-1.200982;
0.205898;-1.179704;
0.195073;-1.157448;
0.184091;-1.134229;
0.172961;-1.110065;
0.161692;-1.084976;
0.150292;-1.058980;
0.138771;-1.032098;
0.127138;-1.004350;
0.115401;-0.975758;
0.103571;-0.946345;
0.091656;-0.916135;
0.079666;-0.885152;
0.067610;-0.853419;
0.055498;-0.820964;
0.043339;-0.787813;
0.031144;-0.753992;
0.018921;-0.719529;
0.006680;-0.684453;
-0.005568;-0.648793;
-0.017814;-0.612577;
-0.030049;-0.575838;
-0.042262;-0.538604;
-0.054445;-0.500907;
-0.066586;-0.462780;
-0.078677;-0.424253;
-0.090707;-0.385361;
-0.102667;-0.346134;
-0.114548;-0.306608;
-0.126339;-0.266815;
-0.138031;-0.226789;
-0.149615;-0.186564;
-0.161081;-0.146176;
-0.172420;-0.105657;
-0.183623;-0.065044;
-0.194680;-0.024370;
-0.205583;0.016330;
-0.216323;0.057020;
-0.226890;0.097666;
-0.237277;0.138232;
-0.247474;0.178685;
-0.257474;0.218989;
-0.267268;0.259111;
-0.276849;0.299014;
-0.286208;0.338667;
-0.295337;0.378034;
-0.304230;0.417082;
-0.312879;0.455778;
-0.321276;0.494088;
-0.329416;0.531981;
-0.337291;0.569425;
-0.344895;0.606386;
-0.352222;0.642835;
-0.359265;0.678741;
-0.366019;0.714073;
-0.372478;0.748802;
-0.378637;0.782899;
-0.384491;0.816336;
-0.390034;0.849084;
-0.395263;0.881117;
-0.400173;0.912408;
-0.404758;0.942933;
-0.409017;0.972664;
-0.412944;1.001580;
-0.416537;1.029655;
-0.419792;1.056868;
-0.422706;1.083196;
-0.425276;1.108620;
-0.427501;1.133117;
-0.429378;1.156670;
-0.430905;1.179259;
-0.432080;1.200868;
-0.432903;1.221479;
-0.433373;1.241076;
-0.433488;1.259646;
-0.433249;1.277172;
-0.432655;1.293644;
-0.431707;1.309047;
-0.430405;1.323372;
-0.428751;1.336608;
-0.426745;1.348745;
-0.424389;1.359775;
-0.421685;1.369690;
-0.418635;1.378484;
-0.415242;1.386151;
-0.411509;1.392687;
-0.407438;1.398087;
-0.403033;1.402350;
-0.398299;1.405472;
-0.393238;1.407452;
-0.387855;1.408292;
-0.382155;1.407991;
-0.376143;1.406552;
-0.369824;1.403976;
-0.363202;1.400268;
-0.356284;1.395432;
-0.349076;1.389472;
-0.341583;1.382397;
-0.333811;1.374211;
-0.325769;1.364924;
-0.317461;1.354543;
-0.308895;1.343080;
-0.300077;1.330543;
-0.291017;1.316944;
-0.281720;1.302295;
-0.272194;1.286609;
-0.262448;1.269900;
-0.252489;1.252182;
-0.242326;1.233469;
-0.231967;1.213779;
-0.221420;1.193126;
-0.210695;1.171530;
-0.199799;1.149007;
-0.188743;1.125577;
-0.177534;1.101258;
-0.166183;1.076071;
-0.154699;1.050037;
-0.143090;1.023176;
-0.131367;0.995511;
-0.119539;0.967064;
-0.107617;0.937859;
-0.095609;0.907918;
-0.083526;0.877266;
-0.071378;0.845927;
-0.059174;0.813928;
-0.046925;0.781292;
-0.034641;0.748048;
-0.022332;0.714220;
-0.010009;0.679836;
0.002320;0.644924;
0.014642;0.609511;
0.026949;0.573626;
0.039231;0.537296;
0.051476;0.500550;
0.063675;0.463418;
0.075819;0.425929;
0.087896;0.388113;
0.099897;0.349998;
0.111813;0.311616;
0.123633;0.272997;
0.135348;0.234170;
0.146948;0.195166;
0.158424;0.156016;
0.169766;0.116751;
0.180966;0.077400;
0.192014;0.037996;
0.202901;-0.001432;
0.213619;-0.040852;
0.224159;-0.080234;
0.234513;-0.119547;
0.244672;-0.158761;
0.254628;-0.197845;
0.264373;-0.236768;
0.273900;-0.275501;
0.283201;-0.314012;
0.292269;-0.352274;
0.301097;-0.390254;
0.309677;-0.427926;
0.318004;-0.465258;
0.326070;-0.502222;
0.333870;-0.538789;
0.341397;-0.574932;
0.348646;-0.610621;
0.355611;-0.645830;
0.362287;-0.680531;
0.368668;-0.714697;
0.374751;-0.748302;
0.380530;-0.781319;
0.386001;-0.813723;
0.391159;-0.845489;
0.396002;-0.876591;
0.400525;-0.907006;
0.404725;-0.936710;
0.408599;-0.965680;
0.412144;-0.993892;
0.415357;-1.021325;
0.418236;-1.047958;
0.420780;-1.073768;
0.422985;-1.098736;
0.424852;-1.122842;
0.426377;-1.146066;
0.427561;-1.168390;
0.428402;-1.189797;
0.428900;-1.210268;
0.429055;-1.229787;
0.428866;-1.248338;
