Frequency_Hz	H1_abs	H2_abs	Coherence
2.02111404e+00	3.85676497e-02	3.93361391e-02	9.80463528e-01
2.02805945e+00	3.28649791e-02	3.35803716e-02	9.78696112e-01
2.03500486e+00	2.48473386e-02	2.67203912e-02	9.29901753e-01
2.04195027e+00	1.60247112e-02	1.77023846e-02	9.05228958e-01
2.04889568e+00	8.94415431e-03	1.19474453e-02	7.48624840e-01
2.05584109e+00	2.64573674e-03	1.30173558e-02	2.03246864e-01
2.06278650e+00	6.25442619e-03	1.43736627e-02	4.35130999e-01
2.06973191e+00	1.72922623e-02	2.02988598e-02	8.51883427e-01
2.07667732e+00	2.65107572e-02	2.78117758e-02	9.53220585e-01
2.08362273e+00	3.36274658e-02	3.43570226e-02	9.78765423e-01
2.09056813e+00	4.10040416e-02	4.20391662e-02	9.75377139e-01
2.09751354e+00	5.20938528e-02	5.32068533e-02	9.79081632e-01
2.10445895e+00	6.16213548e-02	6.20869821e-02	9.92500403e-01
2.11140436e+00	6.98592237e-02	7.02776705e-02	9.94045808e-01
2.11834977e+00	7.71452247e-02	7.77591597e-02	9.92104661e-01
2.12529518e+00	8.90342710e-02	8.97875944e-02	9.91609939e-01
2.13224059e+00	1.01644907e-01	1.02213505e-01	9.94437154e-01
2.13918600e+00	1.13513168e-01	1.13999784e-01	9.95731431e-01
2.14613141e+00	1.24332095e-01	1.24935518e-01	9.95170124e-01
2.15307682e+00	1.40054814e-01	1.40804125e-01	9.94678342e-01
2.16002223e+00	1.58756201e-01	1.59528114e-01	9.95161267e-01
2.16696763e+00	1.76390891e-01	1.76921955e-01	9.96998318e-01
2.17391304e+00	1.93667979e-01	1.94387070e-01	9.96300728e-01
2.18085845e+00	2.19590745e-01	2.21282022e-01	9.92356918e-01
2.18780386e+00	2.54881522e-01	2.56509338e-01	9.93653970e-01
2.19474927e+00	2.86582642e-01	2.87700372e-01	9.96114948e-01
2.20169468e+00	3.17521335e-01	3.18870686e-01	9.95768344e-01
2.20864009e+00	3.59602611e-01	3.62268211e-01	9.92641916e-01
2.21558550e+00	4.22865607e-01	4.26865879e-01	9.90628738e-01
2.22253091e+00	4.98278445e-01	5.02945578e-01	9.90720401e-01
2.22947632e+00	5.94217967e-01	6.01782638e-01	9.87429562e-01
2.23642173e+00	7.40046124e-01	7.56478189e-01	9.78278203e-01
2.24336713e+00	9.85084055e-01	1.02083066e+00	9.64982827e-01
2.25031254e+00	1.39614535e+00	1.48224157e+00	9.41914854e-01
2.25725795e+00	2.16148982e+00	2.52611711e+00	8.55657013e-01
2.26420336e+00	2.76635205e+00	8.57281240e+00	3.22688975e-01
2.27114877e+00	3.02363663e+00	4.55950389e+00	6.63150356e-01
2.27809418e+00	1.92738772e+00	2.10124478e+00	9.17259968e-01
2.28503959e+00	1.34289603e+00	1.39090477e+00	9.65483807e-01
2.29198500e+00	1.03242573e+00	1.05064528e+00	9.82658702e-01
2.29893041e+00	8.60969509e-01	8.69714832e-01	9.89944608e-01
2.30587582e+00	7.40969662e-01	7.47487470e-01	9.91280378e-01
2.31282123e+00	6.33148536e-01	6.37960642e-01	9.92457049e-01
2.31976663e+00	5.49574268e-01	5.52118557e-01	9.95391770e-01
2.32671204e+00	4.95172029e-01	4.96977142e-01	9.96367815e-01
2.33365745e+00	4.41200026e-01	4.43509247e-01	9.94793298e-01
2.34060286e+00	3.97641858e-01	3.98653835e-01	9.97461514e-01
2.34754827e+00	3.69730322e-01	3.70341609e-01	9.98349397e-01
2.35449368e+00	3.44670168e-01	3.45250071e-01	9.98320339e-01
2.36143909e+00	3.20890635e-01	3.21468191e-01	9.98203382e-01
2.36838450e+00	3.00912479e-01	3.01330995e-01	9.98611108e-01
2.37532991e+00	2.85492350e-01	2.85720230e-01	9.99202435e-01
2.38227532e+00	2.73395309e-01	2.73609829e-01	9.99215964e-01
2.38922073e+00	2.59626153e-01	2.59912073e-01	9.98899935e-01
2.39616613e+00	2.45358440e-01	2.45659703e-01	9.98773659e-01
2.40311154e+00	2.33529086e-01	2.33695054e-01	9.99289807e-01
2.41005695e+00	2.24493675e-01	2.24640176e-01	9.99347844e-01
2.41700236e+00	2.15469737e-01	2.15672025e-01	9.99062057e-01
2.42394777e+00	2.05286623e-01	2.05504419e-01	9.98940187e-01
2.43089318e+00	1.96783289e-01	1.96919682e-01	9.99307366e-01
2.43783859e+00	1.90957366e-01	1.91043559e-01	9.99548829e-01
2.44478400e+00	1.84497823e-01	1.84653509e-01	9.99156875e-01
2.45172941e+00	1.76934545e-01	1.77064132e-01	9.99268132e-01
2.45867482e+00	1.71152935e-01	1.71224598e-01	9.99581467e-01
2.46562023e+00	1.67915788e-01	1.67957855e-01	9.99749539e-01
2.47256563e+00	1.65295563e-01	1.65365145e-01	9.99579219e-01
2.47951104e+00	1.60655859e-01	1.60763652e-01	9.99329496e-01
2.48645645e+00	1.55424299e-01	1.55521646e-01	9.99374060e-01
2.49340186e+00	1.51610236e-01	1.51679796e-01	9.99541407e-01
2.50034727e+00	1.47510305e-01	1.47608728e-01	9.99333218e-01
2.50729268e+00	1.43613110e-01	1.43728882e-01	9.99194505e-01
2.51423809e+00	1.40689058e-01	1.40804237e-01	9.99181987e-01
2.52118350e+00	1.36857284e-01	1.36973195e-01	9.99153769e-01
2.52812891e+00	1.34836292e-01	1.34889176e-01	9.99607945e-01
2.53507432e+00	1.32892300e-01	1.32965416e-01	9.99450110e-01
2.54201972e+00	1.28645188e-01	1.28813638e-01	9.98692294e-01
2.54896513e+00	1.25609756e-01	1.25735248e-01	9.99001930e-01
2.55591054e+00	1.25624508e-01	1.25732175e-01	9.99143682e-01
2.56285595e+00	1.24585205e-01	1.24709813e-01	9.99000814e-01
2.56980136e+00	1.19897623e-01	1.20060957e-01	9.98639577e-01
2.57674677e+00	1.16400585e-01	1.16487894e-01	9.99250490e-01
2.58369218e+00	1.16059093e-01	1.16123651e-01	9.99444063e-01
2.59063759e+00	1.15519096e-01	1.15592032e-01	9.99369020e-01
2.59758300e+00	1.13273534e-01	1.13366681e-01	9.99178357e-01
2.60452841e+00	1.09147116e-01	1.09241783e-01	9.99133418e-01
2.61147382e+00	1.06781985e-01	1.06850693e-01	9.99356971e-01
2.61841922e+00	1.05322856e-01	1.05432226e-01	9.98962648e-01
2.62536463e+00	1.04572345e-01	1.04675484e-01	9.99014678e-01
2.63231004e+00	1.03695129e-01	1.03878980e-01	9.98230141e-01
2.63925545e+00	1.02013640e-01	1.02138279e-01	9.98779697e-01
2.64620086e+00	1.00533237e-01	1.00685429e-01	9.98488436e-01
2.65314627e+00	1.01711147e-01	1.01843819e-01	9.98697301e-01
2.66009168e+00	9.87023594e-02	9.88927934e-02	9.98074339e-01
