Frequency_Hz	H1_abs_acc1	H2_abs_acc1	Coh_acc1	H1_abs_acc2	H2_abs_acc2	Coh_acc2	H1_abs_acc3	H2_abs_acc3	Coh_acc3	H1_abs_acc4	H2_abs_acc4	Coh_acc4	H1_abs_acc5	H2_abs_acc5	Coh_acc5	H1_abs_acc6	H2_abs_acc6	Coh_acc6
1.14321434e+01	8.84843229e-01	8.88244972e-01	9.96170266e-01	2.14082502e-01	2.17333184e-01	9.85042865e-01	3.19214687e-02	4.69302495e-02	6.80189623e-01	4.70566808e-03	4.21486543e-02	1.11644563e-01	4.05206728e-02	1.71078551e-01	2.36854196e-01	8.59592423e-03	2.03403429e-01	4.22604685e-02
1.14390888e+01	8.50406168e-01	8.52520307e-01	9.97520131e-01	2.03937972e-01	2.05571878e-01	9.92051903e-01	2.73423297e-02	3.43645324e-02	7.95655512e-01	3.95847743e-03	3.97008530e-02	9.97076166e-02	3.46411058e-02	9.10715398e-02	3.80372461e-01	6.34158364e-03	8.43672329e-02	7.51664292e-02
1.14460342e+01	8.10454971e-01	8.12446175e-01	9.97549125e-01	1.92067779e-01	1.94130884e-01	9.89372608e-01	2.56736474e-02	3.49632937e-02	7.34302882e-01	9.57073497e-03	2.98197266e-02	3.20953143e-01	2.99510791e-02	1.82807931e-01	1.63839058e-01	9.88869062e-03	7.99731430e-02	1.23650144e-01
1.14529796e+01	8.23118117e-01	8.29493331e-01	9.92314328e-01	1.96222693e-01	2.01976734e-01	9.71511366e-01	2.67128752e-02	4.22694048e-02	6.31967148e-01	1.06794735e-02	5.26193051e-02	2.02957327e-01	4.40054922e-02	1.51769301e-01	2.89949892e-01	2.62374390e-03	5.93631223e-01	4.41982126e-03
1.14599250e+01	8.44576494e-01	8.48625548e-01	9.95228693e-01	1.99871013e-01	2.03170551e-01	9.83759763e-01	3.55103535e-02	4.09286372e-02	8.67616318e-01	1.03125056e-02	2.89982698e-02	3.55624857e-01	1.91784232e-02	2.62278879e-01	7.31222555e-02	1.67694608e-02	7.68447567e-02	2.18225179e-01
1.14668704e+01	8.34859114e-01	8.35692174e-01	9.99003150e-01	1.89781200e-01	1.91014352e-01	9.93544189e-01	3.01132610e-02	3.29736486e-02	9.13252318e-01	7.30962453e-03	1.84588951e-02	3.95994694e-01	4.75759535e-02	9.70828816e-02	4.90055020e-01	6.39939510e-03	7.09810608e-02	9.01563745e-02
1.14738158e+01	8.19965755e-01	8.21258895e-01	9.98425418e-01	1.86113324e-01	1.87677753e-01	9.91664282e-01	2.50442234e-02	2.92293464e-02	8.56817771e-01	5.27147929e-03	3.71056794e-02	1.42066643e-01	4.59902324e-02	1.01229236e-01	4.54317689e-01	5.22804030e-03	1.12842008e-01	4.63306209e-02
1.14807612e+01	8.20906780e-01	8.24143574e-01	9.96072537e-01	1.93014137e-01	1.95442920e-01	9.87572928e-01	3.10315308e-02	3.95116997e-02	7.85375751e-01	5.39837761e-03	4.82911100e-02	1.11788228e-01	9.57878077e-03	3.51886717e-01	2.72212059e-02	1.21462871e-02	8.86298941e-02	1.37045037e-01
1.14877066e+01	8.45798521e-01	8.47685070e-01	9.97774469e-01	2.02852200e-01	2.04391838e-01	9.92467224e-01	3.57986519e-02	3.98987120e-02	8.97238284e-01	2.53668536e-03	6.06058399e-02	4.18554608e-02	4.93589365e-02	1.03652942e-01	4.76194265e-01	2.01919865e-03	3.46853553e-01	5.82147318e-03
1.14946520e+01	8.42566870e-01	8.43080106e-01	9.99391236e-01	2.01544200e-01	2.02386982e-01	9.95835786e-01	3.35458756e-02	3.70932313e-02	9.04366494e-01	3.55863309e-03	6.82018827e-02	5.21779304e-02	2.09864424e-02	1.25257712e-01	1.67546110e-01	8.87590280e-03	5.94281130e-02	1.49355286e-01
1.15015974e+01	8.32554267e-01	8.34254495e-01	9.97961979e-01	1.97753025e-01	1.98896618e-01	9.94250316e-01	3.04990358e-02	3.40994436e-02	8.94414470e-01	1.19692701e-03	1.95695125e-01	6.11628425e-03	8.55122437e-03	1.03333211e-01	8.27538823e-02	1.24176068e-02	3.43902411e-02	3.61079377e-01
1.15085429e+01	8.23402961e-01	8.27619220e-01	9.94905558e-01	1.92158973e-01	1.94751542e-01	9.86687811e-01	2.84035788e-02	3.94204340e-02	7.20529327e-01	1.04802695e-02	4.16425379e-02	2.51672209e-01	1.75956976e-02	1.57077457e-01	1.12019242e-01	9.23843965e-03	6.78834693e-02	1.36092627e-01
1.15154883e+01	8.53343752e-01	8.54304239e-01	9.98875708e-01	1.99792897e-01	2.00620042e-01	9.95877055e-01	3.23245031e-02	3.77008311e-02	8.57394973e-01	4.00725572e-03	3.85787162e-02	1.03872190e-01	2.42360132e-02	1.06523969e-01	2.27516993e-01	3.63691206e-03	9.33023424e-02	3.89798580e-02
1.15224337e+01	8.40093058e-01	8.40665637e-01	9.99318898e-01	1.94600109e-01	1.95234825e-01	9.96748962e-01	2.92424109e-02	3.37646000e-02	8.66067152e-01	3.91004302e-03	3.42738813e-02	1.14082294e-01	2.04911942e-02	1.17884124e-01	1.73824884e-01	2.86733902e-03	1.36877529e-01	2.09482085e-02
1.15293791e+01	8.31811746e-01	8.32643782e-01	9.99000729e-01	1.88348327e-01	1.88961994e-01	9.96752434e-01	2.92963280e-02	3.17797964e-02	9.21853859e-01	4.47760031e-03	2.06643870e-02	2.16681981e-01	3.22434661e-02	5.16636963e-02	6.24102966e-01	1.66222145e-03	1.73357298e-01	9.58841343e-03
1.15363245e+01	8.33053935e-01	8.35716312e-01	9.96814259e-01	1.85302360e-01	1.87451938e-01	9.88532643e-01	2.59451627e-02	3.29227285e-02	7.88062347e-01	5.36879579e-03	2.81686932e-02	1.90594421e-01	2.50367180e-02	1.31192198e-01	1.90839992e-01	1.24766379e-02	5.30684399e-02	2.35104667e-01
1.15432699e+01	8.56840118e-01	8.58181423e-01	9.98437038e-01	1.98370056e-01	1.99763380e-01	9.93025124e-01	3.10483125e-02	3.47452174e-02	8.93599602e-01	4.96789963e-03	1.76704110e-02	2.81142279e-01	1.08177015e-02	1.73795235e-01	6.22439478e-02	1.14753805e-02	3.97550519e-02	2.88652132e-01
1.15502153e+01	8.55257262e-01	8.56481056e-01	9.98571137e-01	1.97508427e-01	1.98365859e-01	9.95677525e-01	3.20273905e-02	3.59802002e-02	8.90139307e-01	3.29272774e-03	2.56769755e-02	1.28236589e-01	1.44061033e-02	1.32573424e-01	1.08665092e-01	4.32440306e-03	9.69926394e-02	4.45848580e-02
1.15571607e+01	8.31580371e-01	8.33084810e-01	9.98194135e-01	1.92139665e-01	1.92928024e-01	9.95913717e-01	3.12472135e-02	3.34934028e-02	9.32936366e-01	1.63134949e-03	4.89563184e-02	3.33225525e-02	6.69039071e-03	1.79378455e-01	3.72976271e-02	1.68014653e-03	2.32194748e-01	7.23593681e-03
1.15641061e+01	8.20964284e-01	8.24885038e-01	9.95246909e-01	1.84389070e-01	1.86220524e-01	9.90165136e-01	2.60527633e-02	3.41585959e-02	7.62700062e-01	5.23379639e-03	4.11653502e-02	1.27140820e-01	1.17243651e-02	2.42152209e-01	4.84173372e-02	1.28569400e-02	8.36095971e-02	1.53773495e-01
1.15710515e+01	8.53752756e-01	8.56331745e-01	9.96988330e-01	1.96901500e-01	1.99197526e-01	9.88473621e-01	3.00322939e-02	3.75503028e-02	7.99788328e-01	2.79934820e-04	6.15165080e-01	4.55056422e-04	2.02160933e-02	1.70296918e-01	1.18710858e-01	1.37842138e-02	6.22456801e-02	2.21448521e-01
1.15779969e+01	8.49115533e-01	8.50875005e-01	9.97932162e-01	1.96244817e-01	1.97988479e-01	9.91193112e-01	2.88309262e-02	3.33435412e-02	8.64662995e-01	8.78477078e-04	1.13415538e-01	7.74565011e-03	1.70139819e-02	1.13526942e-01	1.49867349e-01	1.14852718e-02	5.65314582e-02	2.03166027e-01
1.15849424e+01	8.17279774e-01	8.19225818e-01	9.97624533e-01	1.83433556e-01	1.84883572e-01	9.92157141e-01	2.74306440e-02	3.28412675e-02	8.35249247e-01	2.63755728e-03	2.99668571e-02	8.80158126e-02	2.83801409e-02	7.02627002e-02	4.03914748e-01	1.32599639e-02	6.03493618e-02	2.19720035e-01
1.15918878e+01	8.20295232e-01	8.27353729e-01	9.91468586e-01	1.81677169e-01	1.84885960e-01	9.82644489e-01	2.37715018e-02	3.62969218e-02	6.54917845e-01	5.56215571e-03	4.99561814e-02	1.11340690e-01	2.81487370e-02	9.28598441e-02	3.03131426e-01	8.91158848e-03	1.09857362e-01	8.11196290e-02
1.15988332e+01	8.54551850e-01	8.59134907e-01	9.94665498e-01	1.95865863e-01	1.98945682e-01	9.84519300e-01	2.86398677e-02	4.39574854e-02	6.51535624e-01	8.27076694e-03	4.84686148e-02	1.70641702e-01	2.85595737e-02	1.40713849e-01	2.02962067e-01	6.54196214e-03	1.90993535e-01	3.42522700e-02
1.16057786e+01	8.42344997e-01	8.44097121e-01	9.97924262e-01	1.94766753e-01	1.96018637e-01	9.93613446e-01	2.74698326e-02	3.25395602e-02	8.44198028e-01	4.77049423e-03	2.21605470e-02	2.15269696e-01	3.14880469e-02	7.66761501e-02	4.10662858e-01	4.77142453e-03	1.23215006e-01	3.87243786e-02
1.16127240e+01	8.03268789e-01	8.05618616e-01	9.97083202e-01	1.83940172e-01	1.85469262e-01	9.91755566e-01	2.34164266e-02	2.89525934e-02	8.08785115e-01	6.40722797e-03	2.33115400e-02	2.74852196e-01	4.62173659e-02	8.55401423e-02	5.40300316e-01	1.17822719e-02	5.50317273e-02	2.14099620e-01
1.16196694e+01	8.21555385e-01	8.27341215e-01	9.93006719e-01	1.86030677e-01	1.88822437e-01	9.85214896e-01	2.35961377e-02	3.40313818e-02	6.93364080e-01	8.60580091e-03	3.42056908e-02	2.51589742e-01	5.69597092e-02	9.74269583e-02	5.84640126e-01	1.87884368e-02	5.45026703e-02	3.44725070e-01
1.16266148e+01	8.50950640e-01	8.56522010e-01	9.93495357e-01	1.94884052e-01	1.98614741e-01	9.81216451e-01	2.65231881e-02	4.10556342e-02	6.46030407e-01	1.52651255e-02	4.35944403e-02	3.50162209e-01	1.19484370e-02	5.30262499e-01	2.25330605e-02	1.86863454e-02	1.31385451e-01	1.42225378e-01
1.16335602e+01	8.35596366e-01	8.36869147e-01	9.98479116e-01	1.85854035e-01	1.86568420e-01	9.96170920e-01	2.54240719e-02	2.95880798e-02	8.59267383e-01	3.30459417e-03	4.84820286e-02	6.81612191e-02	2.07244553e-02	9.57041954e-02	2.16546988e-01	7.23069953e-03	9.43186175e-02	7.66624843e-02
1.16405056e+01	7.95021602e-01	7.97072951e-01	9.97426397e-01	1.74964862e-01	1.76592017e-01	9.90785795e-01	2.38240360e-02	2.86157792e-02	8.32548915e-01	2.79686262e-03	5.32272361e-02	5.25457045e-02	3.68333657e-02	8.74429234e-02	4.21227519e-01	1.11012408e-02	6.47385588e-02	1.71478034e-01
1.16474510e+01	7.79492315e-01	7.87758374e-01	9.89506859e-01	1.66079234e-01	1.71138323e-01	9.70438598e-01	2.58234639e-02	3.58220068e-02	7.20882671e-01	7.50774386e-03	3.95739190e-02	1.89714440e-01	4.13501511e-02	1.22977674e-01	3.36241122e-01	1.06238198e-02	1.45683649e-01	7.29239000e-02
1.16543964e+01	8.21028224e-01	8.30706299e-01	9.88349582e-01	1.89542451e-01	1.94340753e-01	9.75309850e-01	3.72841371e-02	4.56324606e-02	8.17052961e-01	6.68140030e-03	6.46994767e-02	1.03268228e-01	5.62918560e-02	1.35518105e-01	4.15382551e-01	1.45153651e-02	1.26049678e-01	1.15155907e-01
1.16613419e+01	8.15331036e-01	8.17792213e-01	9.96990461e-01	1.88097456e-01	1.89604601e-01	9.92051111e-01	2.97260750e-02	3.56550055e-02	8.33713936e-01	3.12154255e-03	5.40527861e-02	5.77498918e-02	7.87155555e-03	3.14166030e-01	2.50554000e-02	2.40298533e-03	3.58949235e-01	6.69449908e-03
1.16682873e+01	7.85596417e-01	7.86695781e-01	9.98602556e-01	1.80046078e-01	1.81199255e-01	9.93635861e-01	2.43402256e-02	3.08482756e-02	7.89030348e-01	4.73151823e-03	5.17351540e-02	9.14565409e-02	1.04208350e-02	2.82377031e-01	3.69039753e-02	8.09013691e-03	1.04676885e-01	7.72867566e-02
1.16752327e+01	7.61670807e-01	7.63893590e-01	9.97090194e-01	1.66153415e-01	1.69351668e-01	9.81114723e-01	1.63836016e-02	3.11521707e-02	5.25921668e-01	6.61568134e-03	8.26826053e-02	8.00129763e-02	3.01636732e-02	1.80881378e-01	1.66759417e-01	7.08354117e-03	1.69440028e-01	4.18055949e-02
1.16821781e+01	8.15851349e-01	8.18617251e-01	9.96621251e-01	1.86665448e-01	1.89069301e-01	9.87285863e-01	2.46143430e-02	3.15142228e-02	7.81055052e-01	8.78066276e-03	2.84285579e-02	3.08867681e-01	3.20134036e-02	9.40605907e-02	3.40348741e-01	1.16773500e-02	5.84441423e-02	1.99803600e-01
1.16891235e+01	8.09564460e-01	8.10287884e-01	9.99107202e-01	1.81166570e-01	1.82651611e-01	9.91869540e-01	2.70904569e-02	3.02816075e-02	8.94617530e-01	2.98551115e-03	4.77791018e-02	6.24857110e-02	5.25752649e-03	3.09737746e-01	1.69741227e-02	9.41750305e-03	6.56123950e-02	1.43532378e-01
1.16960689e+01	7.91497340e-01	7.92291829e-01	9.98997227e-01	1.73299769e-01	1.74226917e-01	9.94678504e-01	2.51089117e-02	2.80295438e-02	8.95801653e-01	1.55412355e-03	7.86053884e-02	1.97712089e-02	7.04939218e-03	1.86729739e-01	3.77518451e-02	2.02405117e-03	1.77319599e-01	1.14147065e-02
1.17030143e+01	7.71984907e-01	7.75741330e-01	9.95157634e-01	1.67037348e-01	1.69766474e-01	9.83924236e-01	2.34343565e-02	3.23050818e-02	7.25407744e-01	5.19376779e-03	6.63408705e-02	7.82891111e-02	1.61206535e-02	2.59997258e-01	6.20031671e-02	7.98260090e-03	1.26700428e-01	6.30037408e-02
1.17099597e+01	8.23284776e-01	8.26462380e-01	9.96155174e-01	1.84260086e-01	1.85886203e-01	9.91252088e-01	3.19592842e-02	3.68593636e-02	8.67060117e-01	9.25834070e-03	2.39657141e-02	3.86316079e-01	4.70834747e-02	7.91910537e-02	5.94555476e-01	1.69194519e-02	6.13380910e-02	2.75839232e-01
1.17169051e+01	8.19866966e-01	8.20689645e-01	9.98997576e-01	1.85818455e-01	1.86472384e-01	9.96493160e-01	2.76723607e-02	3.16526715e-02	8.74250398e-01	6.18628511e-03	2.92180031e-02	2.11728539e-01	1.35138580e-02	2.27784118e-01	5.93274815e-02	1.19460861e-02	5.86003109e-02	2.03857043e-01
1.17238505e+01	7.92110124e-01	7.93020110e-01	9.98852505e-01	1.77739813e-01	1.78766576e-01	9.94256404e-01	2.22496600e-02	2.73295172e-02	8.14125617e-01	7.82838385e-03	2.19837797e-02	3.56098175e-01	3.32392480e-03	7.37835013e-01	4.50497027e-03	4.08466789e-03	1.57107123e-01	2.59992533e-02
1.17307959e+01	7.70467654e-01	7.73383146e-01	9.96230210e-01	1.64670045e-01	1.67813458e-01	9.81268412e-01	1.25696547e-02	3.01670351e-02	4.16668546e-01	9.94336783e-03	3.50665169e-02	2.83557328e-01	5.72917360e-03	1.25241526e+00	4.57449999e-03	7.05302015e-03	1.57260104e-01	4.48493927e-02
1.17377414e+01	8.07614234e-01	8.12287405e-01	9.94246900e-01	1.79062081e-01	1.82889749e-01	9.79071174e-01	2.25032548e-02	3.14289904e-02	7.16003108e-01	8.65775392e-03	3.51462087e-02	2.46335359e-01	5.24259786e-02	2.56908823e-01	2.04064531e-01	4.42955984e-03	2.24913128e-01	1.96945366e-02
1.17446868e+01	7.98818537e-01	7.99852396e-01	9.98707437e-01	1.77058779e-01	1.78409521e-01	9.92428979e-01	2.69212326e-02	3.04709386e-02	8.83505198e-01	4.00357631e-03	3.69703051e-02	1.08291676e-01	1.83372485e-02	2.85481553e-01	6.42326914e-02	6.73881353e-03	7.79594075e-02	8.64400300e-02
1.17516322e+01	7.75109332e-01	7.75661121e-01	9.99288621e-01	1.65316401e-01	1.66324063e-01	9.93941574e-01	2.13057089e-02	2.69792864e-02	7.89706168e-01	2.28290915e-03	5.12802311e-02	4.45183085e-02	3.14101887e-02	1.67137838e-01	1.87929849e-01	2.58492135e-03	1.92409040e-01	1.34345110e-02
1.17585776e+01	7.83380350e-01	7.86090872e-01	9.96551896e-01	1.68246739e-01	1.69825815e-01	9.90701793e-01	2.54912786e-02	3.27724348e-02	7.77826815e-01	7.55967155e-04	1.72149729e-01	4.39133514e-03	3.88225289e-02	9.17383468e-02	4.23187579e-01	6.84165971e-03	8.65349056e-02	7.90624276e-02
1.17655230e+01	8.17680777e-01	8.19807054e-01	9.97406369e-01	1.80484005e-01	1.82203482e-01	9.90562874e-01	2.96800169e-02	3.81179797e-02	7.78635624e-01	6.38762105e-03	2.60388847e-02	2.45310855e-01	2.16940994e-02	1.26146160e-01	1.71975901e-01	4.51956251e-03	2.01415599e-01	2.24389894e-02
1.17724684e+01	8.08554272e-01	8.08973261e-01	9.99482073e-01	1.82544024e-01	1.83091171e-01	9.97011615e-01	2.83681540e-02	3.27087518e-02	8.67295522e-01	4.04997106e-03	1.46307379e-02	2.76812495e-01	2.50961442e-02	4.66395121e-02	5.38087623e-01	2.32698225e-03	1.47779729e-01	1.57462884e-02
1.17794138e+01	7.77531141e-01	7.78394356e-01	9.98891031e-01	1.70347799e-01	1.71450122e-01	9.93570592e-01	2.05744461e-02	2.93496059e-02	7.01012688e-01	2.32919182e-03	3.63022867e-02	6.41610222e-02	1.91080270e-02	8.21558724e-02	2.32582608e-01	6.96503282e-04	8.75829254e-01	7.95250078e-04
1.17863592e+01	7.88877365e-01	7.91262672e-01	9.96985442e-01	1.72357750e-01	1.74463512e-01	9.87930071e-01	2.15496733e-02	2.97779319e-02	7.23679313e-01	8.21845560e-04	1.38821498e-01	5.92016059e-03	2.13217326e-02	9.33201783e-02	2.28479338e-01	2.70761911e-03	1.54300848e-01	1.75476619e-02
1.17933046e+01	8.11806031e-01	8.13823087e-01	9.97521505e-01	1.80148621e-01	1.82330331e-01	9.88034301e-01	2.48407935e-02	3.08979056e-02	8.03963668e-01	4.07660365e-03	4.61260284e-02	8.83796804e-02	1.51125125e-02	2.23413790e-01	6.76435975e-02	3.71222963e-03	1.87510620e-01	1.97974367e-02
1.18002500e+01	8.02339531e-01	8.02834664e-01	9.99383270e-01	1.73958515e-01	1.74513483e-01	9.96819915e-01	2.46081091e-02	2.69694475e-02	9.12443946e-01	3.28857866e-03	1.83663354e-02	1.79054700e-01	1.53632690e-02	7.32008124e-02	2.09878394e-01	1.32506683e-03	2.52220633e-01	5.25360203e-03
1.18071954e+01	7.77469373e-01	7.78867506e-01	9.98204915e-01	1.65299535e-01	1.66264004e-01	9.94199170e-01	2.13067389e-02	2.66078658e-02	8.00768429e-01	1.11233298e-03	8.38734122e-02	1.32620452e-02	5.31686943e-03	2.10556215e-01	2.52515435e-02	1.55608856e-03	3.61522260e-01	4.30426762e-03
1.18141409e+01	7.84668740e-01	7.87560368e-01	9.96328372e-01	1.66930442e-01	1.68221076e-01	9.92327750e-01	2.17815557e-02	2.88484880e-02	7.55032834e-01	1.52916967e-03	7.95449662e-02	1.92239653e-02	2.03334488e-02	8.37684323e-02	2.42734026e-01	7.18349673e-03	1.03528667e-01	6.93865470e-02
1.18210863e+01	8.17657919e-01	8.19594580e-01	9.97637050e-01	1.76165240e-01	1.77500818e-01	9.92475649e-01	2.69570638e-02	3.23989543e-02	8.32034995e-01	4.13127330e-03	4.97659805e-02	8.30140039e-02	3.70470806e-02	1.13902553e-01	3.25252415e-01	1.14876871e-02	1.13916459e-01	1.00843085e-01
1.18280317e+01	7.95861034e-01	7.96303581e-01	9.99444248e-01	1.72264394e-01	1.72679212e-01	9.97597754e-01	2.60634146e-02	2.85450001e-02	9.13064093e-01	1.30901445e-03	5.72161788e-02	2.28783970e-02	2.63727565e-02	7.47341236e-02	3.52887748e-01	5.99701637e-03	8.11925731e-02	7.38616371e-02
1.18349771e+01	7.73875570e-01	7.75117738e-01	9.98397445e-01	1.64809094e-01	1.65917693e-01	9.93318383e-01	2.01474029e-02	2.63994018e-02	7.63176491e-01	1.62686820e-03	7.43934860e-02	2.18684227e-02	1.98757141e-02	1.23538396e-01	1.60886936e-01	2.80012621e-03	3.00631033e-01	9.31416221e-03
1.18419225e+01	7.78518189e-01	7.84266093e-01	9.92670977e-01	1.69852324e-01	1.73861155e-01	9.76942346e-01	2.06089556e-02	3.32614136e-02	6.19605525e-01	6.85977201e-03	5.08315376e-02	1.34951102e-01	2.98462976e-02	9.96531970e-02	2.99501657e-01	1.03922453e-02	9.46448841e-02	1.09802504e-01
1.18488679e+01	8.12491192e-01	8.15253244e-01	9.96612033e-01	1.79167865e-01	1.81764278e-01	9.85715491e-01	2.36944769e-02	3.46969617e-02	6.82897746e-01	8.16163474e-03	3.23303732e-02	2.52444805e-01	1.76480867e-02	1.45000847e-01	1.21710232e-01	1.13707470e-02	8.16847990e-02	1.39202729e-01
1.18558133e+01	7.87407887e-01	7.88088941e-01	9.99135816e-01	1.66998012e-01	1.67795014e-01	9.95250141e-01	2.39883300e-02	2.85170755e-02	8.41191799e-01	5.26077999e-03	2.34521241e-02	2.24319979e-01	4.59529864e-03	3.46879146e-01	1.32475494e-02	5.63286144e-03	8.64509302e-02	6.51567476e-02
1.18627587e+01	7.66586564e-01	7.67649531e-01	9.98615297e-01	1.60279534e-01	1.61409830e-01	9.92997357e-01	2.06518285e-02	2.81973534e-02	7.32403081e-01	4.84143028e-03	3.28463000e-02	1.47396519e-01	2.31140507e-02	1.07321248e-01	2.15372548e-01	1.63108651e-03	3.97718866e-01	4.10110419e-03
1.18697041e+01	7.59686602e-01	7.64483729e-01	9.93725010e-01	1.55119840e-01	1.58377830e-01	9.79429004e-01	2.19326591e-02	4.32728081e-02	5.06846217e-01	4.30826457e-03	5.97905384e-02	7.20559588e-02	2.83943209e-02	1.74358987e-01	1.62849770e-01	2.31615472e-02	1.04777508e-01	2.21054572e-01
1.18766495e+01	7.97772262e-01	7.99195001e-01	9.98219784e-01	1.70734954e-01	1.71956518e-01	9.92896085e-01	2.26130063e-02	2.75507522e-02	8.20776368e-01	1.27993253e-03	6.70389835e-02	1.90923618e-02	5.74399605e-03	2.81355166e-01	2.04154633e-02	1.48576732e-02	8.42486693e-02	1.76354990e-01
1.18835949e+01	7.84100588e-01	7.84559650e-01	9.99414879e-01	1.69918404e-01	1.70551060e-01	9.96290521e-01	2.30557419e-02	2.63763872e-02	8.74105379e-01	2.05041451e-03	3.32698772e-02	6.16297589e-02	1.03080411e-02	1.03682754e-01	9.94190514e-02	1.01849383e-02	7.67097097e-02	1.32772479e-01
1.18905404e+01	7.74879923e-01	7.76454123e-01	9.97972579e-01	1.68555224e-01	1.69607254e-01	9.93797255e-01	2.19193109e-02	2.66336371e-02	8.22993525e-01	1.07829915e-03	7.91374556e-02	1.36256484e-02	1.17580052e-02	8.47881058e-02	1.38675173e-01	7.93203173e-03	6.03432908e-02	1.31448445e-01
1.18974858e+01	7.82889512e-01	7.86623117e-01	9.95253629e-01	1.63966221e-01	1.67206470e-01	9.80621272e-01	2.57809420e-02	3.59414745e-02	7.17303403e-01	5.34476859e-03	4.31284336e-02	1.23926796e-01	1.28636362e-02	2.86310207e-01	4.49290171e-02	1.60175759e-02	9.66294566e-02	1.65762868e-01
1.19044312e+01	8.10723480e-01	8.11387309e-01	9.99181858e-01	1.74646524e-01	1.76065571e-01	9.91940235e-01	2.65311731e-02	2.97493224e-02	8.91824449e-01	9.16276420e-03	1.81364572e-02	5.05212463e-01	5.52817700e-03	2.96951377e-01	1.86164383e-02	1.68270335e-02	4.87555420e-02	3.45130683e-01
1.19113766e+01	7.80977847e-01	7.82317896e-01	9.98287078e-01	1.63786086e-01	1.64951882e-01	9.92932513e-01	2.35135376e-02	2.76735382e-02	8.49675866e-01	4.14512177e-03	3.85859304e-02	1.07425731e-01	1.05576186e-02	1.18746390e-01	8.89089651e-02	1.27923279e-02	4.04732246e-02	3.16068908e-01
1.19183220e+01	7.67164980e-01	7.68343519e-01	9.98466130e-01	1.60407875e-01	1.61483190e-01	9.93341012e-01	2.07823229e-02	2.65018724e-02	7.84183191e-01	6.21881977e-03	2.17648641e-02	2.85727480e-01	1.58237838e-02	7.11670138e-02	2.22347165e-01	6.82510846e-03	5.35163254e-02	1.27533204e-01
1.19252674e+01	7.77725185e-01	7.81424394e-01	9.95266068e-01	1.63080600e-01	1.66657324e-01	9.78538453e-01	2.12070216e-02	4.02219270e-02	5.27250264e-01	3.85209132e-03	9.89161294e-02	3.89430049e-02	1.55933495e-02	1.73966361e-01	8.96342800e-02	8.18675031e-03	1.24470678e-01	6.57725211e-02
1.19322128e+01	7.89331477e-01	7.89951168e-01	9.99215533e-01	1.69370046e-01	1.70000475e-01	9.96291608e-01	2.38942993e-02	2.76587033e-02	8.63898029e-01	2.18704521e-03	4.66419495e-02	4.68900900e-02	1.17376232e-02	7.83123915e-02	1.49882068e-01	2.73646937e-03	1.14742822e-01	2.38487195e-02
1.19391582e+01	7.79185994e-01	7.80087125e-01	9.98844832e-01	1.65464093e-01	1.66160151e-01	9.95810920e-01	1.99667835e-02	2.45813279e-02	8.12274406e-01	3.69029483e-03	3.66603368e-02	1.00661782e-01	1.19154313e-02	1.05915089e-01	1.12499847e-01	8.67792119e-03	5.11076686e-02	1.69796851e-01
1.19461036e+01	7.77532925e-01	7.79057664e-01	9.98042842e-01	1.64387781e-01	1.65353054e-01	9.94162351e-01	1.94404742e-02	2.55132043e-02	7.61976973e-01	2.05896819e-04	4.02907392e-01	5.11027653e-04	2.21800523e-02	7.40948670e-02	2.99346678e-01	9.13531749e-03	4.99254317e-02	1.82979239e-01
1.19530490e+01	8.00357430e-01	8.04348423e-01	9.95038229e-01	1.70755708e-01	1.74125973e-01	9.80644673e-01	2.49815835e-02	3.76569344e-02	6.63399290e-01	3.58419398e-03	7.80418491e-02	4.59265640e-02	1.26209017e-02	4.23986531e-01	2.97672233e-02	1.03954777e-02	1.48667593e-01	6.99243020e-02
1.19599944e+01	7.97402848e-01	7.98208772e-01	9.98990334e-01	1.68348500e-01	1.69531001e-01	9.93024867e-01	2.61910942e-02	2.90221284e-02	9.02452564e-01	6.48372613e-03	2.33121174e-02	2.78126865e-01	1.73309840e-02	7.88350558e-02	2.19838546e-01	5.95936023e-03	6.75714148e-02	8.81935098e-02
1.19669399e+01	7.71113083e-01	7.72338175e-01	9.98413788e-01	1.60765288e-01	1.61781783e-01	9.93716875e-01	2.25104761e-02	2.79021904e-02	8.06763763e-01	5.96312607e-03	3.12873126e-02	1.90592466e-01	1.98458834e-02	8.53891586e-02	2.32416899e-01	6.51918658e-04	8.09231910e-01	8.05601768e-04
1.19738853e+01	7.46375963e-01	7.49564215e-01	9.95746527e-01	1.49655723e-01	1.51687411e-01	9.86606088e-01	1.67162669e-02	2.39924620e-02	6.96729952e-01	1.09486590e-02	3.79503018e-02	2.88499919e-01	3.65545870e-02	8.80637776e-02	4.15092198e-01	1.43465049e-02	6.25760475e-02	2.29265118e-01
1.19808307e+01	7.73296469e-01	7.82974555e-01	9.87639335e-01	1.58913658e-01	1.64235993e-01	9.67593371e-01	2.01659937e-02	3.50763185e-02	5.74917624e-01	1.67537688e-02	6.22038366e-02	2.69336584e-01	2.84106164e-02	2.33244184e-01	1.21806323e-01	1.84477017e-02	1.33284917e-01	1.38408022e-01
