Frequency_Hz	H1_abs_acc1	H2_abs_acc1	Coh_acc1	H1_abs_acc2	H2_abs_acc2	Coh_acc2	H1_abs_acc3	H2_abs_acc3	Coh_acc3	H1_abs_acc4	H2_abs_acc4	Coh_acc4	H1_abs_acc5	H2_abs_acc5	Coh_acc5	H1_abs_acc6	H2_abs_acc6	Coh_acc6
4.02833727e+00	3.35175440e-01	3.35261337e-01	9.99743791e-01	4.37410945e-01	4.37606569e-01	9.99552968e-01	8.16752706e-02	8.17969028e-02	9.98512997e-01	3.14058618e-01	3.14153981e-01	9.99696445e-01	1.06272762e-01	1.06650504e-01	9.96458133e-01	1.14843258e-01	1.14954862e-01	9.99029154e-01
4.03528268e+00	3.42200531e-01	3.42258620e-01	9.99830275e-01	4.51318921e-01	4.51455295e-01	9.99697923e-01	8.55963558e-02	8.56617178e-02	9.99236975e-01	3.22263625e-01	3.22338771e-01	9.99766872e-01	1.07997663e-01	1.08677359e-01	9.93745742e-01	1.17974723e-01	1.18063241e-01	9.99250249e-01
4.04222809e+00	3.44870542e-01	3.44887400e-01	9.99951119e-01	4.57175519e-01	4.57217405e-01	9.99908389e-01	8.79034667e-02	8.79287972e-02	9.99711920e-01	3.26141087e-01	3.26168236e-01	9.99916763e-01	1.09583912e-01	1.09963328e-01	9.96549614e-01	1.18068903e-01	1.18139520e-01	9.99402257e-01
4.04917350e+00	3.48571833e-01	3.48622196e-01	9.99855539e-01	4.64678008e-01	4.64828895e-01	9.99675393e-01	9.03530478e-02	9.04212958e-02	9.99245222e-01	3.30879153e-01	3.30945892e-01	9.99798339e-01	1.14373422e-01	1.14841308e-01	9.95925798e-01	1.19460972e-01	1.19548955e-01	9.99264047e-01
4.05611891e+00	3.55553262e-01	3.55616688e-01	9.99821643e-01	4.78906050e-01	4.79092508e-01	9.99610811e-01	9.46905936e-02	9.47833314e-02	9.99021581e-01	3.39319566e-01	3.39415652e-01	9.99716908e-01	1.13829762e-01	1.14192636e-01	9.96822266e-01	1.21132358e-01	1.21235355e-01	9.99150432e-01
4.06306431e+00	3.61342770e-01	3.61359996e-01	9.99952331e-01	4.89750716e-01	4.89790451e-01	9.99918875e-01	9.84652117e-02	9.85067892e-02	9.99577923e-01	3.46251532e-01	3.46280896e-01	9.99915201e-01	1.11429040e-01	1.11661649e-01	9.97916841e-01	1.24253746e-01	1.24389627e-01	9.98907614e-01
4.07000972e+00	3.63972492e-01	3.63999405e-01	9.99926065e-01	4.95983852e-01	4.96051894e-01	9.99862834e-01	1.00394804e-01	1.00448428e-01	9.99466152e-01	3.50247191e-01	3.50287024e-01	9.99886284e-01	1.13025866e-01	1.13353414e-01	9.97110383e-01	1.26874126e-01	1.26948504e-01	9.99414106e-01
4.07695513e+00	3.69468637e-01	3.69536630e-01	9.99816006e-01	5.07586476e-01	5.07753192e-01	9.99671660e-01	1.04343762e-01	1.04454094e-01	9.98943729e-01	3.57162736e-01	3.57254108e-01	9.99744240e-01	1.20920627e-01	1.21438003e-01	9.95739587e-01	1.26355950e-01	1.26467114e-01	9.99121010e-01
4.08390054e+00	3.77481333e-01	3.77542173e-01	9.99838852e-01	5.22359676e-01	5.22501727e-01	9.99728132e-01	1.09235599e-01	1.09316034e-01	9.99264199e-01	3.65660133e-01	3.65728913e-01	9.99811936e-01	1.24440634e-01	1.24758119e-01	9.97455192e-01	1.26872303e-01	1.27233626e-01	9.97160160e-01
4.09084595e+00	3.81841381e-01	3.81854363e-01	9.99966002e-01	5.31519062e-01	5.31556923e-01	9.99928772e-01	1.12248722e-01	1.12284981e-01	9.99677080e-01	3.71587446e-01	3.71611036e-01	9.99936518e-01	1.20377181e-01	1.20644122e-01	9.97787365e-01	1.35501169e-01	1.35974123e-01	9.96521734e-01
4.09779136e+00	3.85528002e-01	3.85601932e-01	9.99808273e-01	5.40141664e-01	5.40325657e-01	9.99659479e-01	1.15604537e-01	1.15728014e-01	9.98933041e-01	3.76540941e-01	3.76619133e-01	9.99792385e-01	1.22595033e-01	1.23062060e-01	9.96204945e-01	1.32751874e-01	1.33371241e-01	9.95356067e-01
4.10473677e+00	3.93859069e-01	3.93958638e-01	9.99747259e-01	5.56904927e-01	5.57149130e-01	9.99561693e-01	1.21681793e-01	1.21815279e-01	9.98904192e-01	3.86046569e-01	3.86163715e-01	9.99696641e-01	1.28484535e-01	1.28907183e-01	9.96721302e-01	1.29594734e-01	1.30780533e-01	9.90932902e-01
4.11168218e+00	3.99573911e-01	3.99612493e-01	9.99903451e-01	5.67524509e-01	5.67604728e-01	9.99858672e-01	1.24460253e-01	1.24531589e-01	9.99427167e-01	3.93665257e-01	3.93703575e-01	9.99902672e-01	1.26072141e-01	1.26839259e-01	9.93952048e-01	1.43338289e-01	1.46069801e-01	9.81299954e-01
4.11862759e+00	4.05529211e-01	4.05612582e-01	9.99794456e-01	5.79672413e-01	5.79939751e-01	9.99539024e-01	1.29336307e-01	1.29624954e-01	9.97773216e-01	4.00253233e-01	4.00337589e-01	9.99789288e-01	1.29562989e-01	1.30325205e-01	9.94151426e-01	1.38268975e-01	1.41745072e-01	9.75476421e-01
4.12557300e+00	4.13490368e-01	4.13539720e-01	9.99880658e-01	5.96103038e-01	5.96264056e-01	9.99729956e-01	1.35862740e-01	1.36014812e-01	9.98881942e-01	4.09325262e-01	4.09406003e-01	9.99802784e-01	1.30769047e-01	1.31763575e-01	9.92452175e-01	1.33268463e-01	1.36729679e-01	9.74685704e-01
4.13251841e+00	4.19692342e-01	4.19752643e-01	9.99856343e-01	6.08644370e-01	6.08811663e-01	9.99725214e-01	1.38444900e-01	1.38599647e-01	9.98883496e-01	4.18626703e-01	4.18718496e-01	9.99780777e-01	1.31769112e-01	1.32874159e-01	9.91683508e-01	1.54756896e-01	1.58191753e-01	9.78286753e-01
4.13946381e+00	4.28246084e-01	4.28320278e-01	9.99826779e-01	6.25581608e-01	6.25781392e-01	9.99680744e-01	1.45386867e-01	1.45604777e-01	9.98503415e-01	4.27901832e-01	4.27976939e-01	9.99824508e-01	1.40075002e-01	1.41617811e-01	9.89105833e-01	1.42503223e-01	1.45973653e-01	9.76225640e-01
4.14640922e+00	4.36045178e-01	4.36095557e-01	9.99884475e-01	6.41823543e-01	6.41964274e-01	9.99780781e-01	1.51373979e-01	1.51441162e-01	9.99556373e-01	4.37558397e-01	4.37653897e-01	9.99781792e-01	1.42035799e-01	1.44490057e-01	9.83014347e-01	1.42889044e-01	1.44971710e-01	9.85633980e-01
4.15335463e+00	4.43960152e-01	4.44028939e-01	9.99845084e-01	6.58467785e-01	6.58635760e-01	9.99744965e-01	1.56320710e-01	1.56408938e-01	9.99435913e-01	4.48971138e-01	4.49072214e-01	9.99774922e-01	1.31696566e-01	1.38772404e-01	9.49011202e-01	1.59554564e-01	1.60861151e-01	9.91877546e-01
4.16030004e+00	4.52740150e-01	4.52809506e-01	9.99846833e-01	6.76597988e-01	6.76786517e-01	9.99721434e-01	1.62843763e-01	1.62980838e-01	9.99158954e-01	4.59510835e-01	4.59594543e-01	9.99817865e-01	1.46052091e-01	1.51764732e-01	9.62358570e-01	1.56129855e-01	1.56989224e-01	9.94525932e-01
4.16724545e+00	4.61813456e-01	4.61888395e-01	9.99837755e-01	6.96085355e-01	6.96313822e-01	9.99671891e-01	1.69710041e-01	1.69829060e-01	9.99299186e-01	4.70865966e-01	4.70993289e-01	9.99729673e-01	1.54238922e-01	1.54833911e-01	9.96157246e-01	1.53379641e-01	1.54226447e-01	9.94509331e-01
4.17419086e+00	4.71349864e-01	4.71418450e-01	9.99854510e-01	7.15677405e-01	7.15850682e-01	9.99757943e-01	1.75662537e-01	1.75741001e-01	9.99553527e-01	4.83720798e-01	4.83829927e-01	9.99774448e-01	1.53175155e-01	1.53507390e-01	9.97835705e-01	1.66123938e-01	1.66883345e-01	9.95449472e-01
4.18113627e+00	4.79936668e-01	4.79996316e-01	9.99875732e-01	7.33620870e-01	7.33831155e-01	9.99713442e-01	1.82266054e-01	1.82390085e-01	9.99319969e-01	4.95173078e-01	4.95271783e-01	9.99800705e-01	1.48620983e-01	1.49464692e-01	9.94355131e-01	1.68744276e-01	1.69094499e-01	9.97928837e-01
4.18808168e+00	4.89561030e-01	4.89651009e-01	9.99816239e-01	7.56140214e-01	7.56431820e-01	9.99614497e-01	1.90136972e-01	1.90262934e-01	9.99337956e-01	5.08047518e-01	5.08196876e-01	9.99706102e-01	1.61235326e-01	1.62780483e-01	9.90507729e-01	1.65236239e-01	1.65677520e-01	9.97336508e-01
4.19502709e+00	5.00258962e-01	5.00362252e-01	9.99793570e-01	7.79052708e-01	7.79300032e-01	9.99682633e-01	1.97792359e-01	1.97912969e-01	9.99390593e-01	5.22456534e-01	5.22619987e-01	9.99687244e-01	1.64301350e-01	1.64790057e-01	9.97034365e-01	1.74270586e-01	1.74764410e-01	9.97174344e-01
4.20197250e+00	5.11511701e-01	5.11598790e-01	9.99829771e-01	8.02960022e-01	8.03195550e-01	9.99706762e-01	2.06169997e-01	2.06284017e-01	9.99447271e-01	5.37804335e-01	5.37936354e-01	9.99754583e-01	1.64716155e-01	1.64993374e-01	9.98319818e-01	1.81808166e-01	1.82003748e-01	9.98925392e-01
4.20891791e+00	5.20526398e-01	5.20597438e-01	9.99863542e-01	8.23274791e-01	8.23481551e-01	9.99748920e-01	2.13890554e-01	2.14008484e-01	9.99448945e-01	5.49844752e-01	5.49956363e-01	9.99797055e-01	1.71209560e-01	1.71511100e-01	9.98241866e-01	1.79712130e-01	1.80102917e-01	9.97830204e-01
4.21586331e+00	5.32409608e-01	5.32593038e-01	9.99655591e-01	8.49732746e-01	8.50206495e-01	9.99442784e-01	2.23477760e-01	2.23671553e-01	9.99133580e-01	5.66152324e-01	5.66449353e-01	9.99475629e-01	1.74105716e-01	1.74370245e-01	9.98482942e-01	1.85162357e-01	1.85778294e-01	9.96684562e-01
4.22280872e+00	5.47376097e-01	5.47508614e-01	9.99757964e-01	8.81636170e-01	8.81989047e-01	9.99599907e-01	2.33650558e-01	2.33799105e-01	9.99364637e-01	5.86288281e-01	5.86491169e-01	9.99654066e-01	1.80101734e-01	1.80541072e-01	9.97566547e-01	1.95734555e-01	1.96187779e-01	9.97689848e-01
4.22975413e+00	5.56372547e-01	5.56427356e-01	9.99901499e-01	9.03268584e-01	9.03449640e-01	9.99799595e-01	2.42043927e-01	2.42172435e-01	9.99469353e-01	5.99022221e-01	5.99121537e-01	9.99834230e-01	1.88213196e-01	1.88472400e-01	9.98624712e-01	1.93676327e-01	1.94017461e-01	9.98241736e-01
4.23669954e+00	5.67739395e-01	5.67962163e-01	9.99607778e-01	9.29253557e-01	9.29851198e-01	9.99357272e-01	2.52093973e-01	2.52348848e-01	9.98989988e-01	6.15122052e-01	6.15494106e-01	9.99395520e-01	1.86699107e-01	1.87077735e-01	9.97976090e-01	1.95683963e-01	1.96623005e-01	9.95224150e-01
4.24364495e+00	5.88266668e-01	5.88565765e-01	9.99491820e-01	9.72046141e-01	9.72744154e-01	9.99282429e-01	2.66069194e-01	2.66336734e-01	9.98995480e-01	6.42057595e-01	6.42509445e-01	9.99296743e-01	1.90736847e-01	1.91263026e-01	9.97248922e-01	2.13077847e-01	2.13988584e-01	9.95743992e-01
4.25059036e+00	6.02260868e-01	6.02329087e-01	9.99886741e-01	1.00191670e+00	1.00210940e+00	9.99807711e-01	2.76980239e-01	2.77083938e-01	9.99625746e-01	6.60409640e-01	6.60515470e-01	9.99839776e-01	2.01988051e-01	2.02461462e-01	9.97661725e-01	2.16002457e-01	2.16477623e-01	9.97805015e-01
4.25753577e+00	6.12200062e-01	6.12394065e-01	9.99683205e-01	1.02597446e+00	1.02648183e+00	9.99505723e-01	2.86805706e-01	2.87045962e-01	9.99163004e-01	6.74532612e-01	6.74810244e-01	9.99588578e-01	2.07928944e-01	2.08432648e-01	9.97583372e-01	2.10412179e-01	2.10950681e-01	9.97447261e-01
4.26448118e+00	6.33830882e-01	6.34317938e-01	9.99232158e-01	1.07147875e+00	1.07272118e+00	9.98841792e-01	3.02608060e-01	3.03077419e-01	9.98451356e-01	7.02537983e-01	7.03273818e-01	9.98953701e-01	2.11146026e-01	2.11434048e-01	9.98637771e-01	2.24213904e-01	2.25193026e-01	9.95652076e-01
4.27142659e+00	6.58064782e-01	6.58323656e-01	9.99606766e-01	1.12344279e+00	1.12407281e+00	9.99439520e-01	3.20391163e-01	3.20660205e-01	9.99160973e-01	7.34989376e-01	7.35406179e-01	9.99433235e-01	2.17986690e-01	2.18351784e-01	9.98327952e-01	2.39195520e-01	2.39753687e-01	9.97671915e-01
4.27837200e+00	6.69214603e-01	6.69379993e-01	9.99752921e-01	1.15048343e+00	1.15092675e+00	9.99614812e-01	3.31797204e-01	3.31983748e-01	9.99438093e-01	7.51236291e-01	7.51490539e-01	9.99661675e-01	2.26774439e-01	2.27139923e-01	9.98390929e-01	2.35735644e-01	2.36271087e-01	9.97733776e-01
4.28531741e+00	6.90012350e-01	6.90618749e-01	9.99121949e-01	1.19633710e+00	1.19777802e+00	9.98797007e-01	3.48083655e-01	3.48612545e-01	9.98482872e-01	7.79172879e-01	7.80078186e-01	9.98839467e-01	2.35144380e-01	2.35966668e-01	9.96515236e-01	2.41504019e-01	2.42774578e-01	9.94766504e-01
4.29226281e+00	7.23452126e-01	7.24002430e-01	9.99239914e-01	1.26747731e+00	1.26878255e+00	9.98971268e-01	3.72095860e-01	3.72603852e-01	9.98636642e-01	8.23666146e-01	8.24502747e-01	9.98985327e-01	2.46215457e-01	2.46785433e-01	9.97690400e-01	2.65132124e-01	2.66400033e-01	9.95240585e-01
4.29920822e+00	7.45352820e-01	7.45500178e-01	9.99802336e-01	1.31646709e+00	1.31684254e+00	9.99714882e-01	3.89563592e-01	3.89742269e-01	9.99541551e-01	8.54426223e-01	8.54657109e-01	9.99729850e-01	2.49747439e-01	2.50195919e-01	9.98207485e-01	2.70564732e-01	2.70975817e-01	9.98482945e-01
4.30615363e+00	7.62914285e-01	7.63392182e-01	9.99373982e-01	1.35815511e+00	1.35938838e+00	9.99092775e-01	4.06061047e-01	4.06558891e-01	9.98775468e-01	8.79794680e-01	8.80548847e-01	9.99143527e-01	2.57848534e-01	2.58891176e-01	9.95972663e-01	2.69790216e-01	2.70756254e-01	9.96432074e-01
4.31309904e+00	7.99139610e-01	8.00143356e-01	9.98745543e-01	1.43643538e+00	1.43878233e+00	9.98368795e-01	4.33515492e-01	4.34393752e-01	9.97978194e-01	9.29122987e-01	9.30600077e-01	9.98412756e-01	2.78624827e-01	2.79286697e-01	9.97630143e-01	2.90370894e-01	2.91884450e-01	9.94814540e-01
4.32004445e+00	8.39463567e-01	8.39941924e-01	9.99430488e-01	1.52382645e+00	1.52511359e+00	9.99156034e-01	4.64571061e-01	4.65105230e-01	9.98851508e-01	9.83672109e-01	9.84443214e-01	9.99216710e-01	2.91135070e-01	2.91518924e-01	9.98683262e-01	3.09698746e-01	3.10485247e-01	9.97466864e-01
4.32698986e+00	8.63409423e-01	8.63727490e-01	9.99631751e-01	1.58090837e+00	1.58180076e+00	9.99435840e-01	4.87024607e-01	4.87410916e-01	9.99207426e-01	1.01861495e+00	1.01913531e+00	9.99489410e-01	2.99715322e-01	2.99902576e-01	9.99375618e-01	3.11023597e-01	3.11705932e-01	9.97810964e-01
4.33393527e+00	8.98442271e-01	8.99815658e-01	9.98473702e-01	1.66098140e+00	1.66439737e+00	9.97947623e-01	5.15815441e-01	5.17067077e-01	9.97579355e-01	1.06840991e+00	1.07046639e+00	9.98078897e-01	3.06679130e-01	3.07344570e-01	9.97834872e-01	3.26948869e-01	3.28885274e-01	9.94112219e-01
4.34088068e+00	9.57989562e-01	9.59553623e-01	9.98370012e-01	1.78982435e+00	1.79351621e+00	9.97941552e-01	5.60482993e-01	5.61880215e-01	9.97513310e-01	1.14870462e+00	1.15102507e+00	9.97984019e-01	3.33854786e-01	3.34975193e-01	9.96655255e-01	3.59761642e-01	3.61768900e-01	9.94451546e-01
4.34782609e+00	9.96303992e-01	9.96717553e-01	9.99585076e-01	1.87784469e+00	1.87896430e+00	9.99404137e-01	5.94087809e-01	5.94586777e-01	9.99160815e-01	1.20360160e+00	1.20432855e+00	9.99396391e-01	3.50890340e-01	3.51475060e-01	9.98336383e-01	3.64805033e-01	3.65602183e-01	9.97819623e-01
4.35477150e+00	1.03533853e+00	1.03698135e+00	9.98415766e-01	1.96770259e+00	1.97182088e+00	9.97911427e-01	6.28190147e-01	6.29713180e-01	9.97581386e-01	1.25903332e+00	1.26154214e+00	9.98011303e-01	3.63849251e-01	3.64420646e-01	9.98432047e-01	3.75442747e-01	3.77931167e-01	9.93415679e-01
4.36171691e+00	1.11176702e+00	1.11431551e+00	9.97712950e-01	2.13702656e+00	2.14326712e+00	9.97088297e-01	6.87073762e-01	6.89432583e-01	9.96578605e-01	1.36493001e+00	1.36881822e+00	9.97159440e-01	3.90723190e-01	3.91809327e-01	9.97227893e-01	4.21828973e-01	4.25118994e-01	9.92260941e-01
4.36866231e+00	1.18690453e+00	1.18803651e+00	9.99047189e-01	2.30429817e+00	2.30719887e+00	9.98742759e-01	7.47916490e-01	7.49165071e-01	9.98333371e-01	1.46915268e+00	1.47087025e+00	9.98832271e-01	4.23610648e-01	4.24368239e-01	9.98214779e-01	4.50825633e-01	4.51675112e-01	9.98119271e-01
4.37560772e+00	1.23759391e+00	1.23899750e+00	9.98867154e-01	2.42412126e+00	2.42773044e+00	9.98513353e-01	7.93547818e-01	7.94947018e-01	9.98239883e-01	1.54322343e+00	1.54547643e+00	9.98542201e-01	4.41693052e-01	4.42728815e-01	9.97660502e-01	4.55053698e-01	4.56567386e-01	9.96684634e-01
4.38255313e+00	1.32349792e+00	1.32817468e+00	9.96478809e-01	2.61916133e+00	2.63051657e+00	9.95683268e-01	8.63186286e-01	8.67425117e-01	9.95113317e-01	1.66595285e+00	1.67301666e+00	9.95777801e-01	4.67481614e-01	4.69018610e-01	9.96722952e-01	5.00124231e-01	5.04853979e-01	9.90631453e-01
4.38949854e+00	1.45669613e+00	1.46047468e+00	9.97412791e-01	2.91652821e+00	2.92580942e+00	9.96827815e-01	9.70068409e-01	9.73810819e-01	9.96156944e-01	1.85086696e+00	1.85656178e+00	9.96932600e-01	5.22860083e-01	5.25139470e-01	9.95659464e-01	5.68063326e-01	5.70706168e-01	9.95369172e-01
4.39644395e+00	1.55537591e+00	1.55726840e+00	9.98784742e-01	3.14501998e+00	3.14997712e+00	9.98426293e-01	1.05616493e+00	1.05822691e+00	9.98051477e-01	1.99315185e+00	1.99619330e+00	9.98476377e-01	5.69059025e-01	5.69799872e-01	9.98699812e-01	5.90384858e-01	5.91284203e-01	9.98478996e-01
4.40338936e+00	1.66347451e+00	1.66960357e+00	9.96329031e-01	3.39676903e+00	3.41172961e+00	9.95614958e-01	1.14900618e+00	1.15465144e+00	9.95110855e-01	2.15059406e+00	2.15992753e+00	9.95678806e-01	6.10428622e-01	6.14218474e-01	9.93829798e-01	6.28593261e-01	6.34142585e-01	9.91249091e-01
4.41033477e+00	1.87385560e+00	1.88888040e+00	9.92045659e-01	3.87133475e+00	3.90732528e+00	9.90788960e-01	1.31914078e+00	1.33260569e+00	9.89895809e-01	2.44704772e+00	2.46929262e+00	9.90991388e-01	6.95168616e-01	7.02090676e-01	9.90140790e-01	7.40626422e-01	7.51742015e-01	9.85213555e-01
4.41728018e+00	2.10805892e+00	2.11407430e+00	9.97154602e-01	4.40828342e+00	4.42324620e+00	9.96617241e-01	1.51499970e+00	1.52091258e+00	9.96112283e-01	2.78010717e+00	2.78933062e+00	9.96693309e-01	7.81574552e-01	7.85307846e-01	9.95246075e-01	8.33713727e-01	8.36645294e-01	9.96496046e-01
4.42422559e+00	2.29258232e+00	2.30821821e+00	9.93225993e-01	4.83801294e+00	4.87616770e+00	9.92175257e-01	1.67511232e+00	1.68960747e+00	9.91420997e-01	3.04774532e+00	3.07164000e+00	9.92220873e-01	8.54490817e-01	8.63331626e-01	9.89759661e-01	8.82411893e-01	8.93302572e-01	9.87808521e-01
4.43117100e+00	2.66983119e+00	2.70473133e+00	9.87096633e-01	5.70069663e+00	5.78529787e+00	9.85376511e-01	1.98897929e+00	2.02035587e+00	9.84469778e-01	3.58540393e+00	3.63741023e+00	9.85702382e-01	1.02013453e+00	1.03662915e+00	9.84088223e-01	1.06073137e+00	1.08596189e+00	9.76766660e-01
4.43811641e+00	3.23725148e+00	3.27660619e+00	9.87989185e-01	6.99817268e+00	7.09355632e+00	9.86553480e-01	2.46144761e+00	2.49827015e+00	9.85260787e-01	4.39122847e+00	4.45030785e+00	9.86724652e-01	1.24256170e+00	1.25608363e+00	9.89234849e-01	1.31093975e+00	1.32624278e+00	9.88461370e-01
4.44506181e+00	3.87475168e+00	3.91815844e+00	9.88921641e-01	8.46987468e+00	8.57680684e+00	9.87532404e-01	3.00768040e+00	3.04898323e+00	9.86453575e-01	5.31023881e+00	5.37647913e+00	9.87679611e-01	1.49646442e+00	1.51723356e+00	9.86311174e-01	1.53236707e+00	1.55171948e+00	9.87528415e-01
4.45200722e+00	4.76435788e+00	4.96610953e+00	9.59374306e-01	1.05313323e+01	1.10127156e+01	9.56288411e-01	3.76590134e+00	3.94393302e+00	9.54859354e-01	6.59363590e+00	6.89184937e+00	9.56729543e-01	1.85799803e+00	1.92809270e+00	9.63645592e-01	1.91151455e+00	2.02821764e+00	9.42460273e-01
4.45895263e+00	6.96800350e+00	7.59301737e+00	9.17685705e-01	1.55876274e+01	1.70679862e+01	9.13266931e-01	5.61050676e+00	6.15953223e+00	9.10865719e-01	9.74663910e+00	1.06682780e+01	9.13609407e-01	2.72494055e+00	3.01648654e+00	9.03349148e-01	2.91549947e+00	3.19813951e+00	9.11623606e-01
4.46589804e+00	1.18510494e+01	1.40644004e+01	8.42627421e-01	2.68115524e+01	3.20060546e+01	8.37702516e-01	9.72453989e+00	1.16542817e+01	8.34417779e-01	1.67424404e+01	1.99717533e+01	8.38305985e-01	4.77933071e+00	5.64769009e+00	8.46245215e-01	4.87329923e+00	5.67374914e+00	8.58920461e-01
4.47284345e+00	1.25601665e+01	4.68471666e+01	2.68109416e-01	2.85265039e+01	1.08676503e+02	2.62490079e-01	1.03820995e+01	4.01108710e+01	2.58835055e-01	1.77907588e+01	6.77540151e+01	2.62578664e-01	4.74885341e+00	1.91095699e+01	2.48506556e-01	4.78774979e+00	2.04084747e+01	2.34596160e-01
4.47978886e+00	1.02275847e+01	1.82026664e+01	5.61872885e-01	2.39703279e+01	4.20627730e+01	5.69870368e-01	8.87062599e+00	1.54996353e+01	5.72311917e-01	1.49146663e+01	2.62240778e+01	5.68739399e-01	4.21025943e+00	7.49759010e+00	5.61548360e-01	4.52343011e+00	7.57745081e+00	5.96959350e-01
4.48673427e+00	7.60802651e+00	8.19770258e+00	9.28068130e-01	1.79871972e+01	1.93051124e+01	9.31732322e-01	6.70040286e+00	7.17443066e+00	9.33928164e-01	1.11831913e+01	1.20060528e+01	9.31462775e-01	3.09086351e+00	3.34529558e+00	9.23943323e-01	3.22838485e+00	3.51079000e+00	9.19560798e-01
4.49367968e+00	5.49550496e+00	5.71682026e+00	9.61286993e-01	1.31563547e+01	1.36444152e+01	9.64230014e-01	4.94042631e+00	5.11690399e+00	9.65510847e-01	8.16898444e+00	8.47531473e+00	9.63856175e-01	2.29783627e+00	2.39266366e+00	9.60367439e-01	2.28547400e+00	2.36745511e+00	9.65371631e-01
4.50062509e+00	3.92649301e+00	4.08049951e+00	9.62257930e-01	9.53136381e+00	9.87095348e+00	9.65597075e-01	3.60155386e+00	3.72454063e+00	9.66979345e-01	5.91008916e+00	6.12273504e+00	9.65269462e-01	1.62766912e+00	1.68780314e+00	9.64371424e-01	1.71682469e+00	1.75752228e+00	9.76843768e-01
4.50757050e+00	3.03897876e+00	3.08887853e+00	9.83845344e-01	7.47693736e+00	7.58534612e+00	9.85708133e-01	2.84904081e+00	2.88731546e+00	9.86743864e-01	4.63182097e+00	4.69968885e+00	9.85559069e-01	1.29174195e+00	1.30900348e+00	9.86813227e-01	1.35801973e+00	1.38376622e+00	9.81393901e-01
4.51451590e+00	2.56667905e+00	2.58936085e+00	9.91240389e-01	6.39898897e+00	6.44595378e+00	9.92714064e-01	2.45917959e+00	2.47540953e+00	9.93443534e-01	3.95794715e+00	3.98761988e+00	9.92558785e-01	1.09395170e+00	1.10262407e+00	9.92134794e-01	1.09766675e+00	1.11419769e+00	9.85163366e-01
4.52146131e+00	2.17728196e+00	2.19878963e+00	9.90218403e-01	5.50168207e+00	5.54764541e+00	9.91714802e-01	2.12984306e+00	2.14604417e+00	9.92450710e-01	3.40085474e+00	3.42952176e+00	9.91641103e-01	9.49765315e-01	9.56621327e-01	9.92833097e-01	9.53762844e-01	9.57881470e-01	9.95700276e-01
4.52840672e+00	1.84831854e+00	1.86333150e+00	9.91942947e-01	4.73888200e+00	4.77031960e+00	9.93409749e-01	1.84653384e+00	1.85757379e+00	9.94056787e-01	2.92669615e+00	2.94651980e+00	9.93272179e-01	8.12853621e-01	8.19826532e-01	9.91494651e-01	8.55119617e-01	8.62455227e-01	9.91494503e-01
4.53535213e+00	1.62220466e+00	1.62937755e+00	9.95597769e-01	4.22124928e+00	4.23525528e+00	9.96692998e-01	1.65744954e+00	1.66205007e+00	9.97232015e-01	2.60215460e+00	2.61114166e+00	9.96558190e-01	7.15230906e-01	7.17871681e-01	9.96321382e-01	7.29518501e-01	7.38355038e-01	9.88032130e-01
4.54229754e+00	1.45694367e+00	1.46321930e+00	9.95711083e-01	3.84735993e+00	3.86014430e+00	9.96688113e-01	1.52301038e+00	1.52750266e+00	9.97059067e-01	2.36785240e+00	2.37583381e+00	9.96640588e-01	6.55493324e-01	6.57832691e-01	9.96443827e-01	6.49212433e-01	6.51484594e-01	9.96512334e-01
4.54924295e+00	1.29713433e+00	1.30307781e+00	9.95438889e-01	3.47485131e+00	3.48727766e+00	9.96436662e-01	1.38410588e+00	1.38848357e+00	9.96847147e-01	2.13784518e+00	2.14546169e+00	9.96449940e-01	5.91939681e-01	5.94776513e-01	9.95230423e-01	6.18965678e-01	6.21386327e-01	9.96104438e-01
4.55618836e+00	1.16847226e+00	1.17201067e+00	9.96980908e-01	3.17815018e+00	3.18494972e+00	9.97865102e-01	1.27672585e+00	1.27884611e+00	9.98342046e-01	1.95326903e+00	1.95769774e+00	9.97737792e-01	5.42633517e-01	5.43891538e-01	9.97686999e-01	5.51142579e-01	5.58360859e-01	9.87072375e-01
4.56313377e+00	1.06843104e+00	1.07126998e+00	9.97349927e-01	2.95246713e+00	2.95772707e+00	9.98221629e-01	1.19570358e+00	1.19743730e+00	9.98552147e-01	1.81066961e+00	1.81402472e+00	9.98150461e-01	4.98143667e-01	4.99593761e-01	9.97097455e-01	4.82003176e-01	4.87063894e-01	9.89609745e-01
4.57007918e+00	9.76251142e-01	9.78851004e-01	9.97343966e-01	2.73756232e+00	2.74295348e+00	9.98034545e-01	1.11560225e+00	1.11749279e+00	9.98308231e-01	1.67830299e+00	1.68158039e+00	9.98050997e-01	4.60096953e-01	4.60798944e-01	9.98476580e-01	4.81995298e-01	4.85122002e-01	9.93554809e-01
4.57702459e+00	8.96114535e-01	8.98096238e-01	9.97793440e-01	2.55231157e+00	2.55581535e+00	9.98629095e-01	1.04758097e+00	1.04866911e+00	9.98962358e-01	1.56319151e+00	1.56541951e+00	9.98576739e-01	4.32945417e-01	4.33877164e-01	9.97852510e-01	4.47905738e-01	4.57357298e-01	9.79334406e-01
