Force;Acc4;
-0.069735;0.272859;
-0.065001;0.352571;
-0.060158;0.433444;
-0.055207;0.515450;
-0.050151;0.598561;
-0.044990;0.682746;
-0.039726;0.767976;
-0.034360;0.854220;
-0.028895;0.941445;
-0.023332;1.029618;
-0.017673;1.118705;
-0.011919;1.208672;
-0.006073;1.299483;
-0.000137;1.391102;
0.005888;1.483492;
0.011999;1.576615;
0.018194;1.670432;
0.024470;1.764904;
0.030826;1.859991;
0.037258;1.955651;
0.043765;2.051844;
0.050344;2.148527;
0.056993;2.245658;
0.063708;2.343192;
0.070487;2.441086;
0.077327;2.539295;
0.084226;2.637774;
0.091181;2.736476;
0.098188;2.835356;
0.105244;2.934366;
0.112348;3.033459;
0.119495;3.132587;
0.126682;3.231702;
0.133907;3.330754;
0.141166;3.429695;
0.148455;3.528475;
0.155773;3.627044;
0.163114;3.725352;
0.170476;3.823347;
0.177856;3.920980;
0.185250;4.018198;
0.192654;4.114951;
0.200065;4.211186;
0.207479;4.306851;
0.214894;4.401896;
0.222304;4.496266;
0.229707;4.589911;
0.237099;4.682778;
0.244476;4.774813;
0.251835;4.865965;
0.259172;4.956181;
0.266482;5.045408;
0.273763;5.133594;
0.281010;5.220686;
0.288220;5.306632;
0.295389;5.391380;
0.302513;5.474877;
0.309589;5.557072;
0.316611;5.637912;
0.323578;5.717347;
0.330484;5.795324;
0.337326;5.871793;
0.344101;5.946702;
0.350803;6.020002;
0.357431;6.091643;
0.363979;6.161574;
0.370444;6.229746;
0.376822;6.296110;
0.383109;6.360618;
0.389302;6.423222;
0.395397;6.483874;
0.401390;6.542528;
0.407278;6.599136;
0.413056;6.653653;
0.418722;6.706035;
0.424270;6.756235;
0.429699;6.804211;
0.435004;6.849919;
0.440182;6.893316;
0.445229;6.934361;
0.450142;6.973012;
0.454917;7.009229;
0.459552;7.042973;
0.464041;7.074204;
0.468384;7.102886;
0.472575;7.128980;
0.476612;7.152452;
0.480492;7.173264;
0.484211;7.191384;
0.487766;7.206778;
0.491156;7.219413;
0.494375;7.229257;
0.497422;7.236282;
0.500294;7.240457;
0.502988;7.241753;
0.505501;7.240144;
0.507831;7.235604;
0.509975;7.228106;
0.511929;7.217628;
0.513693;7.204147;
0.515264;7.187640;
0.516638;7.168087;
0.517815;7.145469;
0.518791;7.119768;
0.519565;7.090967;
0.520135;7.059049;
0.520498;7.024002;
0.520653;6.985810;
0.520597;6.944462;
0.520330;6.899949;
0.519850;6.852259;
0.519155;6.801385;
0.518243;6.747321;
0.517113;6.690060;
0.515764;6.629598;
0.514194;6.565933;
0.512403;6.499063;
0.510390;6.428988;
0.508153;6.355709;
0.505691;6.279228;
0.503004;6.199550;
0.500092;6.116680;
0.496952;6.030624;
0.493586;5.941390;
0.489993;5.848988;
0.486171;5.753429;
0.482122;5.654724;
0.477844;5.552888;
0.473339;5.447935;
0.468605;5.339881;
0.463644;5.228745;
0.458455;5.114545;
0.453038;4.997303;
0.447395;4.877039;
0.441526;4.753777;
0.435430;4.627542;
0.429110;4.498360;
0.422566;4.366259;
0.415799;4.231266;
0.408810;4.093413;
0.401600;3.952731;
0.394170;3.809252;
0.386522;3.663011;
0.378657;3.514043;
0.370577;3.362386;
0.362283;3.208077;
0.353776;3.051156;
0.345060;2.891664;
0.336135;2.729643;
0.327004;2.565135;
0.317669;2.398187;
0.308132;2.228843;
0.298396;2.057152;
0.288462;1.883160;
0.278333;1.706918;
0.268012;1.528476;
0.257502;1.347887;
0.246805;1.165204;
0.235924;0.980480;
0.224862;0.793771;
0.213622;0.605134;
0.202208;0.414626;
0.190622;0.222307;
0.178867;0.028235;
0.166948;-0.167529;
0.154868;-0.364922;
0.142630;-0.563882;
0.130237;-0.764346;
0.117694;-0.966247;
0.105005;-1.169522;
0.092172;-1.374102;
0.079201;-1.579921;
0.066095;-1.786911;
0.052859;-1.995001;
0.039496;-2.204122;
0.026010;-2.414204;
0.012407;-2.625175;
-0.001310;-2.836961;
-0.015136;-3.049491;
-0.029066;-3.262691;
-0.043096;-3.476486;
-0.057222;-3.690800;
-0.071438;-3.905560;
-0.085740;-4.120687;
-0.100123;-4.336106;
-0.114582;-4.551739;
-0.129112;-4.767508;
-0.143708;-4.983335;
-0.158366;-5.199141;
-0.173079;-5.414847;
-0.187843;-5.630373;
-0.202653;-5.845640;
-0.217503;-6.060567;
-0.232388;-6.275074;
-0.247303;-6.489079;
-0.262242;-6.702503;
-0.277201;-6.915263;
-0.292173;-7.127278;
-0.307154;-7.338467;
-0.322137;-7.548747;
-0.337117;-7.758038;
-0.352089;-7.966258;
-0.367047;-8.173323;
-0.381985;-8.379154;
-0.396899;-8.583668;
-0.411781;-8.786783;
-0.426628;-8.988417;
-0.441432;-9.188490;
-0.456188;-9.386920;
-0.470892;-9.583626;
-0.485536;-9.778528;
-0.500116;-9.971544;
-0.514625;-10.162594;
-0.529058;-10.351599;
-0.543410;-10.538479;
-0.557674;-10.723155;
-0.571845;-10.905548;
-0.585917;-11.085579;
-0.599885;-11.263172;
-0.613743;-11.438249;
-0.627485;-11.610732;
-0.641107;-11.780547;
-0.654601;-11.947617;
-0.667963;-12.111867;
-0.681187;-12.273224;
-0.694268;-12.431614;
-0.707199;-12.586963;
-0.719977;-12.739201;
-0.732594;-12.888255;
-0.745047;-13.034056;
-0.757329;-13.176534;
-0.769435;-13.315620;
-0.781361;-13.451247;
-0.793099;-13.583347;
-0.804647;-13.711855;
-0.815998;-13.836705;
-0.827147;-13.957834;
-0.838089;-14.075180;
-0.848820;-14.188680;
-0.859334;-14.298273;
-0.869627;-14.403901;
-0.879694;-14.505504;
-0.889529;-14.603026;
-0.899129;-14.696410;
-0.908488;-14.785602;
-0.917603;-14.870547;
-0.926468;-14.951195;
-0.935080;-15.027493;
-0.943433;-15.099392;
-0.951525;-15.166844;
-0.959349;-15.229801;
-0.966903;-15.288219;
-0.974183;-15.342052;
-0.981184;-15.391259;
-0.987902;-15.435797;
-0.994334;-15.475626;
-1.000477;-15.510710;
-1.006325;-15.541010;
-1.011877;-15.566491;
-1.017128;-15.587119;
-1.022076;-15.602862;
-1.026717;-15.613690;
-1.031047;-15.619573;
-1.035064;-15.620483;
-1.038766;-15.616395;
-1.042148;-15.607285;
-1.045209;-15.593130;
-1.047945;-15.573908;
-1.050354;-15.549602;
-1.052434;-15.520192;
-1.054183;-15.485663;
-1.055597;-15.446002;
-1.056676;-15.401195;
-1.057417;-15.351232;
-1.057818;-15.296104;
-1.057878;-15.235803;
-1.057594;-15.170324;
-1.056965;-15.099664;
-1.055990;-15.023820;
-1.054668;-14.942793;
-1.052997;-14.856583;
-1.050976;-14.765194;
-1.048604;-14.668632;
-1.045880;-14.566904;
-1.042805;-14.460018;
-1.039376;-14.347984;
-1.035593;-14.230816;
-1.031457;-14.108527;
-1.026967;-13.981133;
-1.022122;-13.848653;
-1.016923;-13.711106;
-1.011370;-13.568512;
-1.005463;-13.420896;
-0.999202;-13.268283;
-0.992589;-13.110699;
-0.985623;-12.948172;
-0.978305;-12.780734;
-0.970636;-12.608416;
-0.962618;-12.431252;
-0.954250;-12.249278;
-0.945535;-12.062531;
-0.936474;-11.871051;
-0.927068;-11.674878;
-0.917318;-11.474055;
-0.907228;-11.268627;
-0.896797;-11.058640;
-0.886029;-10.844141;
-0.874926;-10.625179;
-0.863488;-10.401807;
-0.851720;-10.174076;
-0.839624;-9.942042;
-0.827201;-9.705761;
-0.814455;-9.465289;
-0.801388;-9.220687;
-0.788004;-8.972016;
-0.774305;-8.719338;
-0.760294;-8.462716;
-0.745975;-8.202218;
-0.731352;-7.937909;
-0.716427;-7.669859;
-0.701205;-7.398137;
-0.685689;-7.122816;
-0.669882;-6.843968;
-0.653790;-6.561667;
-0.637415;-6.275991;
-0.620762;-5.987015;
-0.603836;-5.694819;
-0.586641;-5.399482;
-0.569180;-5.101087;
-0.551460;-4.799714;
-0.533484;-4.495449;
-0.515257;-4.188377;
-0.496785;-3.878583;
-0.478072;-3.566155;
-0.459123;-3.251182;
-0.439943;-2.933754;
-0.420538;-2.613961;
-0.400914;-2.291896;
-0.381075;-1.967652;
-0.361027;-1.641323;
-0.340776;-1.313004;
-0.320327;-0.982791;
-0.299686;-0.650781;
-0.278860;-0.317073;
-0.257854;0.018236;
-0.236674;0.355045;
-0.215327;0.693253;
-0.193818;1.032760;
-0.172154;1.373463;
-0.150341;1.715260;
-0.128386;2.058046;
-0.106294;2.401718;
-0.084074;2.746172;
-0.061730;3.091300;
-0.039271;3.436998;
-0.016702;3.783159;
0.005969;4.129676;
0.028736;4.476441;
0.051592;4.823347;
0.074530;5.170285;
0.097542;5.517147;
0.120623;5.863823;
0.143764;6.210205;
0.166959;6.556182;
0.190200;6.901645;
0.213480;7.246484;
0.236792;7.590590;
0.260129;7.933851;
0.283484;8.276157;
0.306848;8.617399;
0.330215;8.957466;
0.353578;9.296248;
0.376928;9.633634;
0.400259;9.969515;
0.423563;10.303780;
0.446833;10.636321;
0.470060;10.967027;
0.493239;11.295789;
0.516361;11.622498;
0.539418;11.947046;
0.562404;12.269325;
0.585310;12.589226;
0.608130;12.906643;
0.630856;13.221468;
0.653480;13.533595;
0.675995;13.842919;
0.698394;14.149333;
0.720669;14.452734;
0.742813;14.753018;
0.764818;15.050080;
0.786677;15.343820;
0.808383;15.634135;
0.829928;15.920924;
0.851306;16.204088;
0.872508;16.483526;
0.893528;16.759141;
0.914359;17.030836;
0.934994;17.298514;
0.955425;17.562079;
0.975645;17.821438;
0.995648;18.076497;
1.015427;18.327164;
1.034974;18.573348;
1.054283;18.814960;
1.073347;19.051910;
1.092160;19.284112;
1.110715;19.511479;
1.129005;19.733926;
1.147023;19.951371;
1.164765;20.163731;
1.182222;20.370925;
1.199389;20.572874;
1.216260;20.769500;
1.232828;20.960727;
1.249087;21.146480;
1.265032;21.326686;
1.280657;21.501272;
1.295955;21.670170;
1.310922;21.833309;
1.325551;21.990623;
1.339837;22.142048;
1.353774;22.287519;
1.367358;22.426974;
1.380583;22.560353;
1.393444;22.687598;
1.405936;22.808652;
1.418054;22.923461;
1.429792;23.031970;
1.441148;23.134130;
1.452115;23.229890;
1.462690;23.319203;
1.472867;23.402023;
1.482644;23.478308;
1.492015;23.548014;
1.500977;23.611103;
1.509525;23.667536;
1.517657;23.717277;
1.525368;23.760293;
1.532654;23.796552;
1.539513;23.826023;
1.545941;23.848679;
1.551934;23.864494;
1.557491;23.873445;
1.562608;23.875509;
1.567281;23.870668;
1.571510;23.858903;
1.575290;23.840199;
1.578620;23.814543;
1.581497;23.781924;
1.583920;23.742333;
1.585886;23.695762;
1.587394;23.642207;
1.588442;23.581666;
1.589027;23.514138;
1.589150;23.439624;
1.588809;23.358129;
1.588001;23.269658;
1.586728;23.174220;
1.584987;23.071824;
1.582778;22.962484;
1.580101;22.846213;
1.576954;22.723030;
1.573338;22.592952;
1.569253;22.456001;
1.564699;22.312200;
1.559675;22.161574;
1.554183;22.004152;
1.548222;21.839962;
1.541793;21.669038;
1.534897;21.491411;
1.527535;21.307120;
1.519708;21.116202;
1.511417;20.918697;
1.502664;20.714649;
1.493449;20.504100;
1.483775;20.287099;
1.473643;20.063694;
1.463055;19.833935;
1.452014;19.597875;
1.440521;19.355570;
1.428579;19.107076;
1.416190;18.852452;
1.403357;18.591758;
1.390082;18.325058;
1.376370;18.052417;
1.362222;17.773901;
1.347641;17.489578;
1.332632;17.199520;
1.317198;16.903799;
1.301342;16.602489;
1.285067;16.295666;
1.268379;15.983409;
1.251281;15.665796;
1.233776;15.342911;
1.215870;15.014835;
1.197567;14.681655;
1.178871;14.343456;
1.159786;14.000328;
1.140319;13.652360;
1.120473;13.299645;
1.100254;12.942275;
1.079667;12.580346;
1.058716;12.213955;
1.037409;11.843199;
1.015749;11.468178;
0.993744;11.088994;
0.971397;10.705748;
0.948717;10.318545;
0.925707;9.927490;
0.902375;9.532690;
0.878727;9.134253;
0.854769;8.732288;
0.830507;8.326906;
0.805948;7.918219;
0.781099;7.506340;
0.755966;7.091383;
0.730557;6.673464;
0.704877;6.252699;
0.678935;5.829206;
0.652737;5.403103;
0.626291;4.974509;
0.599603;4.543547;
0.572682;4.110337;
0.545534;3.675001;
0.518167;3.237663;
0.490589;2.798447;
0.462808;2.357478;
0.434831;1.914881;
0.406667;1.470784;
0.378322;1.025312;
0.349806;0.578594;
0.321125;0.130758;
0.292289;-0.318067;
0.263306;-0.767751;
0.234183;-1.218166;
0.204930;-1.669180;
0.175554;-2.120663;
0.146063;-2.572483;
0.116467;-3.024510;
0.086774;-3.476611;
0.056992;-3.928654;
0.027131;-4.380508;
-0.002803;-4.832040;
-0.032798;-5.283117;
-0.062848;-5.733606;
-0.092943;-6.183376;
-0.123075;-6.632293;
-0.153234;-7.080225;
-0.183413;-7.527039;
-0.213601;-7.972603;
-0.243790;-8.416784;
-0.273972;-8.859451;
-0.304137;-9.300471;
-0.334277;-9.739712;
-0.364382;-10.177044;
-0.394444;-10.612336;
-0.424454;-11.045457;
-0.454403;-11.476277;
-0.484282;-11.904665;
-0.514082;-12.330494;
-0.543795;-12.753635;
-0.573410;-13.173959;
-0.602921;-13.591339;
-0.632317;-14.005648;
-0.661589;-14.416762;
-0.690730;-14.824553;
-0.719731;-15.228899;
-0.748581;-15.629674;
-0.777274;-16.026758;
-0.805800;-16.420027;
-0.834150;-16.809361;
-0.862316;-17.194641;
-0.890290;-17.575746;
-0.918062;-17.952561;
-0.945625;-18.324967;
-0.972969;-18.692849;
-1.000088;-19.056093;
-1.026971;-19.414586;
-1.053612;-19.768216;
-1.080002;-20.116873;
-1.106132;-20.460446;
-1.131995;-20.798828;
-1.157582;-21.131912;
-1.182887;-21.459594;
-1.207900;-21.781770;
-1.232614;-22.098336;
-1.257022;-22.409194;
-1.281115;-22.714243;
-1.304887;-23.013386;
-1.328329;-23.306527;
-1.351435;-23.593572;
-1.374198;-23.874428;
-1.396609;-24.149005;
-1.418662;-24.417213;
-1.440350;-24.678964;
-1.461666;-24.934174;
-1.482603;-25.182758;
-1.503155;-25.424635;
-1.523315;-25.659724;
-1.543076;-25.887947;
-1.562432;-26.109228;
-1.581378;-26.323494;
-1.599906;-26.530670;
-1.618011;-26.730688;
-1.635686;-26.923479;
-1.652927;-27.108977;
-1.669727;-27.287117;
-1.686081;-27.457838;
-1.701983;-27.621080;
-1.717429;-27.776784;
-1.732412;-27.924895;
-1.746928;-28.065361;
-1.760973;-28.198128;
-1.774540;-28.323149;
-1.787626;-28.440375;
-1.800227;-28.549764;
-1.812337;-28.651272;
-1.823953;-28.744859;
-1.835070;-28.830488;
-1.845684;-28.908122;
-1.855793;-28.977729;
-1.865391;-29.039278;
-1.874477;-29.092740;
-1.883045;-29.138088;
-1.891094;-29.175300;
-1.898619;-29.204352;
-1.905619;-29.225228;
-1.912089;-29.237908;
-1.918029;-29.242380;
-1.923435;-29.238631;
-1.928305;-29.226651;
-1.932636;-29.206434;
-1.936428;-29.177974;
-1.939677;-29.141270;
-1.942383;-29.096321;
-1.944544;-29.043129;
-1.946158;-28.981700;
-1.947224;-28.912040;
-1.947742;-28.834161;
-1.947710;-28.748073;
-1.947128;-28.653791;
-1.945995;-28.551333;
-1.944310;-28.440717;
-1.942074;-28.321965;
-1.939286;-28.195103;
-1.935947;-28.060155;
-1.932057;-27.917152;
-1.927616;-27.766124;
-1.922624;-27.607106;
-1.917083;-27.440134;
-1.910994;-27.265245;
-1.904356;-27.082481;
-1.897173;-26.891886;
-1.889444;-26.693504;
-1.881172;-26.487384;
-1.872358;-26.273575;
-1.863005;-26.052130;
-1.853113;-25.823105;
-1.842686;-25.586555;
-1.831726;-25.342540;
-1.820234;-25.091122;
-1.808215;-24.832365;
-1.795670;-24.566333;
-1.782602;-24.293096;
-1.769016;-24.012724;
-1.754913;-23.725289;
-1.740297;-23.430866;
-1.725173;-23.129531;
-1.709543;-22.821363;
-1.693412;-22.506444;
-1.676784;-22.184854;
-1.659662;-21.856681;
-1.642051;-21.522010;
-1.623956;-21.180931;
-1.605382;-20.833534;
-1.586332;-20.479912;
-1.566812;-20.120159;
-1.546827;-19.754373;
-1.526382;-19.382651;
-1.505482;-19.005093;
-1.484134;-18.621803;
-1.462342;-18.232882;
-1.440112;-17.838437;
-1.417450;-17.438575;
-1.394362;-17.033405;
-1.370855;-16.623036;
-1.346934;-16.207582;
-1.322606;-15.787156;
-1.297878;-15.361873;
-1.272755;-14.931849;
-1.247245;-14.497204;
-1.221355;-14.058055;
-1.195091;-13.614526;
-1.168461;-13.166737;
-1.141472;-12.714813;
-1.114131;-12.258879;
-1.086446;-11.799061;
-1.058424;-11.335487;
-1.030073;-10.868285;
-1.001401;-10.397586;
-0.972415;-9.923521;
-0.943123;-9.446221;
-0.913534;-8.965820;
-0.883655;-8.482452;
-0.853496;-7.996253;
-0.823063;-7.507359;
-0.792366;-7.015907;
-0.761414;-6.522034;
-0.730214;-6.025879;
-0.698775;-5.527583;
-0.667106;-5.027284;
-0.635216;-4.525125;
-0.603115;-4.021247;
-0.570809;-3.515792;
-0.538310;-3.008903;
-0.505626;-2.500723;
-0.472765;-1.991396;
-0.439738;-1.481067;
-0.406554;-0.969880;
-0.373222;-0.457981;
-0.339751;0.054486;
-0.306151;0.567374;
-0.272431;1.080537;
-0.238601;1.593830;
-0.204671;2.107106;
-0.170650;2.620218;
-0.136548;3.133020;
-0.102374;3.645365;
-0.068138;4.157107;
-0.033851;4.668099;
0.000479;5.178195;
0.034841;5.687248;
0.069225;6.195113;
0.103622;6.701643;
0.138022;7.206692;
0.172414;7.710116;
0.206789;8.211770;
0.241138;8.711508;
0.275449;9.209187;
0.309714;9.704663;
0.343921;10.197792;
0.378062;10.688432;
0.412127;11.176442;
0.446105;11.661678;
0.479987;12.144002;
0.513762;12.623273;
0.547421;13.099351;
0.580955;13.572098;
0.614352;14.041376;
0.647604;14.507049;
0.680701;14.968981;
0.713633;15.427038;
0.746390;15.881084;
0.778963;16.330988;
0.811342;16.776617;
0.843518;17.217841;
0.875481;17.654531;
0.907221;18.086559;
0.938730;18.513796;
0.969998;18.936118;
1.001015;19.353400;
1.031772;19.765519;
1.062261;20.172353;
1.092472;20.573781;
1.122396;20.969686;
1.152025;21.359949;
1.181348;21.744454;
1.210359;22.123088;
1.239047;22.495737;
1.267404;22.862291;
1.295422;23.222640;
1.323093;23.576675;
1.350407;23.924292;
1.377357;24.265385;
1.403935;24.599853;
1.430132;24.927594;
1.455941;25.248510;
1.481353;25.562503;
1.506362;25.869479;
1.530959;26.169345;
1.555137;26.462009;
1.578888;26.747382;
1.602206;27.025377;
1.625082;27.295909;
1.647511;27.558895;
1.669485;27.814255;
1.690997;28.061908;
1.712041;28.301779;
1.732611;28.533794;
1.752699;28.757879;
1.772300;28.973966;
1.791408;29.181986;
1.810016;29.381874;
1.828119;29.573567;
1.845711;29.757005;
1.862787;29.932128;
1.879340;30.098880;
1.895367;30.257209;
1.910862;30.407062;
1.925820;30.548391;
1.940236;30.681150;
1.954106;30.805294;
1.967425;30.920782;
1.980189;31.027576;
1.992394;31.125638;
2.004036;31.214936;
2.015111;31.295437;
2.025615;31.367113;
2.035545;31.429937;
2.044898;31.483887;
2.053670;31.528940;
2.061859;31.565079;
2.069461;31.592288;
2.076475;31.610553;
2.082898;31.619864;
2.088727;31.620214;
2.093960;31.611596;
2.098596;31.594008;
2.102633;31.567451;
2.106069;31.531926;
2.108903;31.487440;
2.111133;31.434000;
2.112759;31.371616;
2.113780;31.300303;
2.114195;31.220076;
2.114004;31.130953;
2.113206;31.032957;
2.111801;30.926110;
2.109789;30.810439;
2.107172;30.685974;
2.103948;30.552747;
2.100118;30.410791;
2.095685;30.260144;
2.090647;30.100845;
2.085007;29.932937;
2.078767;29.756464;
2.071926;29.571474;
2.064488;29.378017;
2.056453;29.176144;
2.047825;28.965911;
2.038605;28.747376;
2.028796;28.520598;
2.018400;28.285640;
2.007421;28.042566;
1.995860;27.791444;
1.983722;27.532343;
1.971009;27.265336;
1.957725;26.990496;
1.943874;26.707901;
1.929459;26.417629;
1.914485;26.119762;
1.898956;25.814384;
1.882875;25.501579;
1.866248;25.181437;
1.849079;24.854048;
1.831374;24.519503;
1.813136;24.177897;
1.794371;23.829327;
1.775085;23.473892;
1.755283;23.111692;
1.734971;22.742829;
1.714154;22.367409;
1.692838;21.985537;
1.671030;21.597323;
1.648735;21.202877;
1.625961;20.802310;
1.602714;20.395737;
1.579000;19.983274;
1.554826;19.565037;
1.530199;19.141146;
1.505127;18.711722;
1.479616;18.276887;
1.453675;17.836765;
1.427309;17.391481;
1.400529;16.941163;
1.373340;16.485939;
1.345751;16.025938;
1.317769;15.561293;
1.289404;15.092136;
1.260664;14.618600;
1.231556;14.140821;
1.202089;13.658935;
1.172272;13.173080;
1.142114;12.683395;
1.111623;12.190019;
1.080808;11.693094;
1.049679;11.192761;
1.018245;10.689163;
0.986514;10.182444;
0.954496;9.672749;
0.922200;9.160224;
0.889636;8.645014;
0.856814;8.127268;
0.823743;7.607133;
0.790433;7.084757;
0.756893;6.560290;
0.723135;6.033882;
0.689166;5.505683;
0.654998;4.975844;
0.620641;4.444517;
0.586104;3.911852;
0.551398;3.378004;
0.516533;2.843123;
0.481520;2.307363;
0.446368;1.770877;
0.411088;1.233818;
0.375691;0.696340;
0.340187;0.158596;
