Force;Acc4;
-0.061614;0.130027;
-0.056345;0.128146;
-0.050954;0.126142;
-0.045445;0.124015;
-0.039821;0.121766;
-0.034086;0.119393;
-0.028243;0.116899;
-0.022296;0.114284;
-0.016250;0.111547;
-0.010107;0.108690;
-0.003874;0.105714;
0.002446;0.102619;
0.008849;0.099407;
0.015329;0.096079;
0.021882;0.092636;
0.028503;0.089079;
0.035188;0.085410;
0.041930;0.081630;
0.048725;0.077742;
0.055568;0.073746;
0.062453;0.069645;
0.069374;0.065440;
0.076327;0.061134;
0.083306;0.056729;
0.090305;0.052228;
0.097319;0.047631;
0.104342;0.042943;
0.111367;0.038165;
0.118390;0.033299;
0.125405;0.028350;
0.132405;0.023319;
0.139385;0.018209;
0.146339;0.013024;
0.153262;0.007766;
0.160147;0.002438;
0.166988;-0.002956;
0.173781;-0.008413;
0.180518;-0.013930;
0.187194;-0.019504;
0.193804;-0.025131;
0.200342;-0.030807;
0.206802;-0.036530;
0.213178;-0.042294;
0.219466;-0.048098;
0.225659;-0.053936;
0.231752;-0.059806;
0.237740;-0.065703;
0.243618;-0.071624;
0.249380;-0.077564;
0.255021;-0.083520;
0.260537;-0.089488;
0.265922;-0.095464;
0.271172;-0.101442;
0.276282;-0.107421;
0.281247;-0.113395;
0.286063;-0.119360;
0.290725;-0.125312;
0.295230;-0.131247;
0.299572;-0.137161;
0.303749;-0.143049;
0.307756;-0.148908;
0.311589;-0.154733;
0.315245;-0.160519;
0.318720;-0.166263;
0.322011;-0.171961;
0.325114;-0.177607;
0.328028;-0.183198;
0.330747;-0.188730;
0.333271;-0.194198;
0.335595;-0.199598;
0.337718;-0.204927;
0.339638;-0.210179;
0.341351;-0.215350;
0.342856;-0.220438;
0.344151;-0.225436;
0.345234;-0.230342;
0.346103;-0.235151;
0.346757;-0.239859;
0.347195;-0.244462;
0.347414;-0.248957;
0.347415;-0.253339;
0.347197;-0.257605;
0.346757;-0.261750;
0.346096;-0.265772;
0.345214;-0.269665;
0.344109;-0.273428;
0.342782;-0.277055;
0.341233;-0.280544;
0.339461;-0.283891;
0.337467;-0.287092;
0.335251;-0.290145;
0.332814;-0.293046;
0.330156;-0.295792;
0.327277;-0.298380;
0.324180;-0.300807;
0.320864;-0.303069;
0.317332;-0.305165;
0.313583;-0.307091;
0.309620;-0.308844;
0.305444;-0.310423;
0.301057;-0.311825;
0.296460;-0.313047;
0.291656;-0.314086;
0.286646;-0.314942;
0.281432;-0.315612;
0.276018;-0.316093;
0.270404;-0.316385;
0.264595;-0.316484;
0.258591;-0.316391;
0.252397;-0.316103;
0.246015;-0.315619;
0.239448;-0.314938;
0.232698;-0.314058;
0.225770;-0.312979;
0.218667;-0.311700;
0.211391;-0.310220;
0.203947;-0.308539;
0.196338;-0.306656;
0.188568;-0.304570;
0.180641;-0.302282;
0.172560;-0.299792;
0.164331;-0.297099;
0.155956;-0.294204;
0.147441;-0.291108;
0.138789;-0.287810;
0.130005;-0.284312;
0.121094;-0.280614;
0.112060;-0.276718;
0.102908;-0.272624;
0.093643;-0.268333;
0.084270;-0.263847;
0.074793;-0.259168;
0.065217;-0.254297;
0.055549;-0.249236;
0.045792;-0.243987;
0.035952;-0.238552;
0.026035;-0.232933;
0.016045;-0.227133;
0.005989;-0.221154;
-0.004128;-0.214999;
-0.014302;-0.208670;
-0.024525;-0.202171;
-0.034793;-0.195504;
-0.045099;-0.188673;
-0.055439;-0.181682;
-0.065806;-0.174532;
-0.076195;-0.167229;
-0.086599;-0.159775;
-0.097013;-0.152175;
-0.107431;-0.144432;
-0.117847;-0.136551;
-0.128255;-0.128535;
-0.138649;-0.120390;
-0.149023;-0.112118;
-0.159372;-0.103726;
-0.169688;-0.095216;
-0.179967;-0.086595;
-0.190202;-0.077866;
-0.200388;-0.069036;
-0.210518;-0.060107;
-0.220586;-0.051087;
-0.230586;-0.041979;
-0.240513;-0.032789;
-0.250361;-0.023522;
-0.260124;-0.014183;
-0.269796;-0.004779;
-0.279371;0.004686;
-0.288843;0.014206;
-0.298207;0.023776;
-0.307458;0.033390;
-0.316589;0.043041;
-0.325595;0.052726;
-0.334471;0.062437;
-0.343211;0.072169;
-0.351810;0.081917;
-0.360263;0.091673;
-0.368563;0.101433;
-0.376707;0.111191;
-0.384690;0.120941;
-0.392505;0.130676;
-0.400149;0.140391;
-0.407616;0.150080;
-0.414902;0.159737;
-0.422001;0.169357;
-0.428911;0.178932;
-0.435625;0.188459;
-0.442141;0.197929;
-0.448452;0.207338;
-0.454556;0.216681;
-0.460448;0.225950;
-0.466124;0.235140;
-0.471581;0.244247;
-0.476814;0.253263;
-0.481820;0.262183;
-0.486596;0.271002;
-0.491137;0.279715;
-0.495441;0.288315;
-0.499504;0.296797;
-0.503323;0.305156;
-0.506896;0.313387;
-0.510218;0.321484;
-0.513289;0.329442;
-0.516104;0.337256;
-0.518661;0.344921;
-0.520958;0.352432;
-0.522993;0.359784;
-0.524763;0.366972;
-0.526266;0.373992;
-0.527501;0.380839;
-0.528465;0.387508;
-0.529157;0.393996;
-0.529575;0.400297;
-0.529718;0.406407;
-0.529584;0.412322;
-0.529172;0.418039;
-0.528482;0.423553;
-0.527511;0.428859;
-0.526260;0.433956;
-0.524727;0.438838;
-0.522912;0.443503;
-0.520815;0.447947;
-0.518435;0.452166;
-0.515772;0.456158;
-0.512827;0.459919;
-0.509598;0.463446;
-0.506087;0.466737;
-0.502294;0.469789;
-0.498219;0.472600;
-0.493863;0.475166;
-0.489227;0.477485;
-0.484312;0.479556;
-0.479118;0.481376;
-0.473648;0.482944;
-0.467901;0.484256;
-0.461881;0.485313;
-0.455589;0.486112;
-0.449026;0.486652;
-0.442195;0.486931;
-0.435097;0.486949;
-0.427735;0.486705;
-0.420112;0.486197;
-0.412229;0.485425;
-0.404090;0.484388;
-0.395697;0.483087;
-0.387054;0.481520;
-0.378164;0.479689;
-0.369031;0.477591;
-0.359657;0.475229;
-0.350046;0.472602;
-0.340203;0.469710;
-0.330130;0.466555;
-0.319834;0.463137;
-0.309317;0.459456;
-0.298585;0.455515;
-0.287641;0.451315;
-0.276491;0.446855;
-0.265140;0.442140;
-0.253593;0.437168;
-0.241855;0.431944;
-0.229931;0.426468;
-0.217828;0.420743;
-0.205551;0.414772;
-0.193105;0.408555;
-0.180498;0.402097;
-0.167734;0.395399;
-0.154821;0.388465;
-0.141764;0.381298;
-0.128571;0.373900;
-0.115248;0.366276;
-0.101802;0.358428;
-0.088240;0.350360;
-0.074569;0.342076;
-0.060797;0.333579;
-0.046930;0.324874;
-0.032976;0.315964;
-0.018943;0.306855;
-0.004838;0.297549;
0.009330;0.288053;
0.023554;0.278370;
0.037827;0.268505;
0.052139;0.258462;
0.066483;0.248248;
0.080850;0.237867;
0.095233;0.227324;
0.109623;0.216625;
0.124011;0.205774;
0.138390;0.194778;
0.152750;0.183642;
0.167083;0.172372;
0.181381;0.160973;
0.195635;0.149452;
0.209836;0.137814;
0.223976;0.126066;
0.238046;0.114213;
0.252037;0.102262;
0.265941;0.090219;
0.279750;0.078090;
0.293454;0.065882;
0.307046;0.053602;
0.320516;0.041255;
0.333857;0.028848;
0.347059;0.016389;
0.360115;0.003883;
0.373016;-0.008663;
0.385755;-0.021241;
0.398322;-0.033846;
0.410710;-0.046470;
0.422911;-0.059106;
0.434917;-0.071749;
0.446721;-0.084390;
0.458315;-0.097023;
0.469691;-0.109642;
0.480842;-0.122239;
0.491760;-0.134807;
0.502440;-0.147340;
0.512873;-0.159830;
0.523053;-0.172272;
0.532973;-0.184657;
0.542628;-0.196980;
0.552009;-0.209234;
0.561113;-0.221411;
0.569931;-0.233505;
0.578460;-0.245510;
0.586692;-0.257418;
0.594624;-0.269224;
0.602248;-0.280920;
0.609562;-0.292500;
0.616559;-0.303958;
0.623235;-0.315288;
0.629586;-0.326482;
0.635607;-0.337535;
0.641295;-0.348441;
0.646646;-0.359193;
0.651655;-0.369785;
0.656321;-0.380212;
0.660640;-0.390468;
0.664608;-0.400546;
0.668224;-0.410441;
0.671484;-0.420148;
0.674388;-0.429660;
0.676931;-0.438973;
0.679114;-0.448081;
0.680933;-0.456979;
0.682389;-0.465661;
0.683480;-0.474123;
0.684204;-0.482360;
0.684562;-0.490366;
0.684552;-0.498138;
0.684175;-0.505670;
0.683431;-0.512958;
0.682320;-0.519998;
0.680842;-0.526785;
0.678997;-0.533316;
0.676788;-0.539585;
0.674214;-0.545591;
0.671277;-0.551327;
0.667979;-0.556792;
0.664321;-0.561982;
0.660306;-0.566893;
0.655934;-0.571521;
0.651209;-0.575865;
0.646133;-0.579921;
0.640708;-0.583686;
0.634938;-0.587158;
0.628825;-0.590334;
0.622373;-0.593211;
0.615585;-0.595789;
0.608465;-0.598064;
0.601016;-0.600034;
0.593242;-0.601699;
0.585148;-0.603055;
0.576738;-0.604103;
0.568015;-0.604841;
0.558986;-0.605267;
0.549654;-0.605380;
0.540024;-0.605181;
0.530101;-0.604668;
0.519891;-0.603840;
0.509399;-0.602698;
0.498630;-0.601241;
0.487590;-0.599470;
0.476284;-0.597385;
0.464719;-0.594985;
0.452900;-0.592272;
0.440834;-0.589246;
0.428526;-0.585908;
0.415984;-0.582259;
0.403212;-0.578301;
0.390219;-0.574034;
0.377011;-0.569461;
0.363594;-0.564582;
0.349975;-0.559401;
0.336161;-0.553919;
0.322160;-0.548138;
0.307978;-0.542060;
0.293622;-0.535689;
0.279101;-0.529026;
0.264420;-0.522076;
0.249589;-0.514840;
0.234613;-0.507323;
0.219501;-0.499527;
0.204261;-0.491457;
0.188900;-0.483115;
0.173426;-0.474506;
0.157847;-0.465633;
0.142170;-0.456502;
0.126404;-0.447116;
0.110556;-0.437480;
0.094635;-0.427598;
0.078648;-0.417475;
0.062604;-0.407117;
0.046510;-0.396528;
0.030375;-0.385713;
0.014208;-0.374679;
-0.001985;-0.363430;
-0.018195;-0.351972;
-0.034413;-0.340310;
-0.050631;-0.328452;
-0.066841;-0.316402;
-0.083036;-0.304167;
-0.099206;-0.291753;
-0.115343;-0.279166;
-0.131440;-0.266414;
-0.147488;-0.253502;
-0.163479;-0.240437;
-0.179405;-0.227227;
-0.195257;-0.213877;
-0.211028;-0.200395;
-0.226709;-0.186788;
-0.242293;-0.173063;
-0.257771;-0.159228;
-0.273136;-0.145289;
-0.288379;-0.131253;
-0.303492;-0.117129;
-0.318469;-0.102924;
-0.333300;-0.088646;
-0.347979;-0.074301;
-0.362497;-0.059897;
-0.376847;-0.045443;
-0.391022;-0.030946;
-0.405014;-0.016414;
-0.418816;-0.001854;
-0.432420;0.012726;
-0.445819;0.027318;
-0.459006;0.041914;
-0.471974;0.056507;
-0.484717;0.071088;
-0.497226;0.085650;
-0.509496;0.100184;
-0.521521;0.114684;
-0.533292;0.129141;
-0.544805;0.143547;
-0.556052;0.157896;
-0.567028;0.172178;
-0.577727;0.186387;
-0.588142;0.200515;
-0.598268;0.214553;
-0.608099;0.228496;
-0.617630;0.242334;
-0.626855;0.256062;
-0.635769;0.269670;
-0.644367;0.283153;
-0.652643;0.296503;
-0.660594;0.309712;
-0.668213;0.322774;
-0.675498;0.335681;
-0.682442;0.348427;
-0.689043;0.361005;
-0.695295;0.373408;
-0.701196;0.385629;
-0.706740;0.397662;
-0.711925;0.409501;
-0.716747;0.421139;
-0.721203;0.432570;
-0.725289;0.443788;
-0.729003;0.454786;
-0.732341;0.465560;
-0.735301;0.476103;
-0.737881;0.486409;
-0.740078;0.496474;
-0.741890;0.506291;
-0.743316;0.515856;
-0.744352;0.525163;
-0.744999;0.534208;
-0.745254;0.542985;
-0.745116;0.551491;
-0.744584;0.559719;
-0.743657;0.567667;
-0.742336;0.575330;
-0.740618;0.582704;
-0.738504;0.589784;
-0.735994;0.596567;
-0.733089;0.603050;
-0.729788;0.609228;
-0.726091;0.615099;
-0.722001;0.620660;
-0.717517;0.625907;
-0.712642;0.630837;
-0.707375;0.635449;
-0.701720;0.639739;
-0.695677;0.643705;
-0.689250;0.647345;
-0.682439;0.650656;
-0.675249;0.653638;
-0.667680;0.656288;
-0.659737;0.658605;
-0.651423;0.660587;
-0.642740;0.662234;
-0.633693;0.663544;
-0.624285;0.664516;
-0.614520;0.665150;
-0.604403;0.665445;
-0.593938;0.665401;
-0.583130;0.665018;
-0.571984;0.664296;
-0.560504;0.663235;
-0.548697;0.661835;
-0.536568;0.660097;
-0.524122;0.658021;
-0.511366;0.655609;
-0.498307;0.652861;
-0.484949;0.649778;
-0.471301;0.646363;
-0.457368;0.642616;
-0.443159;0.638539;
-0.428680;0.634134;
-0.413939;0.629403;
-0.398944;0.624348;
-0.383702;0.618972;
-0.368222;0.613277;
-0.352513;0.607266;
-0.336582;0.600941;
-0.320438;0.594306;
-0.304090;0.587363;
-0.287548;0.580117;
-0.270821;0.572570;
-0.253918;0.564726;
-0.236848;0.556589;
-0.219622;0.548163;
-0.202249;0.539451;
-0.184740;0.530458;
-0.167104;0.521189;
-0.149353;0.511648;
-0.131497;0.501839;
-0.113545;0.491767;
-0.095510;0.481437;
-0.077402;0.470855;
-0.059232;0.460025;
-0.041012;0.448952;
-0.022752;0.437643;
-0.004463;0.426102;
0.013842;0.414336;
0.032152;0.402349;
0.050456;0.390149;
0.068742;0.377740;
0.086998;0.365130;
0.105213;0.352324;
0.123374;0.339329;
0.141471;0.326150;
0.159491;0.312796;
0.177422;0.299272;
0.195252;0.285585;
0.212971;0.271742;
0.230565;0.257749;
0.248023;0.243615;
0.265333;0.229345;
0.282485;0.214948;
0.299465;0.200429;
0.316263;0.185797;
0.332867;0.171059;
0.349265;0.156222;
0.365447;0.141294;
0.381401;0.126283;
0.397116;0.111195;
0.412581;0.096038;
0.427785;0.080821;
0.442719;0.065551;
0.457370;0.050235;
0.471730;0.034881;
0.485787;0.019497;
0.499533;0.004092;
0.512956;-0.011328;
0.526048;-0.026754;
0.538800;-0.042179;
0.551201;-0.057595;
0.563244;-0.072993;
0.574920;-0.088367;
0.586220;-0.103707;
0.597136;-0.119007;
0.607661;-0.134258;
0.617786;-0.149453;
0.627505;-0.164583;
0.636810;-0.179642;
0.645695;-0.194621;
0.654153;-0.209513;
0.662179;-0.224309;
0.669765;-0.239003;
0.676907;-0.253586;
0.683600;-0.268052;
0.689839;-0.282392;
0.695619;-0.296600;
0.700936;-0.310667;
0.705786;-0.324588;
0.710166;-0.338353;
0.714073;-0.351956;
0.717504;-0.365391;
0.720456;-0.378650;
0.722928;-0.391725;
0.724917;-0.404611;
0.726423;-0.417301;
0.727445;-0.429787;
0.727982;-0.442063;
0.728033;-0.454123;
0.727600;-0.465961;
0.726682;-0.477569;
0.725280;-0.488943;
0.723397;-0.500075;
0.721033;-0.510960;
0.718191;-0.521593;
0.714873;-0.531966;
0.711081;-0.542076;
0.706820;-0.551915;
0.702093;-0.561480;
0.696904;-0.570764;
0.691256;-0.579764;
0.685155;-0.588472;
0.678606;-0.596886;
0.671614;-0.605000;
0.664184;-0.612810;
0.656323;-0.620312;
0.648038;-0.627500;
0.639334;-0.634372;
0.630220;-0.640923;
0.620702;-0.647150;
0.610788;-0.653048;
0.600486;-0.658615;
0.589804;-0.663848;
0.578752;-0.668742;
0.567338;-0.673296;
0.555570;-0.677506;
0.543460;-0.681369;
0.531015;-0.684884;
0.518247;-0.688049;
0.505166;-0.690860;
0.491782;-0.693317;
0.478105;-0.695416;
0.464148;-0.697158;
0.449920;-0.698540;
0.435433;-0.699562;
0.420700;-0.700222;
0.405731;-0.700520;
0.390539;-0.700454;
0.375135;-0.700025;
0.359533;-0.699232;
0.343743;-0.698075;
0.327780;-0.696555;
0.311656;-0.694671;
0.295383;-0.692424;
0.278974;-0.689815;
0.262443;-0.686845;
0.245803;-0.683514;
0.229066;-0.679824;
0.212246;-0.675777;
0.195356;-0.671374;
0.178410;-0.666617;
0.161420;-0.661508;
0.144402;-0.656050;
0.127366;-0.650244;
0.110328;-0.644093;
0.093301;-0.637600;
0.076297;-0.630768;
0.059331;-0.623600;
0.042415;-0.616100;
0.025563;-0.608271;
0.008787;-0.600116;
-0.007898;-0.591640;
-0.024480;-0.582847;
-0.040946;-0.573740;
-0.057284;-0.564325;
-0.073480;-0.554606;
-0.089522;-0.544588;
-0.105398;-0.534275;
-0.121095;-0.523673;
-0.136602;-0.512787;
-0.151906;-0.501622;
-0.166995;-0.490185;
-0.181859;-0.478480;
-0.196485;-0.466514;
-0.210863;-0.454293;
-0.224982;-0.441822;
-0.238831;-0.429109;
-0.252399;-0.416160;
-0.265677;-0.402981;
-0.278655;-0.389579;
-0.291322;-0.375961;
-0.303671;-0.362134;
-0.315690;-0.348106;
-0.327373;-0.333883;
-0.338709;-0.319473;
-0.349692;-0.304884;
-0.360313;-0.290122;
-0.370565;-0.275196;
-0.380440;-0.260114;
-0.389932;-0.244883;
-0.399034;-0.229512;
-0.407739;-0.214008;
-0.416043;-0.198380;
-0.423939;-0.182636;
-0.431423;-0.166784;
-0.438489;-0.150833;
-0.445133;-0.134792;
-0.451352;-0.118668;
-0.457141;-0.102470;
-0.462498;-0.086207;
-0.467419;-0.069887;
-0.471902;-0.053520;
-0.475945;-0.037114;
-0.479546;-0.020678;
-0.482703;-0.004220;
-0.485416;0.012250;
-0.487685;0.028724;
-0.489509;0.045193;
-0.490887;0.061648;
-0.491822;0.078080;
-0.492314;0.094480;
-0.492364;0.110841;
-0.491974;0.127151;
-0.491146;0.143404;
-0.489883;0.159590;
-0.488187;0.175700;
-0.486063;0.191726;
-0.483513;0.207659;
-0.480541;0.223490;
-0.477153;0.239212;
-0.473352;0.254814;
-0.469145;0.270290;
-0.464535;0.285629;
-0.459530;0.300826;
-0.454135;0.315869;
-0.448356;0.330753;
-0.442201;0.345468;
-0.435677;0.360007;
-0.428791;0.374362;
-0.421550;0.388525;
-0.413963;0.402487;
-0.406038;0.416243;
-0.397784;0.429783;
-0.389209;0.443101;
-0.380322;0.456190;
-0.371134;0.469042;
-0.361653;0.481650;
-0.351889;0.494007;
-0.341853;0.506107;
-0.331554;0.517942;
-0.321004;0.529507;
-0.310212;0.540795;
-0.299190;0.551800;
-0.287949;0.562516;
-0.276500;0.572936;
-0.264855;0.583056;
-0.253024;0.592869;
-0.241020;0.602369;
-0.228854;0.611553;
-0.216539;0.620414;
-0.204085;0.628948;
-0.191507;0.637150;
-0.178814;0.645015;
-0.166021;0.652540;
-0.153138;0.659718;
-0.140179;0.666548;
-0.127156;0.673024;
-0.114081;0.679143;
-0.100967;0.684901;
-0.087826;0.690296;
-0.074671;0.695324;
-0.061514;0.699982;
-0.048368;0.704268;
-0.035244;0.708179;
-0.022156;0.711712;
-0.009116;0.714865;
0.003865;0.717637;
0.016774;0.720026;
0.029599;0.722031;
0.042327;0.723649;
0.054948;0.724880;
0.067449;0.725723;
0.079819;0.726178;
0.092046;0.726243;
0.104119;0.725919;
0.116027;0.725205;
0.127758;0.724102;
0.139302;0.722610;
0.150648;0.720729;
0.161786;0.718461;
0.172705;0.715806;
0.183395;0.712766;
0.193846;0.709341;
0.204049;0.705534;
0.213993;0.701347;
0.223671;0.696781;
0.233072;0.691839;
0.242189;0.686522;
0.251012;0.680835;
0.259533;0.674779;
0.267745;0.668359;
0.275640;0.661576;
0.283210;0.654435;
0.290448;0.646939;
0.297347;0.639092;
0.303901;0.630898;
0.310103;0.622362;
0.315948;0.613488;
0.321430;0.604281;
0.326543;0.594745;
0.331283;0.584885;
0.335644;0.574708;
0.339623;0.564217;
0.343215;0.553419;
0.346416;0.542320;
0.349224;0.530925;
0.351634;0.519241;
0.353645;0.507273;
0.355254;0.495029;
0.356459;0.482514;
0.357257;0.469736;
0.357649;0.456702;
0.357632;0.443418;
0.357206;0.429891;
0.356371;0.416130;
0.355126;0.402141;
0.353472;0.387932;
0.351411;0.373512;
0.348941;0.358886;
0.346067;0.344065;
0.342787;0.329055;
0.339106;0.313865;
0.335026;0.298503;
0.330548;0.282978;
0.325677;0.267297;
0.320415;0.251471;
0.314767;0.235506;
0.308736;0.219413;
0.302327;0.203200;
0.295544;0.186875;
0.288394;0.170448;
0.280880;0.153928;
0.273009;0.137324;
0.264787;0.120644;
0.256221;0.103899;
0.247315;0.087096;
0.238079;0.070246;
0.228518;0.053358;
0.218640;0.036441;
0.208454;0.019503;
0.197967;0.002556;
0.187187;-0.014393;
0.176123;-0.031334;
0.164783;-0.048257;
0.153178;-0.065154;
0.141316;-0.082015;
0.129207;-0.098830;
0.116860;-0.115592;
0.104286;-0.132289;
0.091495;-0.148915;
0.078497;-0.165458;
0.065303;-0.181911;
0.051924;-0.198264;
0.038371;-0.214508;
0.024655;-0.230635;
0.010787;-0.246635;
-0.003221;-0.262501;
-0.017357;-0.278223;
-0.031610;-0.293792;
-0.045968;-0.309201;
-0.060418;-0.324441;
-0.074949;-0.339503;
-0.089548;-0.354380;
-0.104203;-0.369063;
-0.118901;-0.383545;
-0.133630;-0.397818;
-0.148378;-0.411873;
-0.163131;-0.425704;
-0.177877;-0.439302;
-0.192603;-0.452661;
-0.207297;-0.465774;
-0.221945;-0.478633;
-0.236536;-0.491231;
-0.251056;-0.503561;
-0.265493;-0.515618;
-0.279834;-0.527394;
-0.294066;-0.538884;
-0.308177;-0.550080;
-0.322154;-0.560978;
-0.335986;-0.571571;
-0.349658;-0.581853;
-0.363160;-0.591820;
-0.376478;-0.601465;
