Frequency_Hz	H1_abs	H2_abs	Coherence
5.76468954e-01	7.86925924e-03	3.77935988e-02	2.08216722e-01
5.83414363e-01	1.11358066e-02	4.14358903e-02	2.68747854e-01
5.90359772e-01	1.14071847e-02	4.18504807e-02	2.72569980e-01
5.97305181e-01	8.09760925e-03	5.59147473e-02	1.44820636e-01
6.04250590e-01	6.55767943e-03	8.02143857e-02	8.17519124e-02
6.11195999e-01	6.64866741e-03	8.18362351e-02	8.12435641e-02
6.18141409e-01	9.79245611e-03	3.93692225e-02	2.48733795e-01
6.25086818e-01	9.29136781e-03	2.98564024e-02	3.11201855e-01
6.32032227e-01	6.26927635e-03	3.73719639e-02	1.67753463e-01
6.38977636e-01	5.44346750e-03	4.85991130e-02	1.12007548e-01
6.45923045e-01	6.68221455e-03	3.81988236e-02	1.74932470e-01
6.52868454e-01	1.15372767e-02	2.51054794e-02	4.59552138e-01
6.59813863e-01	9.48125771e-03	2.42617869e-02	3.90789753e-01
6.66759272e-01	7.01927562e-03	2.17812963e-02	3.22261611e-01
6.73704681e-01	6.80537954e-03	2.43500622e-02	2.79480992e-01
6.80650090e-01	8.14762356e-03	2.46478562e-02	3.30561145e-01
6.87595499e-01	8.57092605e-03	2.27194450e-02	3.77250678e-01
6.94540908e-01	8.82282617e-03	1.82741992e-02	4.82802343e-01
7.01486318e-01	1.15606863e-02	1.98555410e-02	5.82239801e-01
7.08431727e-01	8.40178493e-03	2.56608995e-02	3.27415839e-01
7.15377136e-01	9.66674184e-03	2.22044439e-02	4.35351674e-01
7.22322545e-01	9.24374170e-03	2.19523814e-02	4.21081501e-01
7.29267954e-01	6.76520984e-03	2.45025855e-02	2.76101876e-01
7.36213363e-01	1.10735307e-02	2.62315829e-02	4.22144968e-01
7.43158772e-01	1.20013521e-02	2.24464610e-02	5.34665671e-01
7.50104181e-01	9.64794285e-03	1.96373201e-02	4.91306492e-01
7.57049590e-01	9.38662042e-03	1.89083305e-02	4.96427775e-01
7.63994999e-01	1.05316076e-02	2.01258157e-02	5.23288482e-01
7.70940408e-01	8.48209577e-03	1.75329250e-02	4.83780988e-01
7.77885817e-01	8.88837249e-03	1.91910215e-02	4.63152651e-01
7.84831227e-01	8.11916879e-03	1.95085717e-02	4.16184687e-01
7.91776636e-01	1.01590758e-02	1.77894622e-02	5.71072675e-01
7.98722045e-01	1.00496656e-02	1.67309932e-02	6.00661631e-01
8.05667454e-01	1.12427617e-02	1.82912251e-02	6.14653293e-01
8.12612863e-01	1.13107153e-02	1.73463709e-02	6.52050814e-01
8.19558272e-01	1.11002034e-02	1.83752851e-02	6.04083331e-01
8.26503681e-01	1.21298942e-02	1.64862794e-02	7.35756921e-01
8.33449090e-01	1.09268208e-02	1.64545606e-02	6.64060322e-01
8.40394499e-01	9.71946617e-03	1.62666960e-02	5.97507088e-01
8.47339908e-01	1.00338570e-02	1.75076032e-02	5.73114255e-01
8.54285317e-01	1.30512902e-02	1.97215703e-02	6.61777436e-01
8.61230726e-01	1.28285952e-02	1.77083681e-02	7.24436893e-01
8.68176136e-01	1.33070376e-02	1.77352022e-02	7.50317779e-01
8.75121545e-01	1.35157557e-02	1.88106706e-02	7.18515355e-01
8.82066954e-01	1.24976473e-02	1.66014784e-02	7.52803274e-01
8.89012363e-01	1.20149434e-02	1.65154262e-02	7.27498233e-01
8.95957772e-01	1.27178142e-02	1.68932517e-02	7.52833996e-01
9.02903181e-01	1.28730609e-02	1.65666251e-02	7.77047883e-01
9.09848590e-01	1.26557813e-02	1.66958129e-02	7.58021269e-01
9.16793999e-01	1.38772593e-02	1.78626873e-02	7.76885308e-01
9.23739408e-01	1.43500175e-02	1.77821367e-02	8.06990621e-01
9.30684817e-01	1.41632980e-02	1.67634594e-02	8.44891122e-01
9.37630226e-01	1.27985788e-02	1.76475805e-02	7.25231360e-01
9.44575636e-01	1.34861389e-02	1.96765508e-02	6.85391409e-01
9.51521045e-01	1.47774764e-02	1.93561557e-02	7.63450998e-01
9.58466454e-01	1.51758478e-02	1.92824182e-02	7.87030321e-01
9.65411863e-01	1.39639063e-02	1.78145922e-02	7.83846533e-01
9.72357272e-01	1.52571774e-02	1.79974569e-02	8.47740736e-01
9.79302681e-01	1.52997511e-02	1.73074999e-02	8.83995448e-01
9.86248090e-01	1.44443546e-02	1.64657972e-02	8.77233848e-01
9.93193499e-01	1.43604743e-02	1.71956891e-02	8.35120607e-01
1.00013891e+00	1.47627061e-02	1.72220275e-02	8.57199077e-01
1.00708432e+00	1.45516993e-02	1.78175285e-02	8.16706945e-01
1.01402973e+00	1.67016355e-02	1.98208231e-02	8.42630777e-01
1.02097514e+00	1.79917625e-02	2.08989945e-02	8.60891294e-01
1.02792054e+00	1.67146174e-02	1.95576646e-02	8.54632582e-01
1.03486595e+00	1.76544469e-02	1.97430037e-02	8.94212811e-01
1.04181136e+00	1.85235245e-02	2.07965148e-02	8.90703304e-01
1.04875677e+00	1.78224603e-02	2.03152229e-02	8.77295826e-01
1.05570218e+00	1.86739615e-02	2.03951285e-02	9.15608917e-01
1.06264759e+00	1.93764854e-02	2.08063634e-02	9.31276889e-01
1.06959300e+00	1.87084547e-02	2.07296409e-02	9.02497767e-01
1.07653841e+00	2.07542413e-02	2.26641115e-02	9.15731519e-01
1.08348382e+00	1.99961351e-02	2.15376603e-02	9.28426524e-01
1.09042923e+00	2.03271861e-02	2.16970180e-02	9.36865426e-01
1.09737464e+00	2.10240431e-02	2.23994983e-02	9.38594373e-01
1.10432004e+00	2.21423156e-02	2.36499345e-02	9.36252723e-01
1.11126545e+00	2.29061208e-02	2.44338511e-02	9.37474842e-01
1.11821086e+00	2.27861856e-02	2.45067317e-02	9.29792921e-01
1.12515627e+00	2.31777813e-02	2.51845193e-02	9.20318592e-01
1.13210168e+00	2.27905982e-02	2.46616931e-02	9.24129503e-01
1.13904709e+00	2.26610247e-02	2.39278992e-02	9.47054502e-01
1.14599250e+00	2.25479222e-02	2.41113203e-02	9.35159169e-01
1.15293791e+00	2.55765960e-02	2.73631066e-02	9.34710973e-01
1.15988332e+00	2.69258727e-02	2.82769884e-02	9.52218545e-01
1.16682873e+00	2.73370979e-02	2.85977908e-02	9.55916425e-01
1.17377414e+00	2.84299147e-02	2.98435539e-02	9.52631674e-01
1.18071954e+00	3.03192315e-02	3.16903064e-02	9.56735197e-01
1.18766495e+00	3.02237025e-02	3.15319732e-02	9.58509709e-01
1.19461036e+00	3.10664532e-02	3.21843626e-02	9.65265447e-01
1.20155577e+00	3.20537856e-02	3.34520986e-02	9.58199543e-01
1.20850118e+00	3.36634481e-02	3.47793982e-02	9.67913471e-01
1.21544659e+00	3.76923727e-02	3.86367480e-02	9.75557587e-01
1.22239200e+00	4.02799359e-02	4.15579698e-02	9.69246960e-01
1.22933741e+00	4.14412773e-02	4.28594461e-02	9.66911172e-01
1.23628282e+00	4.66369488e-02	4.76912155e-02	9.77893902e-01
1.24322823e+00	5.17167158e-02	5.23958364e-02	9.87038655e-01
1.25017364e+00	5.69127544e-02	5.79059234e-02	9.82848577e-01
1.25711904e+00	6.73920412e-02	6.92277218e-02	9.73483447e-01
1.26406445e+00	8.44947144e-02	8.75445573e-02	9.65162393e-01
1.27100986e+00	1.19969103e-01	1.31854948e-01	9.09856664e-01
1.27795527e+00	1.85082990e-01	2.96052362e-01	6.25169778e-01
1.28490068e+00	1.72159857e-01	4.07001507e-01	4.22995626e-01
1.29184609e+00	1.10357724e-01	1.33948224e-01	8.23883446e-01
1.29879150e+00	6.33517059e-02	6.96386808e-02	9.09720075e-01
1.30573691e+00	3.96118432e-02	4.21188625e-02	9.40477516e-01
1.31268232e+00	2.55812281e-02	2.69830813e-02	9.48046953e-01
1.31962773e+00	1.82794488e-02	1.90097895e-02	9.61580808e-01
1.32657314e+00	1.39692639e-02	1.46311226e-02	9.54763639e-01
1.33351854e+00	9.53450743e-03	1.01926070e-02	9.35433638e-01
1.34046395e+00	5.60332767e-03	6.29363313e-03	8.90316858e-01
1.34740936e+00	2.57273746e-03	4.10047677e-03	6.27423981e-01
1.35435477e+00	7.65102635e-05	4.18259052e-02	1.82925541e-03
1.36130018e+00	1.90686040e-03	4.41710952e-03	4.31698692e-01
1.36824559e+00	3.47473641e-03	4.52377826e-03	7.68104937e-01
1.37519100e+00	5.00186126e-03	5.77892879e-03	8.65534330e-01
1.38213641e+00	6.57339570e-03	7.37739585e-03	8.91018435e-01
1.38908182e+00	8.11171095e-03	8.61338516e-03	9.41756441e-01
1.39602723e+00	8.97121347e-03	9.44594708e-03	9.49742084e-01
1.40297264e+00	9.64894148e-03	1.01057380e-02	9.54798301e-01
1.40991804e+00	1.04466876e-02	1.08038521e-02	9.66941009e-01
1.41686345e+00	1.17756088e-02	1.21428745e-02	9.69754632e-01
1.42380886e+00	1.23484743e-02	1.28157000e-02	9.63542713e-01
1.43075427e+00	1.30552165e-02	1.36440655e-02	9.56842114e-01
1.43769968e+00	1.34365360e-02	1.39817877e-02	9.61002719e-01
1.44464509e+00	1.36660797e-02	1.40463725e-02	9.72925906e-01
1.45159050e+00	1.44049166e-02	1.47371920e-02	9.77453274e-01
1.45853591e+00	1.50532363e-02	1.54580150e-02	9.73814318e-01
1.46548132e+00	1.61214137e-02	1.64935937e-02	9.77434876e-01
1.47242673e+00	1.71261886e-02	1.74427084e-02	9.81853745e-01
1.47937214e+00	1.74589117e-02	1.78652697e-02	9.77254304e-01
1.48631754e+00	1.77270097e-02	1.80526917e-02	9.81959366e-01
1.49326295e+00	1.75517719e-02	1.78163342e-02	9.85150579e-01
1.50020836e+00	1.84686958e-02	1.87148417e-02	9.86847552e-01
1.50715377e+00	1.88446267e-02	1.91536632e-02	9.83865408e-01
1.51409918e+00	1.99490203e-02	2.02391683e-02	9.85664035e-01
1.52104459e+00	2.02946875e-02	2.05563777e-02	9.87269634e-01
1.52799000e+00	2.06331653e-02	2.08981901e-02	9.87318291e-01
1.53493541e+00	2.06944368e-02	2.09979140e-02	9.85547266e-01
1.54188082e+00	2.12203968e-02	2.15605494e-02	9.84223379e-01
1.54882623e+00	2.17381979e-02	2.19366427e-02	9.90953728e-01
1.55577163e+00	2.18210968e-02	2.20761632e-02	9.88446073e-01
1.56271704e+00	2.30309389e-02	2.32971670e-02	9.88572511e-01
1.56966245e+00	2.34866329e-02	2.37399496e-02	9.89329517e-01
1.57660786e+00	2.35164881e-02	2.37810639e-02	9.88874514e-01
1.58355327e+00	2.38856598e-02	2.41105265e-02	9.90673507e-01
1.59049868e+00	2.42354772e-02	2.44499939e-02	9.91226308e-01
1.59744409e+00	2.52004642e-02	2.54860050e-02	9.88796169e-01
1.60438950e+00	2.52729881e-02	2.55499816e-02	9.89158762e-01
1.61133491e+00	2.53477919e-02	2.55563389e-02	9.91839715e-01
1.61828032e+00	2.64592907e-02	2.66608012e-02	9.92441693e-01
1.62522573e+00	2.73949989e-02	2.75501894e-02	9.94366989e-01
1.63217113e+00	2.72133558e-02	2.74785659e-02	9.90348474e-01
1.63911654e+00	2.73225023e-02	2.75962324e-02	9.90080892e-01
1.64606195e+00	2.74068916e-02	2.76573199e-02	9.90945317e-01
1.65300736e+00	2.85717349e-02	2.88119858e-02	9.91661424e-01
1.65995277e+00	2.90636596e-02	2.92374922e-02	9.94054463e-01
1.66689818e+00	2.93612229e-02	2.95958983e-02	9.92070678e-01
1.67384359e+00	3.00409190e-02	3.02872658e-02	9.91866326e-01
1.68078900e+00	3.01383107e-02	3.03308578e-02	9.93651775e-01
1.68773441e+00	3.06090351e-02	3.07292528e-02	9.96087842e-01
1.69467982e+00	3.17339321e-02	3.19335718e-02	9.93748282e-01
1.70162523e+00	3.25455961e-02	3.27245974e-02	9.94530068e-01
1.70857063e+00	3.27435578e-02	3.29644555e-02	9.93298914e-01
1.71551604e+00	3.35676466e-02	3.37837445e-02	9.93603495e-01
1.72246145e+00	3.45829609e-02	3.47822664e-02	9.94269911e-01
1.72940686e+00	3.53743724e-02	3.55595416e-02	9.94792699e-01
1.73635227e+00	3.62737874e-02	3.63985872e-02	9.96571301e-01
1.74329768e+00	3.74026571e-02	3.75106412e-02	9.97121241e-01
1.75024309e+00	3.84740184e-02	3.86035365e-02	9.96644916e-01
1.75718850e+00	4.00730394e-02	4.02462027e-02	9.95697401e-01
1.76413391e+00	4.16065556e-02	4.17735038e-02	9.96003491e-01
1.77107932e+00	4.41419565e-02	4.43134266e-02	9.96130515e-01
1.77802473e+00	4.67082617e-02	4.68690471e-02	9.96569475e-01
1.78497013e+00	4.98416577e-02	5.00717487e-02	9.95404774e-01
1.79191554e+00	5.61284209e-02	5.67512487e-02	9.89025303e-01
1.79886095e+00	6.61452507e-02	6.73083797e-02	9.82719403e-01
1.80580636e+00	8.41917233e-02	9.13438223e-02	9.21701338e-01
1.81275177e+00	8.53056877e-02	2.09114523e-01	4.07937652e-01
1.81969718e+00	4.38814269e-02	8.10717391e-02	5.41266629e-01
1.82664259e+00	2.08128162e-02	3.19324510e-02	6.51776345e-01
1.83358800e+00	6.99130662e-03	2.33157984e-02	2.99852765e-01
1.84053341e+00	9.91202295e-03	1.23344013e-02	8.03607950e-01
1.84747882e+00	1.66190573e-02	1.71548249e-02	9.68768696e-01
1.85442423e+00	2.04086619e-02	2.06654050e-02	9.87576187e-01
1.86136963e+00	2.32796380e-02	2.35281818e-02	9.89436335e-01
1.86831504e+00	2.55195926e-02	2.56483554e-02	9.94979686e-01
1.87526045e+00	2.73099676e-02	2.74379062e-02	9.95337159e-01
1.88220586e+00	2.87534680e-02	2.88678300e-02	9.96038425e-01
1.88915127e+00	3.00371294e-02	3.01351889e-02	9.96746012e-01
1.89609668e+00	3.12106844e-02	3.12983814e-02	9.97198031e-01
1.90304209e+00	3.20521362e-02	3.21447185e-02	9.97119830e-01
1.90998750e+00	3.32274206e-02	3.33164242e-02	9.97328537e-01
1.91693291e+00	3.39647836e-02	3.40512850e-02	9.97459671e-01
1.92387832e+00	3.48971194e-02	3.49829209e-02	9.97547332e-01
1.93082373e+00	3.62330722e-02	3.63189517e-02	9.97635407e-01
1.93776913e+00	3.68975766e-02	3.70230086e-02	9.96612053e-01
1.94471454e+00	3.72853741e-02	3.74006137e-02	9.96918778e-01
1.95165995e+00	3.80504413e-02	3.81268463e-02	9.97996033e-01
1.95860536e+00	3.86762030e-02	3.87596965e-02	9.97845868e-01
1.96555077e+00	3.94015057e-02	3.95217817e-02	9.96956715e-01
1.97249618e+00	4.02070328e-02	4.03668371e-02	9.96041199e-01
1.97944159e+00	4.04990566e-02	4.06244689e-02	9.96912887e-01
1.98638700e+00	4.12406501e-02	4.13269811e-02	9.97911025e-01
1.99333241e+00	4.14624246e-02	4.15401730e-02	9.98128357e-01
2.00027782e+00	4.23235259e-02	4.24031071e-02	9.98123222e-01
2.00722323e+00	4.31465366e-02	4.32336041e-02	9.97986114e-01
2.01416863e+00	4.43602750e-02	4.44330081e-02	9.98363083e-01
2.02111404e+00	4.51196479e-02	4.51968796e-02	9.98291216e-01
2.02805945e+00	4.53197421e-02	4.53911325e-02	9.98427217e-01
2.03500486e+00	4.60160883e-02	4.61035149e-02	9.98103688e-01
2.04195027e+00	4.70763758e-02	4.71435111e-02	9.98575937e-01
2.04889568e+00	4.81649197e-02	4.82512229e-02	9.98211379e-01
2.05584109e+00	4.89463895e-02	4.90498333e-02	9.97891047e-01
2.06278650e+00	4.98195004e-02	4.99286586e-02	9.97813717e-01
2.06973191e+00	5.05227102e-02	5.05875163e-02	9.98718931e-01
2.07667732e+00	5.13209508e-02	5.13725663e-02	9.98995271e-01
2.08362273e+00	5.21646557e-02	5.22210377e-02	9.98920320e-01
2.09056813e+00	5.32046801e-02	5.32865610e-02	9.98463387e-01
2.09751354e+00	5.49591645e-02	5.50301650e-02	9.98709790e-01
2.10445895e+00	5.62794770e-02	5.63390056e-02	9.98943385e-01
2.11140436e+00	5.70057301e-02	5.70649712e-02	9.98961864e-01
2.11834977e+00	5.84521260e-02	5.85181629e-02	9.98871514e-01
2.12529518e+00	5.97659753e-02	5.98224213e-02	9.99056441e-01
2.13224059e+00	6.04379416e-02	6.05098467e-02	9.98811680e-01
2.13918600e+00	6.18826400e-02	6.19771739e-02	9.98474698e-01
2.14613141e+00	6.42188748e-02	6.43005758e-02	9.98729389e-01
2.15307682e+00	6.69783830e-02	6.70541523e-02	9.98870029e-01
2.16002223e+00	6.90886624e-02	6.91482391e-02	9.99138421e-01
2.16696763e+00	7.06353454e-02	7.07198076e-02	9.98805678e-01
2.17391304e+00	7.28992199e-02	7.30269016e-02	9.98251580e-01
2.18085845e+00	7.60243767e-02	7.61555572e-02	9.98277467e-01
2.18780386e+00	7.99200717e-02	8.00504377e-02	9.98371452e-01
2.19474927e+00	8.40773924e-02	8.42215722e-02	9.98288089e-01
2.20169468e+00	8.84146341e-02	8.85361450e-02	9.98627556e-01
2.20864009e+00	9.33946018e-02	9.35867437e-02	9.97946912e-01
2.21558550e+00	1.01497397e-01	1.01837377e-01	9.96661541e-01
2.22253091e+00	1.11113235e-01	1.11426475e-01	9.97188812e-01
2.22947632e+00	1.22465480e-01	1.23038353e-01	9.95343948e-01
2.23642173e+00	1.40070465e-01	1.41315496e-01	9.91189707e-01
2.24336713e+00	1.68598885e-01	1.71583361e-01	9.82606261e-01
2.25031254e+00	2.17561678e-01	2.25393705e-01	9.65251793e-01
2.25725795e+00	3.08432043e-01	3.45132313e-01	8.93663188e-01
2.26420336e+00	3.73252263e-01	9.89959777e-01	3.77037806e-01
2.27114877e+00	3.08167809e-01	5.24997150e-01	5.86989489e-01
2.27809418e+00	1.74756405e-01	2.02190426e-01	8.64315921e-01
2.28503959e+00	1.05228399e-01	1.13817490e-01	9.24536280e-01
2.29198500e+00	6.81803766e-02	7.21067803e-02	9.45547372e-01
2.29893041e+00	4.77188338e-02	4.99453302e-02	9.55421330e-01
2.30587582e+00	3.33693316e-02	3.54092446e-02	9.42390385e-01
2.31282123e+00	2.07278994e-02	2.26849225e-02	9.13730224e-01
2.31976663e+00	1.05965369e-02	1.28912399e-02	8.21995167e-01
2.32671204e+00	3.17965767e-03	8.04822144e-03	3.95075818e-01
2.33365745e+00	3.25397409e-03	6.02404603e-03	5.40164215e-01
2.34060286e+00	7.86614198e-03	8.76999045e-03	8.96938488e-01
2.34754827e+00	1.23045597e-02	1.27432490e-02	9.65574770e-01
2.35449368e+00	1.57750729e-02	1.60447642e-02	9.83191324e-01
2.36143909e+00	1.85205642e-02	1.87085950e-02	9.89949499e-01
2.36838450e+00	2.09256215e-02	2.10430273e-02	9.94420677e-01
2.37532991e+00	2.32373367e-02	2.33355790e-02	9.95790022e-01
2.38227532e+00	2.55841511e-02	2.56915901e-02	9.95818125e-01
2.38922073e+00	2.75798996e-02	2.76792898e-02	9.96409221e-01
2.39616613e+00	2.95269547e-02	2.96052097e-02	9.97356715e-01
2.40311154e+00	3.11445182e-02	3.12110762e-02	9.97867489e-01
2.41005695e+00	3.25925419e-02	3.26483616e-02	9.98290275e-01
2.41700236e+00	3.38637794e-02	3.39273273e-02	9.98126940e-01
2.42394777e+00	3.54423922e-02	3.55019671e-02	9.98321928e-01
2.43089318e+00	3.69091594e-02	3.69601084e-02	9.98621514e-01
2.43783859e+00	3.79433548e-02	3.79791007e-02	9.99058800e-01
2.44478400e+00	3.87369721e-02	3.87761410e-02	9.98989872e-01
2.45172941e+00	3.97827261e-02	3.98179226e-02	9.99116063e-01
2.45867482e+00	4.09765479e-02	4.10132194e-02	9.99105862e-01
2.46562023e+00	4.21802995e-02	4.22228218e-02	9.98992907e-01
2.47256563e+00	4.31852403e-02	4.32232616e-02	9.99120350e-01
2.47951104e+00	4.41542937e-02	4.41957285e-02	9.99062471e-01
2.48645645e+00	4.47156060e-02	4.47398326e-02	9.99458501e-01
2.49340186e+00	4.53000599e-02	4.53236741e-02	9.99478988e-01
2.50034727e+00	4.61679808e-02	4.61937362e-02	9.99442448e-01
2.50729268e+00	4.70954146e-02	4.71351806e-02	9.99156342e-01
2.51423809e+00	4.80331108e-02	4.80697880e-02	9.99237002e-01
2.52118350e+00	4.88337679e-02	4.88655986e-02	9.99348607e-01
2.52812891e+00	4.94384290e-02	4.94729285e-02	9.99302658e-01
2.53507432e+00	5.01126189e-02	5.01444888e-02	9.99364437e-01
2.54201972e+00	5.08203744e-02	5.08530107e-02	9.99358224e-01
2.54896513e+00	5.17719145e-02	5.18059745e-02	9.99342547e-01
2.55591054e+00	5.28842465e-02	5.29200556e-02	9.99323336e-01
2.56285595e+00	5.34522358e-02	5.34779824e-02	9.99518557e-01
2.56980136e+00	5.40580411e-02	5.40798068e-02	9.99597526e-01
2.57674677e+00	5.46639397e-02	5.46999837e-02	9.99341060e-01
2.58369218e+00	5.53438779e-02	5.53755463e-02	9.99428115e-01
2.59063759e+00	5.63846236e-02	5.64152368e-02	9.99457359e-01
2.59758300e+00	5.74944101e-02	5.75203002e-02	9.99549896e-01
2.60452841e+00	5.77873441e-02	5.78146047e-02	9.99528482e-01
2.61147382e+00	5.78556484e-02	5.78928833e-02	9.99356832e-01
2.61841922e+00	5.85269928e-02	5.85553191e-02	9.99516247e-01
2.62536463e+00	5.98753797e-02	5.99074255e-02	9.99465077e-01
2.63231004e+00	6.02466728e-02	6.02645473e-02	9.99703398e-01
2.63925545e+00	6.03347799e-02	6.03520884e-02	9.99713208e-01
2.64620086e+00	6.07501692e-02	6.07713278e-02	9.99651832e-01
2.65314627e+00	6.19789280e-02	6.20153660e-02	9.99412437e-01
2.66009168e+00	6.34261826e-02	6.34632610e-02	9.99415750e-01
2.66703709e+00	6.34423566e-02	6.34700467e-02	9.99563729e-01
2.67398250e+00	6.34088622e-02	6.34355087e-02	9.99579942e-01
2.68092791e+00	6.45039846e-02	6.45326082e-02	9.99556449e-01
