Frequency_Hz	H1_abs	H2_abs	Coherence
5.69523545e-01	4.03797049e-03	5.62004556e-02	7.18494261e-02
5.76468954e-01	6.10144037e-03	3.63127852e-02	1.68024577e-01
5.83414363e-01	5.04083796e-03	4.80339651e-02	1.04943199e-01
5.90359772e-01	8.90437747e-03	3.71825919e-02	2.39477051e-01
5.97305181e-01	8.38019450e-03	3.40270733e-02	2.46280202e-01
6.04250590e-01	4.02581516e-03	5.28175236e-02	7.62212024e-02
6.11195999e-01	2.40055630e-03	7.24951345e-02	3.31133437e-02
6.18141409e-01	4.01780492e-03	4.43362307e-02	9.06212560e-02
6.25086818e-01	4.87570406e-03	3.06535818e-02	1.59058217e-01
6.32032227e-01	4.66091049e-03	4.35089992e-02	1.07125206e-01
6.38977636e-01	5.97006007e-03	3.93758498e-02	1.51617301e-01
6.45923045e-01	4.51444530e-03	2.55761861e-02	1.76509714e-01
6.52868454e-01	5.07833518e-03	2.02193271e-02	2.51162423e-01
6.59813863e-01	4.90784474e-03	2.62186716e-02	1.87188917e-01
6.66759272e-01	5.79975494e-03	2.37489341e-02	2.44211168e-01
6.73704681e-01	5.48918017e-03	1.96653840e-02	2.79129060e-01
6.80650090e-01	6.41138813e-03	1.39496683e-02	4.59608645e-01
6.87595499e-01	6.47249504e-03	1.25831404e-02	5.14378353e-01
6.94540908e-01	6.87073368e-03	1.45158836e-02	4.73325213e-01
7.01486318e-01	6.86205806e-03	1.81790444e-02	3.77470779e-01
7.08431727e-01	6.74022050e-03	1.53337109e-02	4.39568775e-01
7.15377136e-01	7.35364162e-03	1.37908558e-02	5.33225911e-01
7.22322545e-01	9.71109433e-03	1.58714399e-02	6.11859694e-01
7.29267954e-01	9.64459486e-03	1.74886330e-02	5.51477914e-01
7.36213363e-01	8.99954404e-03	1.68043482e-02	5.35548534e-01
7.43158772e-01	9.57314129e-03	1.76348300e-02	5.42854186e-01
7.50104181e-01	9.98736569e-03	1.92517433e-02	5.18777211e-01
7.57049590e-01	1.26114234e-02	1.91518575e-02	6.58496094e-01
7.63994999e-01	1.22726019e-02	1.90746411e-02	6.43398837e-01
7.70940408e-01	9.76990627e-03	1.63960086e-02	5.95871014e-01
7.77885817e-01	9.37144895e-03	1.53190109e-02	6.11752874e-01
7.84831227e-01	1.02970629e-02	1.51047662e-02	6.81709519e-01
7.91776636e-01	1.03018180e-02	1.36015382e-02	7.57400952e-01
7.98722045e-01	1.00289716e-02	1.37771129e-02	7.27944361e-01
8.05667454e-01	9.88678760e-03	1.36707098e-02	7.23209527e-01
8.12612863e-01	1.16562658e-02	1.53322042e-02	7.60247237e-01
8.19558272e-01	1.32696171e-02	1.68925217e-02	7.85532044e-01
8.26503681e-01	1.29915065e-02	1.76238562e-02	7.37154592e-01
8.33449090e-01	1.37028908e-02	1.77057705e-02	7.73922309e-01
8.40394499e-01	1.42328462e-02	1.77246244e-02	8.02998466e-01
8.47339908e-01	1.28524114e-02	1.71318642e-02	7.50205070e-01
8.54285317e-01	1.13950116e-02	1.64373122e-02	6.93240567e-01
8.61230726e-01	1.32356541e-02	1.62262448e-02	8.15694216e-01
8.68176136e-01	1.44072811e-02	1.68976068e-02	8.52622583e-01
8.75121545e-01	1.38735058e-02	1.58129934e-02	8.77348488e-01
8.82066954e-01	1.53731263e-02	1.77132959e-02	8.67886267e-01
8.89012363e-01	1.62191449e-02	1.79466696e-02	9.03741210e-01
8.95957772e-01	1.55430156e-02	1.76580659e-02	8.80221862e-01
9.02903181e-01	1.59943780e-02	1.81670465e-02	8.80406068e-01
9.09848590e-01	1.66787910e-02	1.80649337e-02	9.23268873e-01
9.16793999e-01	1.75604452e-02	1.88540136e-02	9.31390288e-01
9.23739408e-01	1.85089930e-02	1.98140269e-02	9.34135857e-01
9.30684817e-01	1.82929176e-02	2.00507925e-02	9.12328909e-01
9.37630226e-01	1.82228695e-02	2.00263957e-02	9.09942546e-01
9.44575636e-01	1.82967412e-02	1.99066206e-02	9.19128445e-01
9.51521045e-01	1.84678118e-02	2.00267940e-02	9.22155175e-01
9.58466454e-01	1.84291327e-02	2.01703956e-02	9.13672348e-01
9.65411863e-01	1.95348825e-02	2.08066820e-02	9.38875434e-01
9.72357272e-01	2.00581908e-02	2.11407038e-02	9.48794846e-01
9.79302681e-01	2.12989800e-02	2.24682191e-02	9.47960312e-01
9.86248090e-01	2.29095720e-02	2.37357720e-02	9.65191780e-01
9.93193499e-01	2.36098405e-02	2.43752217e-02	9.68600035e-01
1.00013891e+00	2.46521554e-02	2.53803693e-02	9.71307984e-01
1.00708432e+00	2.62241712e-02	2.70369425e-02	9.69938490e-01
1.01402973e+00	2.90176518e-02	2.96972398e-02	9.77116123e-01
1.02097514e+00	3.00403975e-02	3.07504966e-02	9.76907722e-01
1.02792054e+00	3.19075901e-02	3.26404599e-02	9.77547196e-01
1.03486595e+00	3.38413664e-02	3.46185366e-02	9.77550458e-01
1.04181136e+00	3.59095427e-02	3.65676181e-02	9.82003875e-01
1.04875677e+00	3.75951249e-02	3.82722908e-02	9.82306628e-01
1.05570218e+00	3.85740117e-02	3.91826906e-02	9.84465617e-01
1.06264759e+00	4.04528290e-02	4.08638311e-02	9.89942154e-01
1.06959300e+00	4.35605536e-02	4.39959736e-02	9.90103186e-01
1.07653841e+00	4.60933864e-02	4.66152920e-02	9.88803983e-01
1.08348382e+00	4.66113055e-02	4.70434064e-02	9.90814847e-01
1.09042923e+00	4.80695720e-02	4.85283164e-02	9.90546871e-01
1.09737464e+00	5.17422812e-02	5.23065520e-02	9.89212235e-01
1.10432004e+00	5.53521928e-02	5.57842109e-02	9.92255548e-01
1.11126545e+00	5.74251532e-02	5.77626678e-02	9.94156873e-01
1.11821086e+00	5.99855537e-02	6.02792444e-02	9.95127830e-01
1.12515627e+00	6.39173188e-02	6.43040065e-02	9.93986569e-01
1.13210168e+00	6.77644368e-02	6.80487785e-02	9.95821503e-01
1.13904709e+00	7.09203032e-02	7.12547278e-02	9.95306634e-01
1.14599250e+00	7.54738200e-02	7.58836908e-02	9.94598697e-01
1.15293791e+00	8.13871486e-02	8.18693024e-02	9.94110689e-01
1.15988332e+00	8.75719170e-02	8.80596665e-02	9.94461148e-01
1.16682873e+00	9.41009408e-02	9.44728653e-02	9.96063160e-01
1.17377414e+00	9.99519610e-02	1.00341351e-01	9.96119348e-01
1.18071954e+00	1.08254108e-01	1.08737296e-01	9.95556370e-01
1.18766495e+00	1.18823943e-01	1.19284689e-01	9.96137430e-01
1.19461036e+00	1.29662415e-01	1.30029129e-01	9.97179758e-01
1.20155577e+00	1.41879975e-01	1.42570475e-01	9.95156780e-01
1.20850118e+00	1.58989603e-01	1.59788167e-01	9.95002357e-01
1.21544659e+00	1.76547003e-01	1.77351697e-01	9.95462726e-01
1.22239200e+00	1.98570536e-01	1.99706202e-01	9.94313317e-01
1.22933741e+00	2.27323668e-01	2.28840741e-01	9.93370616e-01
1.23628282e+00	2.61936192e-01	2.63640384e-01	9.93535919e-01
1.24322823e+00	3.08251852e-01	3.11306217e-01	9.90188552e-01
1.25017364e+00	3.74016995e-01	3.79786357e-01	9.84808927e-01
1.25711904e+00	4.75827704e-01	4.87921902e-01	9.75212841e-01
1.26406445e+00	6.49603835e-01	6.79476139e-01	9.56036272e-01
1.27100986e+00	1.00083517e+00	1.12357655e+00	8.90758332e-01
1.27795527e+00	1.65257054e+00	2.77756986e+00	5.94969929e-01
1.28490068e+00	1.79974148e+00	3.83486846e+00	4.69309833e-01
1.29184609e+00	1.25364688e+00	1.43421932e+00	8.74097056e-01
1.29879150e+00	8.03534472e-01	8.46075012e-01	9.49720133e-01
1.30573691e+00	5.83336208e-01	5.98174668e-01	9.75193767e-01
1.31268232e+00	4.51432394e-01	4.58352515e-01	9.84902185e-01
1.31962773e+00	3.81901211e-01	3.84801097e-01	9.92463935e-01
1.32657314e+00	3.41932041e-01	3.44019519e-01	9.93932095e-01
1.33351854e+00	3.02949775e-01	3.04511413e-01	9.94871663e-01
1.34046395e+00	2.66014754e-01	2.67122740e-01	9.95852145e-01
1.34740936e+00	2.37742579e-01	2.38407097e-01	9.97212673e-01
1.35435477e+00	2.16778245e-01	2.17360870e-01	9.97319549e-01
1.36130018e+00	1.98866292e-01	1.99251500e-01	9.98066725e-01
1.36824559e+00	1.84877366e-01	1.85190773e-01	9.98307653e-01
1.37519100e+00	1.71776170e-01	1.71983082e-01	9.98796904e-01
1.38213641e+00	1.61434098e-01	1.61617839e-01	9.98863115e-01
1.38908182e+00	1.51947514e-01	1.52147693e-01	9.98684310e-01
1.39602723e+00	1.43637938e-01	1.43786982e-01	9.98963441e-01
1.40297264e+00	1.36752417e-01	1.36853475e-01	9.99261564e-01
1.40991804e+00	1.30673602e-01	1.30807630e-01	9.98975388e-01
1.41686345e+00	1.24766568e-01	1.24887464e-01	9.99031961e-01
1.42380886e+00	1.19229015e-01	1.19337908e-01	9.99087520e-01
1.43075427e+00	1.14228824e-01	1.14317561e-01	9.99223771e-01
1.43769968e+00	1.10620340e-01	1.10688704e-01	9.99382378e-01
1.44464509e+00	1.06303879e-01	1.06397862e-01	9.99116683e-01
1.45159050e+00	1.02297742e-01	1.02361806e-01	9.99374139e-01
1.45853591e+00	9.96808471e-02	9.97306533e-02	9.99500593e-01
1.46548132e+00	9.75928790e-02	9.76308351e-02	9.99611228e-01
1.47242673e+00	9.48349729e-02	9.49223286e-02	9.99079714e-01
1.47937214e+00	9.02996251e-02	9.04121695e-02	9.98755207e-01
1.48631754e+00	8.69017383e-02	8.69697726e-02	9.99217725e-01
1.49326295e+00	8.53990257e-02	8.54591517e-02	9.99296435e-01
1.50020836e+00	8.37432455e-02	8.38065259e-02	9.99244923e-01
1.50715377e+00	8.15348119e-02	8.16130192e-02	9.99041730e-01
1.51409918e+00	7.93337546e-02	7.93973951e-02	9.99198455e-01
1.52104459e+00	7.75458398e-02	7.76062691e-02	9.99221336e-01
1.52799000e+00	7.56057840e-02	7.56787016e-02	9.99036484e-01
1.53493541e+00	7.40042750e-02	7.40884624e-02	9.98863692e-01
1.54188082e+00	7.20493484e-02	7.21356541e-02	9.98803564e-01
1.54882623e+00	7.02357819e-02	7.02987178e-02	9.99104736e-01
1.55577163e+00	6.83205895e-02	6.84045909e-02	9.98771992e-01
1.56271704e+00	6.63453376e-02	6.64418457e-02	9.98547480e-01
1.56966245e+00	6.38271897e-02	6.39485636e-02	9.98102007e-01
1.57660786e+00	6.15640942e-02	6.16439788e-02	9.98704098e-01
1.58355327e+00	5.95802552e-02	5.96823328e-02	9.98289650e-01
1.59049868e+00	5.72930600e-02	5.74151381e-02	9.97873765e-01
1.59744409e+00	5.49274114e-02	5.50919458e-02	9.97013459e-01
1.60438950e+00	5.29961409e-02	5.31195355e-02	9.97677039e-01
1.61133491e+00	5.13095652e-02	5.14464882e-02	9.97338536e-01
1.61828032e+00	4.88524896e-02	4.90409367e-02	9.96157353e-01
1.62522573e+00	4.60040696e-02	4.61432331e-02	9.96984099e-01
1.63217113e+00	4.38663587e-02	4.39876063e-02	9.97243597e-01
1.63911654e+00	4.23938006e-02	4.25103268e-02	9.97258872e-01
1.64606195e+00	4.00485635e-02	4.02220733e-02	9.95686203e-01
1.65300736e+00	3.59544977e-02	3.62927762e-02	9.90679178e-01
1.65995277e+00	3.22035975e-02	3.24581200e-02	9.92158434e-01
1.66689818e+00	2.87052847e-02	2.90408607e-02	9.88444695e-01
1.67384359e+00	2.55006513e-02	2.58605370e-02	9.86083597e-01
1.68078900e+00	2.09300673e-02	2.16103885e-02	9.68518790e-01
1.68773441e+00	1.42687205e-02	1.58336144e-02	9.01166350e-01
1.69467982e+00	8.87120000e-03	1.02077230e-02	8.69067470e-01
1.70162523e+00	4.63476626e-03	8.43675067e-03	5.49354419e-01
1.70857063e+00	3.77140881e-03	9.00566770e-03	4.18781698e-01
1.71551604e+00	1.02591334e-02	1.30746747e-02	7.84656872e-01
1.72246145e+00	1.88972361e-02	2.10878879e-02	8.96118008e-01
1.72940686e+00	2.94771549e-02	3.09939199e-02	9.51062499e-01
1.73635227e+00	4.26828539e-02	4.47181020e-02	9.54487155e-01
1.74329768e+00	5.88362682e-02	6.05429276e-02	9.71810756e-01
1.75024309e+00	7.73445513e-02	7.91123028e-02	9.77655163e-01
1.75718850e+00	1.00209399e-01	1.02684664e-01	9.75894497e-01
1.76413391e+00	1.32512698e-01	1.35624106e-01	9.77058591e-01
1.77107932e+00	1.74795298e-01	1.79401278e-01	9.74325826e-01
1.77802473e+00	2.34536430e-01	2.41525578e-01	9.71062493e-01
1.78497013e+00	3.16737411e-01	3.27068334e-01	9.68413564e-01
1.79191554e+00	4.40883891e-01	4.61707020e-01	9.54899692e-01
1.79886095e+00	6.60712810e-01	7.14246497e-01	9.25048724e-01
1.80580636e+00	1.11958131e+00	1.40450203e+00	7.97137550e-01
1.81275177e+00	1.57043232e+00	5.33842617e+00	2.94175150e-01
1.81969718e+00	1.84837954e+00	2.33967439e+00	7.90015715e-01
1.82664259e+00	1.38670388e+00	1.47726327e+00	9.38697863e-01
1.83358800e+00	1.07005690e+00	1.12311284e+00	9.52759925e-01
1.84053341e+00	7.37358133e-01	7.52052988e-01	9.80460347e-01
1.84747882e+00	5.92436731e-01	5.98130257e-01	9.90481127e-01
1.85442423e+00	5.11158093e-01	5.14156344e-01	9.94168600e-01
1.86136963e+00	4.54204188e-01	4.55938811e-01	9.96195492e-01
1.86831504e+00	4.12059795e-01	4.12988828e-01	9.97750466e-01
1.87526045e+00	3.82526463e-01	3.83031925e-01	9.98680366e-01
1.88220586e+00	3.61863079e-01	3.62172319e-01	9.99146153e-01
1.88915127e+00	3.46256354e-01	3.46491571e-01	9.99321145e-01
1.89609668e+00	3.32586730e-01	3.32741188e-01	9.99535802e-01
1.90304209e+00	3.21319863e-01	3.21422796e-01	9.99679756e-01
1.90998750e+00	3.13470218e-01	3.13519394e-01	9.99843146e-01
1.91693291e+00	3.06680326e-01	3.06743532e-01	9.99793944e-01
1.92387832e+00	2.99975099e-01	3.00050264e-01	9.99749492e-01
1.93082373e+00	2.94709263e-01	2.94743573e-01	9.99883596e-01
1.93776913e+00	2.93036362e-01	2.93054580e-01	9.99937836e-01
1.94471454e+00	2.92403208e-01	2.92425108e-01	9.99925110e-01
1.95165995e+00	2.89809193e-01	2.89842120e-01	9.99886397e-01
1.95860536e+00	2.86906870e-01	2.86927990e-01	9.99926396e-01
1.96555077e+00	2.87508783e-01	2.87529501e-01	9.99927945e-01
1.97249618e+00	2.89002565e-01	2.89015015e-01	9.99956924e-01
1.97944159e+00	2.90287838e-01	2.90304170e-01	9.99943739e-01
1.98638700e+00	2.90098220e-01	2.90114058e-01	9.99945409e-01
1.99333241e+00	2.91433453e-01	2.91458707e-01	9.99913354e-01
2.00027782e+00	2.94868150e-01	2.94898669e-01	9.99896511e-01
2.00722323e+00	2.97859192e-01	2.97878439e-01	9.99935385e-01
2.01416863e+00	3.00315748e-01	3.00336699e-01	9.99930243e-01
2.02111404e+00	3.03783893e-01	3.03820677e-01	9.99878930e-01
2.02805945e+00	3.08715267e-01	3.08760784e-01	9.99852579e-01
2.03500486e+00	3.13897693e-01	3.13934955e-01	9.99881308e-01
2.04195027e+00	3.19540753e-01	3.19585915e-01	9.99858687e-01
2.04889568e+00	3.25916745e-01	3.25977977e-01	9.99812160e-01
2.05584109e+00	3.33552693e-01	3.33624210e-01	9.99785637e-01
2.06278650e+00	3.41010811e-01	3.41061967e-01	9.99850012e-01
2.06973191e+00	3.48247688e-01	3.48290997e-01	9.99875651e-01
2.07667732e+00	3.55714924e-01	3.55784388e-01	9.99804756e-01
2.08362273e+00	3.64780081e-01	3.64893191e-01	9.99690020e-01
2.09056813e+00	3.75946252e-01	3.76097952e-01	9.99596650e-01
2.09751354e+00	3.90614109e-01	3.90822423e-01	9.99466986e-01
2.10445895e+00	4.05144178e-01	4.05313991e-01	9.99581033e-01
2.11140436e+00	4.17918662e-01	4.18072778e-01	9.99631365e-01
2.11834977e+00	4.31523227e-01	4.31677611e-01	9.99642363e-01
2.12529518e+00	4.46877664e-01	4.47115268e-01	9.99468583e-01
2.13224059e+00	4.66509643e-01	4.66847758e-01	9.99275750e-01
2.13918600e+00	4.90155619e-01	4.90574068e-01	9.99147021e-01
2.14613141e+00	5.16601704e-01	5.17109702e-01	9.99017619e-01
2.15307682e+00	5.47390608e-01	5.47959750e-01	9.98961343e-01
2.16002223e+00	5.78434194e-01	5.78963504e-01	9.99085762e-01
2.16696763e+00	6.09030502e-01	6.09631151e-01	9.99014734e-01
2.17391304e+00	6.45848075e-01	6.46849846e-01	9.98451308e-01
2.18085845e+00	6.97301284e-01	6.98852575e-01	9.97780231e-01
2.18780386e+00	7.61881122e-01	7.63871265e-01	9.97394662e-01
2.19474927e+00	8.32235199e-01	8.34374279e-01	9.97436307e-01
2.20169468e+00	9.05917056e-01	9.08308186e-01	9.97367489e-01
2.20864009e+00	1.00165914e+00	1.00604642e+00	9.95639089e-01
2.21558550e+00	1.13840977e+00	1.14548268e+00	9.93825385e-01
2.22253091e+00	1.31067325e+00	1.32021995e+00	9.92768862e-01
2.22947632e+00	1.53135964e+00	1.54728136e+00	9.89709872e-01
2.23642173e+00	1.86242637e+00	1.89435644e+00	9.83144632e-01
2.24336713e+00	2.40422174e+00	2.47515011e+00	9.71343812e-01
2.25031254e+00	3.31572009e+00	3.49779267e+00	9.47946437e-01
2.25725795e+00	5.03786981e+00	5.83711948e+00	8.63074643e-01
2.26420336e+00	6.39175910e+00	1.91855983e+01	3.33154014e-01
2.27114877e+00	6.64018223e+00	1.02107550e+01	6.50312563e-01
2.27809418e+00	4.17163860e+00	4.57745872e+00	9.11343796e-01
2.28503959e+00	2.86271772e+00	2.97519671e+00	9.62194435e-01
2.29198500e+00	2.16712313e+00	2.21071946e+00	9.80279573e-01
2.29893041e+00	1.78265044e+00	1.80380710e+00	9.88271109e-01
2.30587582e+00	1.51627743e+00	1.53176122e+00	9.89891515e-01
2.31282123e+00	1.28200958e+00	1.29285930e+00	9.91607965e-01
2.31976663e+00	1.09508569e+00	1.10236730e+00	9.93394564e-01
2.32671204e+00	9.57801558e-01	9.62478870e-01	9.95140348e-01
2.33365745e+00	8.58140255e-01	8.61158932e-01	9.96494634e-01
2.34060286e+00	7.77602445e-01	7.80083920e-01	9.96818964e-01
2.34754827e+00	7.05864617e-01	7.07900621e-01	9.97123884e-01
2.35449368e+00	6.45192039e-01	6.46714390e-01	9.97646023e-01
2.36143909e+00	5.96538099e-01	5.97731936e-01	9.98002722e-01
2.36838450e+00	5.54290831e-01	5.55280080e-01	9.98218468e-01
2.37532991e+00	5.17161626e-01	5.17943145e-01	9.98491109e-01
2.38227532e+00	4.86287557e-01	4.86866850e-01	9.98810161e-01
2.38922073e+00	4.58881186e-01	4.59436144e-01	9.98792089e-01
2.39616613e+00	4.32207005e-01	4.32744380e-01	9.98758217e-01
2.40311154e+00	4.07315021e-01	4.07752776e-01	9.98926420e-01
2.41005695e+00	3.86455733e-01	3.86785768e-01	9.99146725e-01
2.41700236e+00	3.68293401e-01	3.68571513e-01	9.99245433e-01
2.42394777e+00	3.52028776e-01	3.52243559e-01	9.99390243e-01
2.43089318e+00	3.37143760e-01	3.37397329e-01	9.99248454e-01
2.43783859e+00	3.22004076e-01	3.22249644e-01	9.99237958e-01
2.44478400e+00	3.07671917e-01	3.07903129e-01	9.99249077e-01
2.45172941e+00	2.94397245e-01	2.94568930e-01	9.99417167e-01
2.45867482e+00	2.83839393e-01	2.83966731e-01	9.99551577e-01
2.46562023e+00	2.74718589e-01	2.74817445e-01	9.99640285e-01
2.47256563e+00	2.66194108e-01	2.66292993e-01	9.99628662e-01
2.47951104e+00	2.57577114e-01	2.57677746e-01	9.99609469e-01
2.48645645e+00	2.49147839e-01	2.49256565e-01	9.99563798e-01
2.49340186e+00	2.41209635e-01	2.41300102e-01	9.99625085e-01
2.50034727e+00	2.33941572e-01	2.34008239e-01	9.99715111e-01
2.50729268e+00	2.28739482e-01	2.28783618e-01	9.99807084e-01
2.51423809e+00	2.23884053e-01	2.23945984e-01	9.99723458e-01
2.52118350e+00	2.17226740e-01	2.17324619e-01	9.99549618e-01
2.52812891e+00	2.10182204e-01	2.10265504e-01	9.99603831e-01
2.53507432e+00	2.04598511e-01	2.04651939e-01	9.99738932e-01
2.54201972e+00	1.99683170e-01	1.99738303e-01	9.99723975e-01
2.54896513e+00	1.94868443e-01	1.94924577e-01	9.99712018e-01
2.55591054e+00	1.89647240e-01	1.89726087e-01	9.99584417e-01
2.56285595e+00	1.84643987e-01	1.84712549e-01	9.99628815e-01
2.56980136e+00	1.79026633e-01	1.79120104e-01	9.99478167e-01
2.57674677e+00	1.73558642e-01	1.73615981e-01	9.99669731e-01
2.58369218e+00	1.70364031e-01	1.70401804e-01	9.99778326e-01
2.59063759e+00	1.67929488e-01	1.67959180e-01	9.99823222e-01
2.59758300e+00	1.64602216e-01	1.64649305e-01	9.99714005e-01
2.60452841e+00	1.61127156e-01	1.61164901e-01	9.99765800e-01
2.61147382e+00	1.57500135e-01	1.57539735e-01	9.99748637e-01
2.61841922e+00	1.55132344e-01	1.55147987e-01	9.99899170e-01
2.62536463e+00	1.54292391e-01	1.54321697e-01	9.99810094e-01
2.63231004e+00	1.51776642e-01	1.51841210e-01	9.99574767e-01
2.63925545e+00	1.46977529e-01	1.47067948e-01	9.99385192e-01
2.64620086e+00	1.43120320e-01	1.43159942e-01	9.99723232e-01
2.65314627e+00	1.42407508e-01	1.42442466e-01	9.99754579e-01
2.66009168e+00	1.40465724e-01	1.40568796e-01	9.99266754e-01
2.66703709e+00	1.36071991e-01	1.36148229e-01	9.99440035e-01
2.67398250e+00	1.34996092e-01	1.35050728e-01	9.99595441e-01
2.68092791e+00	1.32013422e-01	1.32090446e-01	9.99416884e-01
