Force;Acc4;
-0.003593;0.164396;
-0.000291;-0.014807;
0.002845;-0.194713;
0.005801;-0.374017;
0.008564;-0.551416;
0.011125;-0.725612;
0.013479;-0.895326;
0.015625;-1.059307;
0.017563;-1.216340;
0.019299;-1.365257;
0.020837;-1.504943;
0.022185;-1.634348;
0.023352;-1.752494;
0.024347;-1.858480;
0.025179;-1.951490;
0.025857;-2.030804;
0.026390;-2.095795;
0.026786;-2.145942;
0.027049;-2.180829;
0.027186;-2.200151;
0.027200;-2.203716;
0.027091;-2.191447;
0.026860;-2.163382;
0.026506;-2.119673;
0.026026;-2.060590;
0.025416;-1.986514;
0.024672;-1.897938;
0.023788;-1.795460;
0.022762;-1.679785;
0.021588;-1.551712;
0.020263;-1.412137;
0.018788;-1.262039;
0.017161;-1.102477;
0.015387;-0.934585;
0.013470;-0.759555;
0.011419;-0.578639;
0.009245;-0.393133;
0.006964;-0.204369;
0.004591;-0.013707;
0.002149;0.177477;
-0.000340;0.367800;
-0.002851;0.555882;
-0.005354;0.740355;
-0.007823;0.919877;
-0.010226;1.093137;
-0.012533;1.258868;
-0.014714;1.415856;
-0.016741;1.562947;
-0.018586;1.699057;
-0.020225;1.823181;
-0.021634;1.934397;
-0.022796;2.031878;
-0.023696;2.114894;
-0.024323;2.182818;
-0.024670;2.235134;
-0.024737;2.271436;
-0.024526;2.291437;
-0.024044;2.294964;
-0.023305;2.281967;
-0.022323;2.252514;
-0.021119;2.206793;
-0.019716;2.145110;
-0.018140;2.067889;
-0.016419;1.975665;
-0.014582;1.869085;
-0.012660;1.748900;
-0.010683;1.615960;
-0.008682;1.471210;
-0.006686;1.315682;
-0.004723;1.150485;
-0.002817;0.976803;
-0.000993;0.795881;
0.000731;0.609017;
0.002337;0.417557;
0.003812;0.222878;
0.005147;0.026383;
0.006336;-0.170508;
0.007375;-0.366373;
0.008267;-0.559796;
0.009014;-0.749376;
0.009624;-0.933740;
0.010107;-1.111551;
0.010472;-1.281516;
0.010734;-1.442401;
0.010907;-1.593035;
0.011004;-1.732320;
0.011041;-1.859241;
0.011032;-1.972869;
0.010990;-2.072372;
0.010927;-2.157021;
0.010854;-2.226191;
0.010779;-2.279372;
0.010707;-2.316166;
0.010642;-2.336295;
0.010586;-2.339603;
0.010536;-2.326052;
0.010489;-2.295730;
0.010438;-2.248844;
0.010374;-2.185721;
0.010288;-2.106807;
0.010167;-2.012661;
0.010000;-1.903954;
0.009773;-1.781462;
0.009474;-1.646061;
0.009091;-1.498721;
0.008613;-1.340500;
0.008031;-1.172533;
0.007337;-0.996027;
0.006528;-0.812253;
0.005603;-0.622532;
0.004562;-0.428232;
0.003411;-0.230752;
0.002158;-0.031515;
0.000816;0.168040;
-0.000601;0.366476;
-0.002076;0.562358;
-0.003588;0.754274;
-0.005114;0.940837;
-0.006630;1.120698;
-0.008113;1.292558;
-0.009536;1.455174;
-0.010874;1.607369;
-0.012104;1.748043;
-0.013202;1.876177;
-0.014148;1.990841;
-0.014926;2.091206;
-0.015519;2.176542;
-0.015917;2.246229;
-0.016112;2.299761;
-0.016101;2.336746;
-0.015885;2.356913;
-0.015469;2.360112;
-0.014861;2.346314;
-0.014074;2.315616;
-0.013123;2.268233;
-0.012027;2.204503;
-0.010808;2.124881;
-0.009488;2.029937;
-0.008093;1.920352;
-0.006646;1.796912;
-0.005175;1.660503;
-0.003703;1.512105;
-0.002255;1.352786;
-0.000854;1.183690;
0.000480;1.006035;
0.001730;0.821097;
0.002879;0.630209;
0.003916;0.434743;
0.004832;0.236108;
0.005621;0.035734;
0.006281;-0.164937;
0.006813;-0.364459;
0.007221;-0.561394;
0.007512;-0.754324;
0.007696;-0.941859;
0.007784;-1.122647;
0.007790;-1.295385;
0.007728;-1.458828;
0.007614;-1.611797;
0.007463;-1.753190;
0.007290;-1.881987;
0.007111;-1.997259;
0.006939;-2.098174;
0.006786;-2.184003;
0.006661;-2.254127;
0.006573;-2.308039;
0.006525;-2.345349;
0.006521;-2.365787;
0.006560;-2.369204;
0.006638;-2.355574;
0.006749;-2.324993;
0.006885;-2.277679;
0.007035;-2.213973;
0.007186;-2.134330;
0.007324;-2.039324;
0.007434;-1.929636;
0.007499;-1.806055;
0.007504;-1.669470;
0.007434;-1.520862;
0.007275;-1.361301;
0.007015;-1.191934;
0.006643;-1.013979;
0.006153;-0.828717;
0.005540;-0.637480;
0.004802;-0.441644;
0.003942;-0.242618;
0.002966;-0.041833;
0.001883;0.159265;
0.000706;0.359231;
-0.000549;0.556625;
-0.001863;0.750026;
-0.003216;0.938045;
-0.004585;1.119328;
-0.005945;1.292571;
-0.007272;1.456527;
-0.008541;1.610018;
-0.009728;1.751938;
-0.010809;1.881268;
-0.011764;1.997077;
-0.012574;2.098531;
-0.013223;2.184901;
-0.013699;2.255565;
-0.013993;2.310017;
-0.014099;2.347863;
-0.014016;2.368831;
-0.013749;2.372771;
-0.013302;2.359654;
-0.012686;2.329575;
-0.011916;2.282750;
-0.011007;2.219515;
-0.009980;2.140325;
-0.008854;2.045749;
-0.007653;1.936467;
-0.006400;1.813265;
-0.005119;1.677029;
-0.003834;1.528737;
-0.002567;1.369455;
-0.001339;1.200329;
-0.000169;1.022574;
0.000925;0.837468;
0.001930;0.646341;
0.002833;0.450566;
0.003626;0.251552;
0.004306;0.050728;
0.004868;-0.150463;
0.005316;-0.350575;
0.005653;-0.548169;
0.005886;-0.741826;
0.006025;-0.930154;
0.006081;-1.111800;
0.006067;-1.285458;
0.005999;-1.449881;
0.005891;-1.603887;
0.005758;-1.746370;
0.005616;-1.876306;
0.005479;-1.992762;
0.005359;-2.094900;
0.005270;-2.181987;
0.005219;-2.253398;
0.005213;-2.308620;
0.005258;-2.347256;
0.005355;-2.369029;
0.005503;-2.373783;
0.005698;-2.361484;
0.005933;-2.332220;
0.006198;-2.286203;
0.006482;-2.223762;
0.006771;-2.145348;
0.007051;-2.051524;
0.007305;-1.942964;
0.007516;-1.820448;
0.007667;-1.684858;
0.007742;-1.537167;
0.007726;-1.378436;
0.007606;-1.209807;
0.007371;-1.032491;
0.007011;-0.847761;
0.006522;-0.656946;
0.005900;-0.461415;
0.005148;-0.262574;
0.004271;-0.061851;
0.003275;0.139313;
0.002175;0.339473;
0.000984;0.537190;
-0.000279;0.731046;
-0.001594;0.919647;
-0.002938;1.101641;
-0.004287;1.275719;
-0.005616;1.440631;
-0.006900;1.595195;
-0.008115;1.738300;
-0.009238;1.868919;
-0.010246;1.986115;
-0.011120;2.089046;
-0.011844;2.176973;
-0.012403;2.249267;
-0.012789;2.305408;
-0.012996;2.344994;
-0.013020;2.367741;
-0.012863;2.373486;
-0.012532;2.362190;
-0.012035;2.333932;
-0.011385;2.288918;
-0.010598;2.227470;
-0.009691;2.150031;
-0.008685;2.057156;
-0.007603;1.949513;
-0.006466;1.827876;
-0.005297;1.693118;
-0.004120;1.546207;
-0.002957;1.388197;
-0.001829;1.220224;
-0.000754;1.043494;
0.000251;0.859276;
0.001171;0.668892;
0.001996;0.473710;
0.002717;0.275130;
0.003329;0.074579;
0.003830;-0.126505;
0.004222;-0.326676;
0.004509;-0.524499;
0.004698;-0.718552;
0.004799;-0.907444;
0.004823;-1.089817;
0.004783;-1.264363;
0.004695;-1.429829;
0.004572;-1.585027;
0.004432;-1.728843;
0.004289;-1.860245;
0.004157;-1.978289;
0.004051;-2.082129;
0.003981;-2.171018;
0.003957;-2.244320;
0.003987;-2.301507;
0.004074;-2.342170;
0.004222;-2.366018;
0.004428;-2.372878;
0.004689;-2.362703;
0.004998;-2.335566;
0.005345;-2.291661;
0.005719;-2.231304;
0.006106;-2.154930;
0.006489;-2.063086;
0.006853;-1.956433;
0.007179;-1.835736;
0.007450;-1.701863;
0.007649;-1.555774;
0.007761;-1.398519;
0.007769;-1.231228;
0.007663;-1.055100;
0.007432;-0.871402;
0.007070;-0.681452;
0.006572;-0.486615;
0.005940;-0.288288;
0.005176;-0.087896;
0.004287;0.113122;
0.003286;0.313324;
0.002184;0.511272;
0.001001;0.705544;
-0.000246;0.894747;
-0.001532;1.077523;
-0.002837;1.252559;
-0.004134;1.418598;
-0.005399;1.574450;
-0.006608;1.718996;
-0.007737;1.851199;
-0.008764;1.970109;
-0.009670;2.074874;
-0.010436;2.164741;
-0.011050;2.239067;
-0.011500;2.297317;
-0.011779;2.339075;
-0.011884;2.364041;
-0.011816;2.372035;
-0.011579;2.363002;
-0.011181;2.337006;
-0.010634;2.294234;
-0.009952;2.234994;
-0.009153;2.159711;
-0.008255;2.068925;
-0.007280;1.963290;
-0.006250;1.843562;
-0.005186;1.710603;
-0.004112;1.565366;
-0.003048;1.408894;
-0.002014;1.242311;
-0.001030;1.066812;
-0.000112;0.883657;
0.000726;0.694161;
0.001474;0.499684;
0.002123;0.301622;
0.002668;0.101398;
0.003108;-0.099553;
0.003443;-0.299786;
0.003679;-0.497865;
0.003821;-0.692368;
0.003881;-0.881899;
0.003868;-1.065097;
0.003796;-1.240647;
0.003681;-1.407288;
0.003536;-1.563825;
0.003378;-1.709133;
0.003222;-1.842170;
0.003083;-1.961980;
0.002974;-2.067704;
0.002906;-2.158581;
0.002890;-2.233961;
0.002932;-2.293301;
0.003039;-2.336176;
0.003210;-2.362278;
0.003447;-2.371419;
0.003744;-2.363534;
0.004095;-2.338680;
0.004490;-2.297036;
0.004919;-2.238900;
0.005366;-2.164689;
0.005816;-2.074938;
0.006252;-1.970290;
0.006656;-1.851497;
0.007011;-1.719412;
0.007298;-1.574983;
0.007501;-1.419248;
0.007605;-1.253325;
0.007598;-1.078405;
0.007467;-0.895745;
0.007207;-0.706655;
0.006811;-0.512494;
0.006280;-0.314656;
0.005616;-0.114562;
0.004825;0.086353;
0.003917;0.286646;
0.002905;0.484878;
0.001805;0.679626;
0.000637;0.869492;
-0.000579;1.053114;
-0.001820;1.229172;
-0.003062;1.396404;
-0.004281;1.553608;
-0.005453;1.699656;
-0.006554;1.833500;
-0.007563;1.954179;
-0.008460;2.060827;
-0.009228;2.152679;
-0.009853;2.229075;
-0.010323;2.289468;
-0.010633;2.333423;
-0.010778;2.360626;
-0.010758;2.370882;
-0.010579;2.364116;
-0.010248;2.340379;
-0.009776;2.299841;
-0.009178;2.242792;
-0.008470;2.169643;
-0.007672;2.080919;
-0.006805;1.977257;
-0.005890;1.859402;
-0.004950;1.728198;
-0.004006;1.584589;
-0.003081;1.429605;
-0.002194;1.264360;
-0.001364;1.090038;
-0.000607;0.907892;
0.000063;0.719228;
0.000636;0.525403;
0.001104;0.327805;
0.001463;0.127855;
0.001713;-0.073012;
0.001855;-0.273355;
0.001895;-0.471736;
0.001842;-0.666729;
0.001706;-0.856937;
0.001503;-1.040993;
0.001246;-1.217575;
0.000954;-1.385417;
0.000644;-1.543312;
0.000335;-1.690129;
0.000045;-1.824812;
-0.000208;-1.946395;
-0.000406;-2.054005;
-0.000535;-2.146869;
-0.000581;-2.224320;
-0.000533;-2.285803;
-0.000382;-2.330876;
-0.000122;-2.359216;
0.000248;-2.370618;
0.000730;-2.365001;
0.001319;-2.342405;
0.002010;-2.302992;
0.002792;-2.247046;
0.003653;-2.174968;
0.004581;-2.087276;
0.005559;-1.984598;
0.006570;-1.867673;
0.007595;-1.737340;
0.008616;-1.594534;
0.009615;-1.440281;
0.010573;-1.275688;
0.011472;-1.101938;
0.012298;-0.920277;
0.013037;-0.732010;
0.013677;-0.538488;
0.014207;-0.341102;
0.014623;-0.141268;
0.014917;0.059580;
0.015090;0.259998;
0.015141;0.458548;
0.015072;0.653805;
0.014887;0.844367;
0.014593;1.028866;
0.014195;1.205977;
0.013702;1.374428;
0.013121;1.533011;
0.012458;1.680587;
0.011721;1.816097;
0.010915;1.938567;
0.010043;2.047120;
0.009107;2.140975;
0.008107;2.219459;
0.007040;2.282008;
0.005901;2.328175;
0.004684;2.357627;
0.003379;2.370153;
0.001974;2.365664;
0.000457;2.344192;
-0.001185;2.305892;
-0.002969;2.251038;
-0.004907;2.180025;
-0.007015;2.093362;
-0.009304;1.991673;
-0.011787;1.875687;
-0.014471;1.746237;
-0.017362;1.604254;
-0.020460;1.450755;
-0.023763;1.286844;
-0.027262;1.113698;
-0.030944;0.932560;
-0.034788;0.744729;
-0.038770;0.551556;
-0.042857;0.354428;
-0.047012;0.154758;
-0.051190;-0.046018;
-0.055342;-0.246459;
-0.059413;-0.445126;
-0.063341;-0.640592;
-0.067064;-0.831455;
-0.070511;-1.016343;
-0.073613;-1.193928;
-0.076296;-1.362937;
-0.078487;-1.522156;
-0.080112;-1.670441;
-0.081099;-1.806728;
-0.081378;-1.930038;
-0.080882;-2.039487;
-0.079550;-2.134289;
-0.077325;-2.213763;
-0.074160;-2.277339;
-0.070012;-2.324563;
-0.064850;-2.355094;
-0.058651;-2.368714;
-0.051403;-2.365327;
-0.043106;-2.344958;
-0.033770;-2.307754;
-0.023419;-2.253983;
-0.012089;-2.184032;
0.000172;-2.098406;
0.013303;-1.997720;
0.027230;-1.882698;
0.041866;-1.754168;
0.057115;-1.613055;
0.072865;-1.460372;
0.088998;-1.297219;
0.105383;-1.124768;
0.121881;-0.944259;
0.138344;-0.756990;
0.154618;-0.564306;
0.170544;-0.367594;
0.185957;-0.168266;
0.200690;0.032244;
0.214573;0.232496;
0.227437;0.431052;
0.239115;0.626483;
0.249440;0.817387;
0.258252;1.002392;
0.265397;1.180169;
0.270728;1.349443;
0.274106;1.508997;
0.275404;1.657688;
0.274507;1.794447;
0.271313;1.918295;
0.265738;2.028343;
0.257710;2.123803;
0.247178;2.203992;
0.234108;2.268336;
0.218488;2.316378;
0.200325;2.347774;
0.179649;2.362303;
0.156513;2.359864;
0.130990;2.340480;
0.103180;2.304294;
0.073205;2.251572;
0.041211;2.182695;
0.007365;2.098166;
-0.028140;1.998596;
-0.065089;1.884706;
-0.103248;1.757320;
-0.142361;1.617358;
-0.182152;1.465833;
-0.222330;1.303838;
-0.262586;1.132543;
-0.302598;0.953183;
-0.342034;0.767054;
-0.380550;0.575496;
-0.417799;0.379892;
-0.453426;0.181651;
-0.487079;-0.017799;
-0.518406;-0.217020;
-0.547060;-0.414579;
-0.572704;-0.609054;
-0.595011;-0.799044;
-0.613671;-0.983185;
-0.628391;-1.160152;
-0.638899;-1.328675;
-0.644950;-1.487543;
-0.646324;-1.635617;
-0.642833;-1.771837;
-0.634323;-1.895228;
-0.620674;-2.004908;
-0.601807;-2.100094;
-0.577680;-2.180111;
-0.548295;-2.244392;
-0.513696;-2.292483;
-0.473973;-2.324049;
-0.429259;-2.338876;
-0.379734;-2.336868;
-0.325621;-2.318052;
-0.267190;-2.282580;
-0.204753;-2.230719;
-0.138665;-2.162858;
-0.069321;-2.079501;
0.002844;-1.981265;
0.077362;-1.868871;
0.153728;-1.743146;
0.231412;-1.605010;
0.309854;-1.455475;
0.388475;-1.295632;
0.466676;-1.126648;
0.543846;-0.949754;
0.619365;-0.766239;
0.692609;-0.577438;
0.762956;-0.384722;
0.829789;-0.189491;
0.892504;0.006840;
0.950513;0.202846;
1.003249;0.397110;
1.050174;0.588226;
1.090780;0.774814;
1.124596;0.955528;
1.151193;1.129065;
1.170185;1.294179;
1.181238;1.449682;
1.184071;1.594462;
1.178457;1.727483;
1.164231;1.847799;
1.141289;1.954554;
1.109590;2.046996;
1.069160;2.124476;
1.020091;2.186455;
0.962542;2.232509;
0.896741;2.262330;
0.822980;2.275730;
0.741620;2.272639;
0.653085;2.253110;
0.557861;2.217315;
0.456496;2.165546;
0.349593;2.098209;
0.237810;2.015825;
0.121853;1.919024;
0.002475;1.808542;
-0.119533;1.685210;
-0.243342;1.549957;
-0.368096;1.403793;
-0.492913;1.247811;
-0.616897;1.083169;
-0.739136;0.911091;
-0.858718;0.732851;
-0.974731;0.549766;
-1.086272;0.363187;
-1.192455;0.174487;
-1.292414;-0.014946;
-1.385316;-0.203725;
-1.470363;-0.390466;
-1.546799;-0.573806;
-1.613918;-0.752410;
-1.671070;-0.924979;
-1.717663;-1.090263;
-1.753176;-1.247066;
-1.777155;-1.394260;
-1.789226;-1.530790;
-1.789091;-1.655680;
-1.776539;-1.768046;
-1.751445;-1.867094;
-1.713770;-1.952135;
-1.663570;-2.022583;
-1.600991;-2.077962;
-1.526269;-2.117908;
-1.439735;-2.142174;
-1.341811;-2.150630;
-1.233006;-2.143261;
-1.113917;-2.120173;
-0.985226;-2.081586;
-0.847696;-2.027837;
-0.702162;-1.959372;
-0.549534;-1.876748;
-0.390785;-1.780625;
-0.226949;-1.671761;
-0.059110;-1.551009;
0.111601;-1.419305;
0.284016;-1.277667;
0.456939;-1.127183;
0.629151;-0.969004;
0.799421;-0.804336;
0.966516;-0.634429;
1.129207;-0.460569;
1.286282;-0.284067;
1.436550;-0.106252;
1.578856;0.071545;
1.712084;0.247993;
1.835172;0.421779;
1.947115;0.591611;
2.046978;0.756233;
2.133897;0.914430;
2.207096;1.065043;
2.265885;1.206969;
2.309671;1.339179;
2.337961;1.460715;
2.350371;1.570709;
2.346624;1.668377;
2.326559;1.753036;
2.290130;1.824099;
2.237411;1.881088;
2.168592;1.923630;
2.083985;1.951463;
1.984017;1.964440;
1.869234;1.962525;
1.740294;1.945795;
1.597965;1.914440;
1.443120;1.868760;
1.276734;1.809163;
1.099875;1.736162;
0.913698;1.650371;
0.719438;1.552496;
0.518401;1.443337;
0.311956;1.323774;
0.101524;1.194764;
-0.111430;1.057334;
-0.325410;0.912571;
-0.538896;0.761614;
-0.750360;0.605645;
-0.958272;0.445882;
-1.161116;0.283565;
-1.357399;0.119951;
-1.545661;-0.043698;
-1.724491;-0.206124;
-1.892531;-0.366083;
-2.048493;-0.522355;
-2.191166;-0.673752;
-2.319426;-0.819128;
-2.432246;-0.957388;
-2.528704;-1.087496;
-2.607988;-1.208481;
-2.669411;-1.319448;
-2.712407;-1.419581;
-2.736542;-1.508151;
-2.741520;-1.584522;
-2.727180;-1.648153;
-2.693504;-1.698606;
-2.640615;-1.735543;
-2.568779;-1.758736;
-2.478402;-1.768063;
-2.370030;-1.763508;
-2.244344;-1.745165;
-2.102158;-1.713236;
-1.944412;-1.668025;
-1.772165;-1.609939;
-1.586591;-1.539487;
-1.388968;-1.457268;
-1.180669;-1.363973;
-0.963156;-1.260378;
-0.737963;-1.147336;
-0.506691;-1.025768;
-0.270995;-0.896664;
-0.032567;-0.761065;
0.206870;-0.620061;
0.445578;-0.474782;
0.681817;-0.326386;
0.913857;-0.176052;
1.139994;-0.024972;
1.358559;0.125662;
1.567932;0.274664;
1.766557;0.420865;
1.952950;0.563120;
2.125714;0.700321;
2.283547;0.831401;
2.425256;0.955344;
2.549760;1.071195;
2.656107;1.178064;
2.743475;1.275134;
2.811180;1.361668;
2.858684;1.437013;
2.885599;1.500608;
2.891687;1.551982;
2.876866;1.590767;
2.841211;1.616689;
2.784950;1.629582;
2.708469;1.629378;
2.612303;1.616115;
2.497136;1.589934;
2.363797;1.551077;
2.213250;1.499884;
2.046591;1.436794;
1.865039;1.362337;
1.669926;1.277132;
1.462687;1.181881;
1.244850;1.077364;
1.018026;0.964433;
0.783893;0.844003;
0.544188;0.717048;
0.300691;0.584590;
0.055210;0.447694;
-0.190426;0.307455;
-0.434391;0.164994;
-0.674865;0.021449;
-0.910059;-0.122039;
-1.138217;-0.264330;
-1.357640;-0.404295;
-1.566693;-0.540827;
-1.763819;-0.672846;
-1.947550;-0.799313;
-2.116520;-0.919230;
-2.269476;-1.031657;
-2.405284;-1.135711;
-2.522943;-1.230580;
-2.621588;-1.315523;
-2.700499;-1.389881;
-2.759107;-1.453076;
-2.796997;-1.504622;
-2.813911;-1.544126;
-2.809753;-1.571289;
-2.784585;-1.585909;
-2.738631;-1.587886;
-2.672273;-1.577217;
-2.586047;-1.554000;
-2.480643;-1.518432;
-2.356895;-1.470807;
-2.215775;-1.411513;
-2.058391;-1.341029;
-1.885971;-1.259923;
-1.699858;-1.168844;
-1.501497;-1.068521;
-1.292426;-0.959752;
-1.074265;-0.843402;
-0.848698;-0.720395;
-0.617466;-0.591705;
-0.382351;-0.458350;
-0.145161;-0.321383;
0.092283;-0.181885;
0.328160;-0.040955;
0.560663;0.100298;
0.788016;0.240764;
1.008486;0.379342;
1.220393;0.514943;
1.422130;0.646506;
1.612169;0.773003;
1.789075;0.893445;
1.951520;1.006893;
2.098286;1.112464;
2.228284;1.209336;
2.340552;1.296758;
2.434271;1.374052;
2.508766;1.440624;
2.563514;1.495959;
2.598143;1.539633;
2.612442;1.571316;
2.606356;1.590769;
2.579992;1.597848;
2.533610;1.592510;
2.467630;1.574805;
2.382622;1.544881;
2.279302;1.502981;
2.158530;1.449442;
2.021300;1.384690;
1.868731;1.309237;
1.702062;1.223681;
1.522637;1.128694;
1.331901;1.025024;
1.131381;0.913483;
0.922679;0.794945;
0.707459;0.670336;
0.487432;0.540628;
0.264341;0.406831;
0.039954;0.269987;
-0.183959;0.131159;
-0.405631;-0.008576;
-0.623319;-0.148136;
-0.835315;-0.286443;
-1.039958;-0.422427;
-1.235648;-0.555041;
-1.420859;-0.683264;
-1.594152;-0.806112;
-1.754183;-0.922644;
-1.899716;-1.031969;
-2.029633;-1.133254;
-2.142940;-1.225730;
-2.238776;-1.308697;
-2.316421;-1.381530;
-2.375299;-1.443685;
-2.414986;-1.494700;
-2.435207;-1.534202;
